name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,meanlength1,meanlength2,minleft1,maxright1,minleft2,maxright2,nms1,nms2,meanmiss1,meanmiss2,relmean1,relmean2,relmin1,relmax1,relmin2,relmax2
VCA0048,CDS,NC_002506,VqmR,sRNA,NC_002506,14,0,4.689527468687811e-6,0.00016378143420875722,2,-,56150,56189,1031538,1031574,+,40,36,56090,56230,1031507,1031588,0.5,0.2143,0.8571,0.3571,0.7692,0.9043,0.563,0.9229,0.46,1.0
VC1763,CDS,NC_002505,Vcr227,sRNA,NC_002506,14,0,0.0008531820283397291,0.013961388202487887,2,-,1903127,1903196,479980,480016,+,70,37,1903080,1903276,479958,480023,0.1429,0.2143,0.2143,0.2143,0.6879,0.8901,0.485,0.752,0.0,1.0
VC0485,CDS,NC_002505,TarB,sRNA,NC_002505,14,2,0.0021513508832688042,0.028030162968104896,2,-,515683,515718,911239,911272,-,37,34,515020,516296,911231,911289,0.4286,0.0714,0.5,0.0714,0.3267,0.5468,0.0,0.796,0.3563,1.0
VC2545,5UTR,NC_002505,VC0998,CDS,NC_002505,14,0,0.0006113256770026417,0.010742574389979938,2,+,2726002,2726041,1065004,1065040,+,40,37,2725989,2726061,1065000,1065040,0.5,0.0714,0.5714,0.0714,0.0,0.0053,0.0,0.0,0.0045,0.0127
VC1167:Trp leader,IGR,NC_002505,Vcr017,sRNA,NC_002505,14,0,1.6316420139453914e-9,9.686931419012104e-8,2,+,1242447,1242486,350279,350317,-,40,39,1242156,1245908,350275,350348,0.0714,0.0714,0.0714,0.0714,0.2213,0.9526,0.1805,0.6441,0.2065,1.0
VC0758,CDS,NC_002505,ispG,CDS,NC_002505,14,0,2.460734119868989e-17,2.588583586972383e-15,2,+,810165,810207,811648,811682,+,43,36,809902,810614,811306,811873,0.3571,0.0714,0.3571,0.1429,0.1907,0.4954,0.0,0.5665,0.1929,0.6947
MicV,sRNA,NC_002505,VC1530,5UTR,NC_002505,14,0,6.146909487746118e-11,4.170171019144664e-9,2,-,2812118,2812160,1644362,1644389,-,43,28,2812118,2812162,1644360,1644389,0.0714,0.3571,0.0714,0.3571,0.6567,0.0,0.0,0.6567,0.0,0.0
VCA0933,3UTR,NC_002506,VC1364,3UTR,NC_002505,14,0,8.892635114765772e-12,6.416832407868877e-10,2,+,886259,886294,1453597,1453636,-,36,40,886095,886328,1453593,1453648,0.3571,0.1429,0.5,0.1429,1.0,1.0,0.1274,1.0,0.9988,1.0
VC0522,CDS,NC_002505,Vcr001,sRNA,NC_002505,14,0,4.1171073841103035e-5,0.001118231809282145,2,+,556394,556437,21903,21938,+,44,36,556255,556801,21899,21940,0.6429,0.1429,1.3571,0.1429,0.124,0.0607,0.0,0.5727,0.0,0.975
VC0239,CDS,NC_002505,Vcr064,sRNA,NC_002505,14,0,0.00012738818807958243,0.002924167892472315,2,-,243594,243630,1595735,1595770,-,37,36,243227,244904,1595729,1595779,0.2143,0.0,0.2143,0.0,0.7846,0.4508,0.0451,0.9915,0.3243,1.0
VC1408:VC1413,IGR,NC_002505,TfoR,sRNA,NC_002505,14,0,9.911021475662981e-8,4.697056689471204e-6,2,-,1503447,1503485,2236665,2236700,+,39,36,1502801,1503659,2236631,2236709,0.5714,0.0,1.1429,0.0,0.5372,0.9363,0.4855,0.6946,0.4077,1.0
VCA0821:Qrr3,IGR,NC_002506,TfoR,sRNA,NC_002505,14,0,0.0006398737848544013,0.011120396734567895,2,+,769296,769336,2236663,2236695,+,41,33,768586,772163,2236608,2236709,0.2857,0.0,0.3571,0.0,0.2758,0.6533,0.09,0.9767,0.2308,1.0
VC0573,CDS,NC_002505,VC0574,CDS,NC_002505,14,0,2.6120376086027403e-18,2.9077318108141777e-16,2,+,604280,604317,605490,605531,+,38,42,604129,604673,605277,605792,0.3571,0.0714,0.6429,0.0714,0.1651,0.536,0.0,0.7656,0.3676,0.7747
VC2471:VC2474,IGR,NC_002505,Vcr017,sRNA,NC_002505,14,0,2.5202879193958377e-6,9.321613340056305e-5,2,-,2653768,2653808,350288,350322,-,41,35,2653692,2654072,350275,350361,0.5,0.0,0.6429,0.0,0.3954,0.4868,0.2321,0.4363,0.0652,1.0
VC2718,CDS,NC_002505,Vcr227,sRNA,NC_002506,14,0,0.0005033212102725954,0.009173284710212413,2,-,2893864,2893900,479977,480014,+,38,37,2893837,2893934,479957,480023,0.2143,0.0,0.2143,0.0,0.0353,0.8582,0.0,0.0682,0.0,1.0
VC1774,CDS,NC_002505,VqmR,sRNA,NC_002506,14,0,1.9618435347730834e-5,0.0005895037429406102,2,-,1924144,1924182,1031537,1031572,+,39,36,1924034,1924492,1031474,1031588,0.5,0.0,0.5714,0.0,0.7838,0.891,0.4827,0.8795,0.24,1.0
VC1470,CDS,NC_002505,FarS,sRNA,NC_002505,14,0,0.0009412125724500249,0.015080153961913105,2,+,1577824,1577864,2266018,2266053,-,40,36,1577643,1578116,2266016,2266057,0.3571,0.0714,1.1429,0.0714,0.7597,0.9939,0.3693,1.0,0.6581,1.0
VC0604,CDS,NC_002505,VC0603,CDS,NC_002505,14,0,2.5993836911633992e-19,3.036907965710381e-17,2,+,634811,634853,632492,632521,+,42,30,633777,636179,631418,633532,0.5714,0.0,0.6429,0.0,0.3708,0.5062,0.0,0.8814,0.0379,0.9595
VCA0002,3UTR,NC_002506,Vcr002,sRNA,NC_002505,14,0,2.006265586265548e-18,2.24675155566327e-16,2,+,3275,3315,29720,29746,-,41,27,3252,3321,29719,29747,0.3571,0.0,0.5,0.0,1.0,0.9985,1.0,1.0,0.8564,1.0
VC1129,CDS,NC_002505,VadR,sRNA,NC_002506,14,0,1.6586719313605397e-5,0.0005091018862019987,2,+,1197160,1197207,3247,3280,+,48,33,1196873,1198098,3230,3285,0.3571,0.0,0.5714,0.0,0.3006,0.5439,0.0445,0.9839,0.3373,1.0
VC1318,CDS,NC_002505,VC1317,CDS,NC_002505,14,0,6.975449542713292e-10,4.3062180694548465e-8,2,-,1401932,1401970,1400720,1400752,-,39,32,1401676,1402146,1400435,1401054,0.7857,0.0,1.0714,0.0,0.2331,0.532,0.0,0.564,0.2033,0.8761
VCA0292,5UTR,NC_002506,VCA0293:VCA0294,IGR,NC_002506,14,0,1.1309265109618145e-56,3.5015543439929645e-54,2,+,310893,310935,312328,312364,+,42,38,310874,310943,312311,312419,0.3571,0.2143,0.5,0.2143,0.0,0.1411,0.0,0.0,0.0375,0.7125
VC2518,CDS,NC_002505,FarS,sRNA,NC_002505,14,0,0.0035118463360206123,0.03935662917546875,2,-,2705200,2705240,2266024,2266066,-,41,43,2704947,2705357,2266017,2266104,0.4286,0.0,0.4286,0.0,0.3307,0.5781,0.0102,0.8452,0.2564,1.0
VC2033,CDS,NC_002505,Vcr069:VC1803,IGR,NC_002505,14,0,7.968921129028602e-11,5.35219306095991e-9,2,-,2187831,2187896,1944217,1944246,+,66,31,2187564,2189176,1944155,1944780,0.2857,0.3571,0.3571,0.3571,0.9206,0.3011,0.4195,1.0,0.2842,0.3995
VCA0946,CDS,NC_002506,VCA0947,CDS,NC_002506,14,0,3.263737490933843e-11,2.2658192609667057e-9,2,+,898091,898160,899524,899561,+,71,38,897789,898795,899227,899655,0.4286,0.1429,0.6429,0.1429,0.2663,0.6095,0.0,0.8323,0.0403,0.8618
VC1350,CDS,NC_002505,Vcr017,sRNA,NC_002505,14,0,3.756681025300951e-8,1.8840010678235786e-6,2,-,1440956,1440990,350288,350327,-,35,40,1440804,1441006,350275,350365,0.3571,0.0714,0.3571,0.0714,0.4929,0.434,0.3869,0.814,0.0217,1.0
23Sf:tRNA-Ala-1,IGR,NC_002505,5Sh:23Sh,IGR,NC_002505,14,2,1.1155381232608559e-13,9.258577610664727e-12,2,-,2679538,2679577,2933812,2933846,-,40,35,2679483,2679609,2933792,2933881,0.1429,0.0714,0.4286,0.0714,0.4218,0.352,0.1748,0.6154,0.0714,0.7778
VCA0843,CDS,NC_002506,Vcr228,sRNA,NC_002506,14,1,4.212699119231191e-12,3.1153635493903455e-10,2,+,785944,785979,787365,787399,+,36,35,785545,786332,787296,787433,0.2143,0.0714,0.2143,0.2143,0.1642,0.6,0.0,0.395,0.1818,1.0
VC1722,CDS,NC_002505,TarB,sRNA,NC_002505,14,0,4.9632349332294776e-5,0.001312126431878613,2,+,1861234,1861276,911236,911271,-,43,35,1860829,1861472,911231,911288,0.2857,0.0714,0.6429,0.0714,0.6571,0.9606,0.0,0.9915,0.3678,1.0
rbn,CDS,NC_002505,TarB,sRNA,NC_002505,14,0,3.6547659600309852e-6,0.00013051376022803492,2,-,2915541,2915581,911237,911272,-,41,36,2915510,2915873,911231,911305,0.2857,0.2143,0.3571,0.2857,0.6286,0.5509,0.2564,0.6629,0.1724,1.0
VC0559:VC0565,IGR,NC_002505,Qrr3,sRNA,NC_002506,14,0,8.012925338379515e-10,4.8993501969167017e-8,2,-,597827,597863,772297,772331,+,38,35,597800,597897,772269,772365,0.5,0.2143,1.2143,0.3571,0.1151,0.6862,0.0965,0.1221,0.1028,1.0
VCA0865,5UTR,NC_002506,TarB,sRNA,NC_002505,14,0,1.3357227048162466e-17,1.4268972191331695e-15,2,-,819307,819347,911233,911268,-,41,36,819266,819386,911232,911269,0.3571,0.0,0.5714,0.0,0.0,0.5961,0.0,0.0,0.5862,1.0
rplB,CDS,NC_002505,rplD,CDS,NC_002505,14,0,6.601958793465527e-22,8.663814030480861e-20,2,-,2762226,2762264,2763489,2763533,-,39,45,2762073,2762551,2763291,2763728,0.5,0.0,1.0714,0.0,0.8076,0.4578,0.4126,0.9927,0.1346,0.8605
VC1286,CDS,NC_002505,Vcr214,sRNA,NC_002505,14,0,4.115682963579667e-17,4.276277859703162e-15,2,+,1361870,1361898,2376074,2376139,+,29,66,1361283,1361969,2376039,2376143,0.2857,0.0,0.3571,0.0,0.6658,0.4023,0.0636,0.7348,0.0965,1.0
VC0204:VC0208,IGR,NC_002505,VCA0543,3UTR,NC_002506,14,5,7.49547300505911e-10,4.597989959077678e-8,2,-,215741,215770,479898,479927,+,30,30,215670,215885,479591,479985,0.2143,0.0,0.2143,0.0,0.065,1.0,0.0038,0.0951,0.4902,1.0
VC0152,CDS,NC_002505,Qrr1,sRNA,NC_002505,14,0,0.00149773788059206,0.02156158105131313,2,+,143034,143069,1089971,1090006,-,36,36,142776,143417,1089964,1090041,0.1429,0.1429,0.1429,0.1429,0.4604,0.9293,0.0031,1.0,0.1809,1.0
aphA,5UTR,NC_002505,VC1539a,3UTR,NC_002505,14,0,1.929389647909425e-8,1.0033324125559878e-6,2,+,2821422,2821464,1652105,1652127,+,44,22,2821356,2821547,1652105,1652127,0.2857,0.0,0.8571,0.0,0.0,1.0,0.0,0.0853,1.0,1.0
VC2036:VC2038,IGR,NC_002505,Qrr3,sRNA,NC_002506,14,0,4.5843969012362754e-7,1.9634126408095592e-5,2,-,2192845,2192887,772294,772329,+,43,36,2192817,2192961,772283,772365,0.6429,0.0,0.8571,0.0,0.9794,0.6649,0.9154,0.995,0.2336,1.0
VCA0565,CDS,NC_002506,Qrr3,sRNA,NC_002506,14,0,3.232394871739966e-6,0.00011662311508525503,2,+,504311,504351,772302,772336,+,41,35,504064,504467,772276,772366,0.4286,0.0,1.5,0.0,0.7318,0.4072,0.5404,0.8092,0.1682,1.0
23Sf:tRNA-Ala-1,IGR,NC_002505,tRNA-Glu-4:23Se,IGR,NC_002505,14,12,6.873118320819878e-10,4.248050952337415e-8,2,-,2679566,2679592,764596,764625,+,27,30,2679485,2679659,764527,764675,0.2143,0.0714,0.2143,0.0714,0.3234,0.5952,0.0,0.6084,0.2517,0.7692
VC1444,CDS,NC_002505,VC1445,CDS,NC_002505,14,1,4.607671661007772e-37,1.0015931052858031e-34,2,+,1540871,1540912,1542306,1542339,+,42,34,1540281,1541298,1541494,1543260,0.2857,0.1429,0.2857,0.1429,0.5536,0.4972,0.0353,0.871,0.0244,1.0
nusG,3UTR,NC_002505,TarB,sRNA,NC_002505,14,0,1.1403050483014454e-7,5.344213337572655e-6,2,+,337651,337694,911234,911269,-,43,36,337122,337742,911232,911275,0.3571,0.0714,0.6429,0.0714,1.0,0.9844,0.0,1.0,0.5172,1.0
VCA0973,3UTR,NC_002506,TfoR,sRNA,NC_002505,14,1,6.496185061211169e-8,3.163985173630476e-6,2,+,920039,920073,2236663,2236703,+,35,41,920038,920083,2236627,2236709,0.1429,0.0,0.1429,0.0,1.0,0.6544,1.0,1.0,0.3769,1.0
VC1640,CDS,NC_002505,VC2026,CDS,NC_002505,14,0,5.970615933852411e-38,1.32423812520364e-35,2,+,1766648,1766686,2178882,2178931,-,39,51,1766462,1766792,2178548,2179038,0.2857,0.2143,0.4286,0.3571,0.8119,0.3311,0.0072,1.0,0.0324,0.9676
lpxD,CDS,NC_002505,VcdRP,sRNA,NC_002505,14,2,0.00039028996575877096,0.0074631390137590925,2,-,2404723,2404756,2433388,2433438,-,34,50,2404609,2404810,2433387,2433473,0.3571,0.0,0.6429,0.0,0.8097,0.8344,0.727,0.9175,0.718,1.0
VCA0135:VCA0140,IGR,NC_002506,VqmR,sRNA,NC_002506,14,1,0.004770848853014433,0.04833720790670489,2,+,152872,152977,1031528,1031567,+,106,40,151100,153578,1031477,1031590,0.2143,0.0714,0.2857,0.0714,0.8056,0.5995,0.2386,0.987,0.26,1.0
oppD,CDS,NC_002505,VC1095,CDS,NC_002505,14,2,4.046686187766621e-32,7.704551249457454e-30,2,+,1162667,1162705,1164005,1164038,+,39,34,1162289,1163249,1163496,1164280,0.2857,0.1429,0.3571,0.1429,0.4061,0.7358,0.0,0.9651,0.2317,1.0
VC0470,CDS,NC_002505,VC0469,CDS,NC_002505,14,0,1.4848503167698256e-13,1.2200038815048238e-11,2,-,499331,499370,498206,498237,-,40,32,499038,499442,497909,498387,0.1429,0.1429,0.2143,0.4286,0.1449,0.4951,0.0,0.5669,0.29,0.9439
VCA0349,CDS,NC_002506,Vcr043,sRNA,NC_002505,14,0,0.0005684864976808183,0.010127705076720431,2,-,343684,343723,1114663,1114697,+,40,35,343550,343777,1114606,1114749,0.4286,0.0,0.6429,0.0,0.4137,0.6734,0.088,0.8873,0.1006,1.0
cobT,CDS,NC_002505,VqmR,sRNA,NC_002506,14,0,0.0009570052688710921,0.01527947635696009,2,+,1312178,1312361,1031544,1031578,+,184,36,1311677,1312511,1031522,1031588,0.2857,0.0,0.9286,0.0,0.8203,0.7043,0.2038,0.9558,0.56,1.0
VC0402,CDS,NC_002505,Vcr214,sRNA,NC_002505,14,0,8.72256205796746e-7,3.546114756755894e-5,2,+,428876,428915,2376070,2376108,+,40,39,427809,429176,2376022,2376143,0.2143,0.0714,0.3571,0.0714,0.7195,0.3728,0.0608,0.8749,0.0,1.0
tRNA-Glu-1:23Sb,IGR,NC_002505,23Sb:5Sb,IGR,NC_002505,14,0,0.00042558133708537536,0.008001399561594314,2,+,152839,152879,155950,155985,+,41,36,152797,152936,155936,156002,0.2143,0.5714,0.2857,0.5714,0.49,0.2942,0.2028,0.6888,0.1811,0.7008
VC0942,CDS,NC_002505,Vcr214,sRNA,NC_002505,14,0,3.869742426595833e-20,4.679726325001074e-18,2,-,1008348,1008392,2376087,2376122,+,45,36,1008284,1008547,2376042,2376143,0.5,0.0,0.5,0.0,0.8458,0.8233,0.2833,1.0,0.1228,1.0
VC1853,CDS,NC_002505,Vcr064,sRNA,NC_002505,14,1,1.2730875763480365e-6,5.011553058098522e-5,2,-,1992440,1992475,1595733,1595768,-,36,36,1992236,1992642,1595728,1595779,0.2857,0.4286,0.2857,0.4286,0.2497,0.4749,0.0,0.5519,0.3243,1.0
VC2646,3UTR,NC_002505,RyhB,sRNA,NC_002505,14,0,1.1778488667088177e-9,7.092464335611668e-8,2,+,2821291,2821333,102556,102587,+,43,32,2821234,2821340,102481,102672,0.7143,0.0714,0.7857,0.0714,1.0,0.4592,1.0,1.0,0.1152,0.9954
VCA0996,CDS,NC_002506,VqmR,sRNA,NC_002506,14,1,0.00041945122958410703,0.00790600825527612,2,+,951352,951386,1031528,1031574,+,35,47,949833,951515,1031475,1031588,0.4286,0.0,0.5714,0.0,0.9295,0.5971,0.0941,0.9989,0.2467,1.0
VCA0457,CDS,NC_002506,VCA0543,3UTR,NC_002506,14,10,1.351571420752765e-15,1.2831698558815403e-13,2,+,407821,407845,479949,479974,+,25,26,407810,407852,479946,479985,0.2857,0.0,0.2857,0.0,0.1087,1.0,0.0521,0.1205,1.0,1.0
Vcr069:VC1803,IGR,NC_002505,Vcr001,sRNA,NC_002505,14,0,0.0008384966934401211,0.013760903892880708,2,+,1944178,1944222,21903,21938,+,45,36,1944177,1944226,21898,21940,0.6429,0.0,0.7857,0.0,0.2966,0.05,0.2883,0.2973,0.0,0.975
VC1699,CDS,NC_002505,Qrr2,sRNA,NC_002506,14,0,1.3991148476136493e-11,9.96681930485114e-10,2,+,1832449,1832476,48519,48554,+,28,36,1832444,1832490,48515,48555,0.1429,0.0,0.1429,0.0,0.2523,0.784,0.1338,0.3048,0.759,1.0
VC0036:VC0037,IGR,NC_002505,Vcr043,sRNA,NC_002505,14,0,0.0008571366607814077,0.014008598335003404,2,-,35865,35906,1114663,1114695,+,42,32,35821,35931,1114605,1114748,0.2857,0.0714,0.3571,0.0714,0.7836,0.659,0.12,1.0,0.0943,0.9937
infB,CDS,NC_002505,VC2439,3UTR,NC_002505,14,0,0.0001763907941631966,0.0038470670650062634,2,+,685904,685948,2616364,2616399,-,45,36,685846,685978,2616363,2616403,0.5,0.2143,0.9286,0.4286,0.2268,1.0,0.1888,0.2378,1.0,1.0
VC1856,CDS,NC_002505,dinG,CDS,NC_002505,14,0,2.3761440811999637e-22,3.188524857568007e-20,2,+,1996833,1996871,1995238,1995273,+,39,36,1996634,1997129,1994445,1996021,0.3571,0.0714,0.3571,0.0714,0.6251,0.4661,0.3209,0.9564,0.0839,0.8434
VC0268,CDS,NC_002505,VcdRP,sRNA,NC_002505,14,0,1.0783753067282896e-6,4.297373995412871e-5,2,+,274051,274092,2433392,2433426,-,42,36,273840,274155,2433386,2433473,0.2857,0.0,0.5714,0.0,0.9073,0.9841,0.4787,1.0,0.718,1.0
VC1264,CDS,NC_002505,VadR,sRNA,NC_002506,14,0,0.0032311011280239613,0.037183996141259716,2,+,1338320,1338362,3245,3280,+,43,36,1337789,1338761,3230,3285,0.2857,0.0,0.2857,0.0,0.4228,0.5181,0.0,0.7284,0.3373,1.0
Vcr017,sRNA,NC_002505,VCA0703,CDS,NC_002506,14,0,1.079846420446538e-11,7.749362515959037e-10,2,-,350326,350363,643967,644006,+,38,40,350292,350368,643889,644253,0.2143,0.1429,0.2857,0.1429,0.4449,0.1803,0.0,0.8152,0.0102,0.5385
gyrB,CDS,NC_002505,recF,CDS,NC_002505,14,0,5.645700328243529e-13,4.478551807629089e-11,2,+,12137,12178,10501,10533,+,42,32,11619,12762,9991,11040,0.4286,0.0714,1.3571,0.0714,0.445,0.4678,0.2135,0.6864,0.0,0.9615
VCA0015,CDS,NC_002506,VCA0013,CDS,NC_002506,14,0,8.365770443604797e-12,6.049018663868933e-10,2,+,18046,18160,13353,13385,+,114,32,17096,19361,12243,14563,0.2857,0.0,0.2857,0.0,0.4401,0.4412,0.0,0.9886,0.0,0.9344
VCA0623,CDS,NC_002506,RyhB,sRNA,NC_002505,14,0,8.000541505043932e-7,3.274434125322957e-5,2,+,557742,557784,102604,102642,+,44,39,556875,558042,102453,102672,0.5,0.0714,1.6429,0.0714,0.7025,0.6824,0.0,0.9737,0.0,0.9954
VCA0015,CDS,NC_002506,VCA0017,5UTR,NC_002506,14,1,4.528629735550704e-36,9.55854703497941e-34,2,+,17251,17289,19588,19623,+,40,35,17113,18327,19567,19658,0.2143,0.2143,0.5,0.3571,0.0427,0.0,0.0,0.5164,0.0,0.0
VC1290,CDS,NC_002505,Qrr1,sRNA,NC_002505,14,0,1.9351753618409102e-9,1.1413961467113769e-7,2,-,1368843,1368876,1089967,1090006,-,33,40,1368809,1368995,1089963,1090051,0.2857,0.1429,0.3571,0.1429,0.705,0.557,0.4915,0.7535,0.0745,1.0
VC1957,CDS,NC_002505,VC1956,CDS,NC_002505,14,0,2.189399842456634e-22,2.943967281999812e-20,2,-,2110757,2110793,2109630,2109673,-,37,44,2110666,2110935,2109596,2109820,0.5,0.0714,0.5714,0.0714,0.6141,0.9682,0.0357,0.9091,0.8167,1.0
VCA0763:VCA0768,IGR,NC_002506,VCA0768,CDS,NC_002506,14,8,2.3534863679061103e-23,3.2843109150251615e-21,2,-,710167,710294,711809,711843,-,128,35,709528,711191,711334,712751,0.2857,0.0714,0.2857,0.2143,0.3939,0.69,0.0506,0.6081,0.0,1.0
23Se:5Se,IGR,NC_002505,tRNA-Glu-1:23Sb,IGR,NC_002505,14,10,9.196205173413244e-8,4.385265600779801e-6,2,+,767656,767681,152876,152905,+,26,30,767642,767716,152800,152936,0.3571,0.1429,0.4286,0.1429,0.4235,0.4793,0.1111,0.6984,0.2133,0.6888
VCA0729,CDS,NC_002506,Qrr3,sRNA,NC_002506,14,0,3.66233810581537e-12,2.721423706164427e-10,2,-,674984,675022,772304,772339,+,40,36,674905,675098,772268,772365,0.2143,0.0,0.3571,0.0,0.6106,0.7583,0.427,0.7368,0.0935,1.0
rplO,CDS,NC_002505,rplR,CDS,NC_002505,14,0,1.5007760571884657e-23,2.1134880542568554e-21,2,-,2755686,2755726,2756909,2756941,-,41,33,2755612,2755948,2756733,2757128,0.4286,0.1429,0.5714,0.1429,0.8297,0.4668,0.2258,1.0,0.0,1.0
VCA0536,CDS,NC_002506,Vcr227,sRNA,NC_002506,14,0,0.0002837533424339126,0.005750522186236887,2,-,473907,473947,479987,480021,+,41,36,473199,474070,479980,480023,0.5,0.2143,0.7857,0.2857,0.1514,0.9736,0.0,0.9688,0.3385,1.0
VC1492,CDS,NC_002505,pepN,CDS,NC_002505,14,0,1.1541109397036955e-9,6.960726622453763e-8,2,-,1601015,1601052,1603830,1603864,-,37,35,1599458,1602454,1603013,1604689,0.2857,0.0714,0.2857,0.0714,0.2906,0.6228,0.0,0.6123,0.3062,0.9493
VC0103:Vcr005,IGR,NC_002505,Qrr3,sRNA,NC_002506,14,0,2.0623765188537046e-9,1.2123265669187227e-7,2,-,103535,103568,772321,772359,+,34,39,102541,106092,772285,772366,0.5,0.0714,0.5714,0.0714,0.5021,0.9426,0.0218,0.6889,0.2523,1.0
VC0059,CDS,NC_002505,VC2753,3UTR,NC_002505,14,3,3.698046771606125e-17,3.857647460032631e-15,2,+,53590,53623,2939088,2939121,-,34,34,53466,53836,2938975,2939314,0.2143,0.0714,0.2143,0.0714,0.9026,1.0,0.0,1.0,0.0,1.0
VC0150,CDS,NC_002505,TarB,sRNA,NC_002505,14,0,7.033396102883861e-10,4.3379012832613374e-8,2,+,140763,140797,911236,911270,-,35,35,140424,140865,911232,911282,0.2857,0.0714,0.3571,0.0714,0.9218,0.9614,0.4884,1.0,0.4368,1.0
VC0678,CDS,NC_002505,QrrA,sRNA,NC_002506,14,1,2.7207277616618764e-12,2.0466951973188598e-10,2,+,725268,725309,776895,776929,-,42,35,725246,725417,776887,776961,0.2857,0.1429,0.2857,0.1429,0.5064,0.5039,0.3129,0.8374,0.0483,0.5586
VC0746,CDS,NC_002505,Qrr1,sRNA,NC_002505,14,0,3.345215803805828e-8,1.6886409558710487e-6,2,+,800455,800500,1089967,1090001,-,46,35,800363,800544,1089964,1090028,0.2143,0.0,0.2143,0.0,0.9485,0.9658,0.7616,1.0,0.3191,1.0
VC2271,CDS,NC_002505,VC2269,CDS,NC_002505,14,0,1.7991480742388203e-19,2.1218525399454924e-17,2,-,2425815,2425862,2424021,2424053,-,48,33,2425435,2426389,2423604,2424483,0.7143,0.2143,2.2857,0.2143,0.5523,0.5135,0.0317,0.8966,0.1253,0.9179
VC2049,CDS,NC_002505,TarB,sRNA,NC_002505,14,0,0.0004421829163779223,0.008250752711731289,2,-,2206295,2206335,911237,911272,-,41,36,2206269,2206434,911232,911305,0.4286,0.0714,0.5,0.0714,0.9802,0.5509,0.8657,1.0,0.1724,1.0
VCA0514:VCA0519,IGR,NC_002506,FarS,sRNA,NC_002505,14,1,9.115890348666489e-6,0.00029858559087891137,2,+,445484,445519,2266022,2266061,-,36,40,445236,445930,2266015,2266102,0.3571,0.0,0.3571,0.0,0.0876,0.956,0.0204,0.1851,0.2735,1.0
VC0177,CDS,NC_002505,Vcr043,sRNA,NC_002505,14,0,0.00022970338270737403,0.004812270251637322,2,+,178136,178178,1114701,1114736,+,43,36,178025,178640,1114651,1114748,0.5,0.0,0.7143,0.0,0.5633,0.6972,0.2913,1.0,0.3836,0.9937
VC0258:VC0262,IGR,NC_002505,VC0262,CDS,NC_002505,14,0,1.5715359655465899e-16,1.5850728386883987e-14,2,+,266057,266190,267794,267828,+,133,35,265037,267002,267389,268124,0.1429,0.2143,0.2143,0.2143,0.6049,0.4137,0.1994,0.8906,0.0,0.7539
tRNA-Glu-4:23Se,IGR,NC_002505,23Sb:5Sb,IGR,NC_002505,14,1,0.0004240944622990439,0.00797974507371774,2,+,764597,764636,155947,155982,+,40,36,764514,764702,155920,156002,0.5,0.7857,0.5,1.2143,0.6334,0.2705,0.2063,0.8636,0.0551,0.7008
VC1087,CDS,NC_002505,VadR,sRNA,NC_002506,14,0,0.00010469424168089468,0.0024736871354111953,2,+,1155365,1155429,3249,3280,+,65,32,1154305,1155787,3205,3285,0.5,0.1429,0.9286,0.2143,0.8762,0.5697,0.0395,1.0,0.0361,1.0
VCA0953,CDS,NC_002506,Vcr001,sRNA,NC_002505,14,0,0.00020599511861268613,0.004382532763486937,2,-,902836,902878,21904,21938,+,43,36,902829,902887,21899,21940,0.6429,0.2143,0.9286,0.2143,0.4314,0.9357,0.2482,0.4568,0.0,0.975
VC2022,CDS,NC_002505,acpP,CDS,NC_002505,14,0,1.695487298187466e-15,1.6003994826138027e-13,2,-,2175615,2175656,2174237,2174283,-,41,47,2175312,2176214,2174075,2174434,0.4286,0.0,2.5,0.0,0.7087,0.2582,0.0704,1.0,0.0,1.0
VC0227,CDS,NC_002505,VqmR,sRNA,NC_002506,14,0,4.689527468687811e-6,0.00016378143420875722,2,+,232639,232666,1031499,1031577,+,28,79,232104,232721,1031474,1031588,0.0714,0.0,0.1429,0.0,0.948,0.409,0.204,1.0,0.24,1.0
VC1168,CDS,NC_002505,GcvB,sRNA,NC_002505,14,0,1.4106459788227566e-6,5.504251091239332e-5,2,-,1241761,1241800,954732,954767,-,40,36,1240923,1241993,954718,954839,0.2857,0.0714,0.3571,0.0714,0.1359,0.7598,0.0,0.8033,0.4069,1.0
16Sa:tRNA-Ala-5,IGR,NC_002505,16Sg:5Sh,IGR,NC_002505,14,1,2.836748964270537e-23,3.94819082600495e-21,2,+,55357,55389,2933383,2933415,-,33,33,55336,55405,2933291,2933451,0.6429,0.0714,0.8571,0.0714,0.5,0.7188,0.0,0.7581,0.5315,0.9699
VC0319:tRNA-Thr-2,IGR,NC_002505,VC0319,CDS,NC_002505,14,2,1.0360254389321464e-22,1.404624199780381e-20,2,+,334537,334575,333225,333258,+,39,34,334183,334759,332680,333646,0.2143,0.0,0.7857,0.0,0.7388,0.5721,0.3172,0.9366,0.0052,1.0
tRNA-Glu-4:23Se,IGR,NC_002505,23Sg:tRNA-Ala-2,IGR,NC_002505,14,12,0.00012038019832639855,0.0027860070691837656,2,+,764546,764572,2931115,2931149,-,27,35,764459,764630,2931039,2931213,0.1429,0.2143,0.1429,0.2143,0.4091,0.709,0.014,0.6119,0.3671,0.9755
