name1,type1,ref1,name2,type2,ref2,nb_ints,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,meanlength1,meanlength2,minleft1,maxright1,minleft2,maxright2,nms1,nms2,meanmiss1,meanmiss2,relmean1,relmean2,relmin1,relmax1,relmin2,relmax2
VC0839,3UTR,NC_002505,VadR,sRNA,NC_002506,69,5.2244783376766E-36,1.10183911621256E-33,2,+,901461,901495,3246,3281,+,35,36,901355,901512,3214,3286,0.2609,0.1304,0.4203,0.1304,1,0.5294,0.8265,1,0.1446,1
VCA0751:VCAt2,IGR,NC_002506,Vcr214,sRNA,NC_002505,69,8.17723504773204E-43,2.01877513355117E-40,2,-,697448,697479,2376080,2376136,+,32,57,697270,699456,2376024,2376143,0.4928,0,0.6957,0,0.7524,0.9433,0.0377,0.8157,0,1
VCA0624,CDS,NC_002506,VC0473,CDS,NC_002505,69,6.8519110599785E-138,4.47573323520596E-135,2,+,558920,558963,502500,502533,+,44,35,558127,559791,501734,503552,0.3333,0.1014,0.4203,0.1014,0.4149,0.4294,0.0054,0.8203,0.0619,0.9343
VC0627,CDS,NC_002505,FarS,sRNA,NC_002505,69,2.48616219840864E-38,5.58505890021066E-36,2,+,666091,666127,2266025,2266062,-,36,38,665793,666229,2266016,2266117,0.4348,0.0725,0.4928,0.1014,0.8208,0.9305,0,1,0.1453,1
VC1256,CDS,NC_002505,TfoR,sRNA,NC_002505,69,2.20533204393505E-10,1.4238552122066E-08,2,-,1328321,1328362,2236662,2236696,+,42,35,1326457,1328807,2236598,2236710,0.3478,0.058,0.4928,0.1014,0.1524,0.9047,0,0.9681,0.1538,1
VC1711:VC1713,IGR,NC_002505,Spot42,sRNA,NC_002505,69,6.9173056638577E-51,1.97374541794542E-48,2,+,1848325,1848362,106144,106178,+,38,35,1848204,1848449,106109,106184,0.3478,0.1739,0.3768,0.2609,0.4314,0.6231,0.0855,0.6228,0.3028,0.9908
VCA1063:VCA1066,IGR,NC_002506,Vcr001,sRNA,NC_002505,69,1.69124300452036E-91,7.95330554533303E-89,2,-,1015627,1015668,21903,21938,+,42,35,1015578,1015715,21897,21940,0.3043,0.087,0.4638,0.087,0.8898,0.9141,0.5397,1,0,0.975
VCA0235,CDS,NC_002506,Spot42,sRNA,NC_002505,69,6.17488405556174E-05,0.0015781350423082,2,+,256467,256508,106136,106174,+,42,38,256180,257475,106077,106184,0.2899,0.1739,0.3333,0.2319,0.2245,0.5527,0,1,0.0092,0.9908
VC0005,CDS,NC_002505,Vcr229,sRNA,NC_002506,69,1.74212090331685E-08,9.10466725961905E-07,2,-,4052,4091,897664,897706,+,40,43,3902,4160,897527,897724,0.2754,0.2319,0.3188,0.7826,0.403,0.8972,0,0.9883,0,0.9899
Spot42,sRNA,NC_002505,VCA0130,CDS,NC_002506,68,0.000463758635118894,0.00857766023046214,2,+,106107,106147,144726,144760,+,41,35,106077,106183,144662,145146,0.2353,0.0882,0.2794,0.1029,0.651,0.037,0.0092,0.9817,0,0.5124
VC1871,3UTR,NC_002505,VC0706,3UTR,NC_002505,68,0.00333201971013487,0.0379601272970424,2,+,2014689,2014725,756222,756256,-,37,35,2014185,2014812,756201,756458,0.2059,0.1324,0.2794,0.1765,1,1,0,1,0.3405,1
VCr019:VCr020,IGR,NC_002505,VCr020:VCt088,IGR,NC_002505,68,5.98184682103622E-76,2.41800464623729E-73,2,-,2928082,2928117,2931131,2931166,-,36,35,2928022,2928133,2931121,2931261,0.3382,0.0882,0.4853,0.0882,0.4769,0.532,0.0714,0.9524,0.1993,0.6888
VC0503:VC0512,IGR,NC_002505,VqmR,sRNA,NC_002506,68,7.49493330813804E-22,9.81600172966877E-20,2,+,538468,538519,1031536,1031574,+,52,39,537063,539537,1031453,1031591,0.8529,0.1029,2.0882,0.2059,0.3812,0.6513,0.0277,0.6283,0.1,1
VC0549,CDS,NC_002505,VrrA,sRNA,NC_002505,68,1.39138478426819E-36,2.98244808704466E-34,2,+,582569,582611,1878785,1878820,+,43,36,582151,582651,1878746,1878824,0.2794,0.0882,0.8088,0.0882,0.9778,0.7267,0,1,0.446,1
VC0165,CDS,NC_002505,FarS,sRNA,NC_002505,68,1.0513938312091E-21,1.36606620022529E-19,2,-,163164,163204,2266026,2266061,-,42,36,162922,163419,2266015,2266103,0.3824,0.1324,0.5882,0.1324,0.4371,0.6266,0.2061,0.6555,0.265,1
VCA0895,3UTR,NC_002506,VC2217,5UTR,NC_002505,68,9.74143256641845E-96,4.82351913449896E-93,2,+,850020,850047,2374159,2374193,-,28,35,850016,850049,2373485,2374228,0.2353,0.1029,0.25,0.1029,1,0,1,1,0,0.2456
VC2130,CDS,NC_002505,TfoR,sRNA,NC_002505,68,8.71983683630048E-06,0.000286508768363025,2,-,2283977,2284016,2236653,2236692,+,40,39,2283611,2284617,2236588,2236709,0.4706,0.0882,0.6471,0.1029,0.4938,0.8765,0.0083,0.771,0.0769,1
VC0406,CDS,NC_002505,VC0405,CDS,NC_002505,68,1.19124378239102E-91,5.62217698429111E-89,2,+,433823,433872,432126,432160,+,49,34,433089,434336,431392,433093,0.1765,0.0735,0.1912,0.0735,0.6228,0.4357,0,1,0.0104,0.9954
VC2377,CDS,NC_002505,VadR,sRNA,NC_002506,68,1.24807424292839E-15,1.1887884471634E-13,2,+,2542153,2542195,3245,3281,+,43,37,2542110,2542987,3212,3286,0.3382,0.0882,0.5735,0.1176,0.0429,0.5204,0,0.6028,0.1205,1
VC0493,CDS,NC_002505,Vcr227,sRNA,NC_002506,68,4.86862300149767E-14,4.14453202191517E-12,2,-,527817,527851,479983,480018,+,35,36,526891,528025,479951,480023,0.2059,0.0147,0.3382,0.0147,0.1177,0.9231,0,1,0,1
VC1406,CDS,NC_002505,TfoR,sRNA,NC_002505,68,1.10197521509045E-37,2.43174458226745E-35,2,+,1498193,1498230,2236660,2236701,+,38,41,1498118,1498828,2236592,2236710,0.4412,0.0588,0.5882,0.0588,0.0471,0.6343,0,0.5015,0.1077,1
VC1011,CDS,NC_002505,VC1013,CDS,NC_002505,68,1.24861919366204E-115,7.21985796314029E-113,2,-,1080770,1080807,1082216,1082248,-,38,34,1080434,1081033,1081797,1082366,0.2647,0.0882,0.4118,0.0882,0.3577,0.1601,0,0.8814,0,0.8776
VC0681,CDS,NC_002505,TfoR,sRNA,NC_002505,68,4.70880348885575E-16,4.61951258224872E-14,2,+,727896,727937,2236661,2236696,+,42,36,727700,728497,2236604,2236709,0.2206,0.0735,0.7059,0.1618,0.2569,0.6395,0.0124,0.8357,0.2,1
VC1098,5UTR,NC_002505,TfoR,sRNA,NC_002505,67,7.34136661646452E-07,3.02497333241602E-05,2,-,1169084,1169116,2236649,2236691,+,33,43,1168248,1169177,2236607,2236709,0.3284,0.0299,0.4776,0.0448,0,0.8676,0,0.5811,0.2231,1
VC2772,CDS,NC_002505,Qrr2,sRNA,NC_002506,67,3.9754698770804E-06,0.000140662252221101,2,-,2957469,2957519,48507,48541,+,51,35,2957055,2957726,48459,48555,0.3881,0.0896,0.5373,0.0896,0.2667,0.9127,0,0.7367,0.4217,1
VC1158,CDS,NC_002505,MicV,sRNA,NC_002505,67,2.72605785755545E-30,4.90759736793472E-28,2,+,1229126,1229168,2812104,2812138,-,43,35,1229075,1229832,2812094,2812163,0.2985,0.0149,0.3582,0.0149,0.0625,0.8724,0,0.5874,0,1
VC0704,CDS,NC_002505,TfoR,sRNA,NC_002505,67,4.30008187662748E-35,8.91100115916275E-33,2,-,754611,754653,2236666,2236700,+,43,35,753775,754722,2236606,2236709,0.4627,0.0746,0.8209,0.0746,0.0684,0.9382,0,0.8434,0.2154,1
VCr014:VCr015,IGR,NC_002505,VCr020:VCt088,IGR,NC_002505,67,6.36575761896856E-76,2.56922566015372E-73,2,+,767652,767688,2931129,2931161,-,37,33,767642,767717,2931120,2931254,0.3433,0.0746,0.3881,0.0746,0.4776,0.6597,0.1111,0.7063,0.2238,0.6923
VC0247,CDS,NC_002505,VC0245,CDS,NC_002505,67,5.40639553829469E-45,1.39329829470563E-42,2,+,254063,254107,252199,252233,+,45,35,253698,254475,251573,252903,0.2836,0.0746,0.3284,0.1493,0.5599,0.4631,0.0577,1,0.0129,0.9691
VC2657,CDS,NC_002505,Qrr2,sRNA,NC_002506,67,1.38163280541151E-20,1.70547008553759E-18,2,+,2828676,2828715,48511,48546,+,40,36,2828579,2829328,48459,48555,0.3134,0.0149,0.3582,0.0149,0.2048,0.7347,0.0251,1,0.4217,1
VCA0827,3UTR,NC_002506,Qrr4,sRNA,NC_002506,67,7.61498029933515E-97,3.82115918518573E-94,2,-,772318,772350,908211,908253,-,33,43,772263,772534,908200,908278,0.2239,0.0746,0.3433,0.0746,1,0.5055,0.6991,1,0.2667,1
VCA0628,CDS,NC_002506,GcvB,sRNA,NC_002505,67,1.53750691731186E-16,1.55075067154377E-14,2,+,565272,565317,954732,954766,-,47,35,564233,565991,954716,954831,0.2985,0.1493,0.4478,0.1642,0.7012,0.9312,0.2024,1,0.4461,1
VC1558,CDS,NC_002505,Vcr001,sRNA,NC_002505,67,7.91753997823462E-07,3.24451919474162E-05,2,-,1670429,1670465,21904,21939,+,37,36,1669251,1670678,21897,21941,0.2836,0.0597,0.3582,0.0597,0.1389,0.944,0,0.9589,0,1
VC0415,CDS,NC_002505,VqmR,sRNA,NC_002506,67,1.14419467248502E-10,7.5645360910325E-09,2,+,442214,442266,1031528,1031569,+,52,42,442110,443237,1031444,1031589,0.4328,0.1642,0.5373,0.194,0.106,0.6003,0,1,0.04,1
VC0897:VC0903,IGR,NC_002505,TfoR,sRNA,NC_002505,67,1.31185577922815E-27,2.14362799278654E-25,2,+,960628,960665,2236658,2236699,+,37,42,956801,962047,2236608,2236710,0.2687,0.1194,0.3731,0.1194,0.5951,0.6154,0.0304,0.7971,0.2308,1
VCA0953,3UTR,NC_002506,VadR,sRNA,NC_002506,66,5.13266616581908E-12,3.77756442111872E-10,2,-,902612,902653,3259,3283,+,43,26,902522,902928,3214,3285,0.3636,0.0758,0.4848,0.0758,1,0.9801,0.1007,1,0.1446,1
VCA0025,CDS,NC_002506,Vcr001,sRNA,NC_002505,66,1.39115449389118E-30,2.52176356170501E-28,2,+,30641,30673,21903,21938,+,34,36,30469,31702,21897,21940,0.1212,0.0758,0.1212,0.0758,0.1365,0.0621,0,0.8775,0,0.975
VC0530,CDS,NC_002505,Vcr017,sRNA,NC_002505,66,2.73059624363489E-24,3.93423645912537E-22,2,+,561512,561548,350283,350318,-,36,36,561495,562292,350275,350364,0.1515,0.0455,0.197,0.0758,0.2606,0.9152,0.212,0.9465,0.0326,1
VC0246,CDS,NC_002505,VC0245,CDS,NC_002505,66,1.67275883763257E-56,5.14873597712058E-54,2,+,253340,253379,251929,251978,+,40,49,253017,253666,251550,252507,0.303,0.0909,0.3485,0.1364,0.5805,0.2692,0.1247,0.9421,0,0.6844
VCA0712:VCA0717,IGR,NC_002506,VqmR,sRNA,NC_002506,66,5.08319379190784E-75,2.02352056576134E-72,2,-,658785,658827,1031542,1031579,+,43,37,658767,658838,1031497,1031589,0.4394,0.1061,0.6061,0.1515,0.5814,0.9371,0.546,0.5933,0.3933,1
VC2647,5UTR,NC_002505,VC0715:VC0719,IGR,NC_002505,66,6.03695885887037E-11,4.09982601144913E-09,2,+,2821427,2821464,771697,771733,+,38,36,2821314,2821514,771634,771821,0.2576,0.0455,0.2879,0.0455,0,0.8162,0,0.0241,0.7942,0.8592
VC0768,CDS,NC_002505,VC0767,CDS,NC_002505,66,1.24533993875083E-120,7.29755274131044E-118,2,+,822218,822259,820572,820608,+,43,37,821529,823156,820009,821318,0.3182,0.0758,0.5758,0.0758,0.4323,0.381,0,1,0,0.889
VC0583,CDS,NC_002505,Qrr4,sRNA,NC_002506,66,3.92668976277286E-14,3.36125926925305E-12,2,-,613152,613192,908235,908269,-,41,35,612492,613252,908201,908305,0.2424,0.1212,0.2727,0.1667,0.0394,0.3502,0,1,0.0095,1
VCA0567,CDS,NC_002506,Vcr043,sRNA,NC_002505,66,0.00137124210634741,0.0201514274916023,2,+,505595,505627,1114672,1114720,+,33,49,505515,506271,1114603,1114749,0.3939,0.0303,0.4091,0.0606,0.2766,0.5169,0.1506,1,0.0818,1
VC0545,CDS,NC_002505,Vcr017,sRNA,NC_002505,66,6.42615694980115E-13,5.06544770677118E-11,2,+,576539,576594,350279,350315,-,57,37,576494,577643,350274,350352,0.2273,0.0455,0.2727,0.1212,0.0273,0.9541,0,0.4334,0.163,1
Vcr017,sRNA,NC_002505,VC0440,CDS,NC_002505,66,8.49480474543817E-23,1.15770222195933E-20,2,-,350328,350363,469868,469902,+,36,36,350282,350369,469784,470260,0.2879,0.0606,0.3182,0.0606,0.4229,0.1959,0,0.9239,0,0.9155
VC0362,CDS,NC_002505,Vcr064,sRNA,NC_002505,66,7.44206759312262E-18,8.09868242268284E-16,2,+,381764,381805,1595733,1595766,-,41,35,381698,382926,1595728,1595789,0.303,0.1212,0.4091,0.1212,0.0376,0.9505,0,0.9848,0.1892,1
VC0498:VC0503,IGR,NC_002505,VadR,sRNA,NC_002506,66,2.4114399808853E-33,4.74921319002371E-31,2,+,534244,534284,3241,3278,+,41,38,534134,535104,3210,3286,0.4091,0.1212,0.5909,0.2424,0.7672,0.4715,0.7276,0.9834,0.0964,1
VCA0519,CDS,NC_002506,Qrr1,sRNA,NC_002505,66,1.33694263022839E-27,2.18325898836742E-25,2,+,450227,450263,1089971,1090008,-,37,38,449363,450429,1089963,1090061,0.3788,0.1061,0.4697,0.2273,0.8593,0.927,0,1,0,1
VC1084,CDS,NC_002505,Spot42,sRNA,NC_002505,66,6.04964390840279E-17,6.23377488762904E-15,2,+,1150408,1150445,106137,106180,+,38,44,1150024,1150587,106084,106184,0.2424,0.2879,0.6061,0.3333,0.3449,0.5566,0.0258,0.4526,0.0734,0.9908
VC0265,CDS,NC_002505,VadR,sRNA,NC_002506,66,1.03595977163254E-10,6.88022806039839E-09,2,-,271075,271118,3244,3278,+,44,36,271028,271832,3211,3286,0.3182,0.1212,0.5606,0.3485,0.6948,0.9189,0.0832,0.7326,0.1084,1
Vcr200,sRNA,NC_002505,TfoR,sRNA,NC_002505,66,1.09195521677612E-16,1.10990870631233E-14,2,+,218190,218230,2236663,2236700,+,41,38,218078,218340,2236592,2236709,0.3636,0.0909,0.4091,0.1515,0.5993,0.6541,0.0227,1,0.1077,1
VC0784,CDS,NC_002505,TfoR,sRNA,NC_002505,66,1.09195521677612E-16,1.10990870631233E-14,2,-,841689,841731,2236667,2236702,+,43,37,840470,841832,2236608,2236709,0.2121,0.0455,0.4242,0.0606,0.1936,0.9548,0.1013,0.98,0.2308,1
VC0432,CDS,NC_002505,VadR,sRNA,NC_002506,66,1.8169393869893E-06,6.93260964617356E-05,2,+,462760,462817,3246,3280,+,58,35,462173,463153,3226,3286,0.3333,0.1515,0.5606,0.3333,0.6137,0.5292,0,0.9733,0.2892,1
VC1766,CDS,NC_002505,VqmR,sRNA,NC_002506,66,5.10438961804297E-30,9.08924883331966E-28,2,-,1909014,1909053,1031546,1031581,+,40,37,1908891,1909806,1031501,1031589,0.3182,0.1515,0.4242,0.1818,0.9356,0.9567,0.5379,0.9975,0.42,1
VCA0014,CDS,NC_002506,VCA0013,CDS,NC_002506,66,7.28225812021567E-72,2.78873222987563E-69,2,+,15689,15747,13585,13624,+,59,40,14760,16892,12318,14714,0.2727,0.0758,0.5152,0.0909,0.4297,0.5356,0,0.955,0.0192,0.9959
FarS,sRNA,NC_002505,VCA0772,CDS,NC_002506,65,7.89232609128237E-06,0.00026184828617761,2,-,2266085,2266128,714808,714840,+,43,32,2266017,2266135,713820,715144,0.7077,0.1077,0.9692,0.1077,0.4149,0.8184,0,1,0,1
VC1741,CDS,NC_002505,FarS,sRNA,NC_002505,65,3.28980201059232E-37,7.18699640741052E-35,2,-,1877893,1877931,2266024,2266062,-,39,39,1877806,1878592,2266016,2266120,0.2308,0.1077,0.3692,0.1077,0.9432,0.6154,0,1,0.1197,1
VC1656:VC1662,IGR,NC_002505,Vcr043,sRNA,NC_002505,65,1.33787470832074E-14,1.18873435370899E-12,2,-,1793318,1793358,1114676,1114715,+,41,41,1789364,1794045,1114607,1114749,0.4923,0.0462,0.7692,0.0462,0.2076,0.787,0.0643,0.9876,0.1069,1
VC0583,5UTR,NC_002505,Qrr2,sRNA,NC_002506,65,0.000715570400704208,0.0121876821671928,2,-,613188,613229,48490,48523,+,42,34,612891,613255,48458,48555,0.3846,0.0462,0.4615,0.0462,0,0.8082,0,0.4672,0.4157,1
VC0004,CDS,NC_002505,FarS,sRNA,NC_002505,65,8.08654050784383E-07,3.30625470893994E-05,2,-,2702,2742,2266021,2266059,-,42,39,2292,3785,2266016,2266104,0.3231,0.1538,0.4154,0.1692,0.7348,0.6375,0.0683,0.9871,0.2564,1
VC2347,CDS,NC_002505,Qrr1,sRNA,NC_002505,65,1.40518716521674E-22,1.90020914039946E-20,2,-,2503896,2503960,1089974,1090008,-,65,35,2503603,2504260,1089964,1090059,0.3538,0.0769,0.4,0.0769,0.5791,0.5319,0.0772,0.9834,0,1
VC2063,CDS,NC_002505,VC2065,CDS,NC_002505,65,2.40162456815296E-68,8.8477402884428E-66,2,-,2219131,2219169,2220912,2220944,-,40,33,2217622,2220004,2220727,2221187,0.3538,0.1231,0.4769,0.3846,0.3612,0.5484,0,1,0,1
VC0574,CDS,NC_002505,TfoR,sRNA,NC_002505,65,7.70105553275543E-07,3.16372550671794E-05,2,+,605065,605100,2236663,2236703,+,35,41,604901,606086,2236608,2236709,0.3385,0.0308,0.4154,0.0308,0.2274,0.651,0.0704,1,0.2308,1
VC0190,CDS,NC_002505,MicV,sRNA,NC_002505,65,1.15914856489008E-22,1.56911575008586E-20,2,+,194483,194554,2812100,2812136,-,72,37,194230,195947,2812093,2812162,0.2462,0.0769,0.2462,0.0923,0.1566,0.9284,0.0074,0.7982,0,1
FarS,sRNA,NC_002505,VC1128:VC1130,IGR,NC_002505,65,1.5324226626838E-08,8.07804779624487E-07,2,-,2266095,2266128,1196697,1196738,-,34,41,2266017,2266136,1196567,1196918,0.3385,0.0462,0.3846,0.0462,0.3349,0.8793,0,1,0.7448,1
VC1912,CDS,NC_002505,Qrr2,sRNA,NC_002506,65,5.87767270932593E-07,2.46806661824737E-05,2,-,2061959,2061994,48505,48540,+,36,36,2061702,2062415,48456,48555,0.2462,0.0923,0.3077,0.1077,0.7325,0.9095,0.3422,0.9521,0.4036,1
VCA0893,3UTR,NC_002506,TfoR,sRNA,NC_002505,65,5.83596308333084E-14,4.94070672966525E-12,2,-,845535,845575,2236663,2236700,+,40,39,845502,845839,2236608,2236709,0.2769,0.0154,0.5385,0.0154,1,0.9414,0.2663,1,0.2308,1
VC1817:VC1822,IGR,NC_002505,TfoR,sRNA,NC_002505,65,0.000372837472043705,0.00720471626076812,2,-,1962425,1962471,2236660,2236696,+,47,38,1961400,1962770,2236607,2236709,0.2769,0.0923,0.2923,0.1077,0.0988,0.9111,0.002,0.3866,0.2231,1
VC0235,CDS,NC_002505,Vcr229,sRNA,NC_002506,65,1.56382271584638E-06,6.0371854196117E-05,2,-,239950,239985,897636,897682,+,36,47,239408,240252,897526,897726,0.2615,0.0923,0.4154,0.3385,0.4314,0.7768,0.1439,0.9485,0,1
Vcr017,sRNA,NC_002505,VC0553,3UTR,NC_002505,65,9.50316011143388E-26,1.45314025108503E-23,2,-,350319,350357,587076,587109,+,39,34,350292,350368,586998,587127,0.3231,0.2308,0.4154,0.2462,0.5184,1,0,0.8152,0.7636,1
VC2753,3UTR,NC_002505,VadR,sRNA,NC_002506,64,0.00017366179652022,0.00380147501212744,2,-,2939111,2939151,3244,3278,+,40,35,2939014,2939339,3203,3286,0.3438,0.0781,0.4531,0.0781,1,0.9155,0,1,0.012,1
VC0346,CDS,NC_002505,Vcr017,sRNA,NC_002505,64,1.14766003308486E-15,1.0967334041815E-13,2,+,369274,369317,350279,350314,-,44,36,369073,370071,350273,350361,0.1875,0.0938,0.4063,0.125,0.3029,0.9601,0.0454,1,0.0652,1
VC0577,CDS,NC_002505,MicV,sRNA,NC_002505,64,2.68058768170206E-20,3.26883191611729E-18,2,+,607689,607726,2812106,2812141,-,38,36,607544,607952,2812095,2812163,0.3125,0.0781,0.5156,0.0938,0.378,0.8314,0,0.8529,0,1
GcvB,sRNA,NC_002505,VC0162,CDS,NC_002505,64,4.16257623534526E-07,1.7941957073517E-05,2,-,954832,954868,158822,158860,+,37,40,954750,954924,157427,158967,0.3125,0.0938,0.4375,0.0938,0.44,0.9565,0,0.8431,0,1
VC2656,CDS,NC_002505,VC2658,CDS,NC_002505,64,2.94994605953662E-92,1.41261429798326E-89,2,+,2827527,2827569,2829516,2829553,+,43,39,2826641,2828496,2829304,2829712,0.375,0.0938,0.5,0.0938,0.452,0.5085,0,0.9646,0,1
VC1373,CDS,NC_002505,TfoR,sRNA,NC_002505,64,4.99898230350898E-15,4.56561515911518E-13,2,-,1463799,1463838,2236665,2236701,+,40,38,1463290,1464878,2236597,2236710,0.4063,0.0156,0.4531,0.0156,0.8876,0.9494,0.5084,1,0.1462,1
VC0610,CDS,NC_002505,TfoR,sRNA,NC_002505,64,1.90109122862378E-19,2.23905635410084E-17,2,+,641907,641943,2236659,2236700,+,38,42,641700,642413,2236592,2236710,0.375,0.0781,0.6406,0.0781,0.2827,0.6197,0.0466,0.7381,0.1077,1
VC1757,CDS,NC_002505,FarS,sRNA,NC_002505,64,3.17753823951458E-10,2.02411195000907E-08,2,+,1895308,1895343,2266025,2266065,-,36,41,1892998,1895728,2266017,2266122,0.2344,0.0625,0.2969,0.125,0.9551,0.9328,0.1862,1,0.1026,1
VC0246,CDS,NC_002505,VC0244,CDS,NC_002505,64,6.38181119198805E-27,1.01928809646084E-24,2,+,253267,253314,251071,251104,+,48,34,252925,253672,250452,251563,0.2812,0.0469,0.3594,0.0469,0.4989,0.5587,0.0088,0.9496,0,1
VCA0741,CDS,NC_002506,VrrA,sRNA,NC_002505,64,6.77833743877012E-30,1.20047151703795E-27,2,+,687064,687104,1878747,1878789,+,40,43,687007,687300,1878692,1878824,0.25,0.0625,0.2969,0.0625,0.2338,0.4511,0,0.8469,0.0576,1
VCA0121,CDS,NC_002506,TfoR,sRNA,NC_002505,64,2.84547204544874E-34,5.79125416603503E-32,2,+,136084,136119,2236655,2236698,+,37,44,136030,136977,2236581,2236710,0.2344,0.1094,0.25,0.2188,0.0446,0.5952,0,0.7225,0.0231,1
VC0745:VC0766,IGR,NC_002505,Spot42,sRNA,NC_002505,63,9.3101984489986E-05,0.0022395862348566,2,-,817024,817059,106136,106180,+,35,45,803697,818186,106087,106185,0.2698,0.1746,0.2857,0.2063,0.0766,0.9509,0.0148,0.7854,0.1009,1
VC0302,CDS,NC_002505,VqmR,sRNA,NC_002506,63,3.80224255298365E-26,5.90716493238955E-24,2,+,310107,310148,1031536,1031577,+,42,41,309975,310950,1031474,1031589,0.2857,0.0476,0.6508,0.0476,0.129,0.6546,0,0.8034,0.24,1
VC1038,CDS,NC_002505,VadR,sRNA,NC_002506,63,9.94183537587389E-24,1.40687981245288E-21,2,+,1106244,1106276,3239,3279,+,33,41,1105798,1106407,3206,3285,0.2857,0.0635,0.4286,0.1111,0.7154,0.4494,0,0.9135,0.0482,1
VCA0558,CDS,NC_002506,VCA0543,3UTR,NC_002506,63,2.77270529768114E-40,6.50200633445572E-38,2,+,495407,495431,479950,479973,+,25,23,495370,495795,479917,479977,0.4127,0,0.4762,0,0.2395,1,0.2009,0.4719,1,1
VC2524,CDS,NC_002505,CarZ,sRNA,NC_002505,63,1.10877438873455E-132,7.03218007413952E-130,2,+,2709853,2709896,2553979,2554010,-,44,32,2709839,2709967,2553977,2554014,0.2857,0.2063,0.3175,0.2381,0.6496,0.9832,0.5476,0.7774,0.4545,1
VCA0860,CDS,NC_002506,Qrr1,sRNA,NC_002505,63,2.81354880574323E-35,5.84898836134893E-33,2,+,809494,809538,1089971,1090006,-,45,37,809210,809978,1089961,1090053,0.3968,0.0794,0.4921,0.0794,0.1298,0.9277,0,0.3422,0.0532,1
VC0093,CDS,NC_002505,Vcr227,sRNA,NC_002506,63,8.54766051442802E-15,7.69662616764432E-13,2,+,93092,93134,479978,480012,+,43,35,92179,93443,479957,480023,0.3333,0.1905,0.4921,0.2063,0.8952,0.3133,0.5016,1,0,1
VCA0051,CDS,NC_002506,TfoR,sRNA,NC_002505,63,0.000513611442415771,0.0093251431615762,2,-,59364,59398,2236644,2236684,+,36,41,58801,59672,2236590,2236709,0.254,0.1111,0.3333,0.1111,0.199,0.8144,0,0.5686,0.0923,1
VCA0945,CDS,NC_002506,VCA0944,CDS,NC_002506,63,4.28597641080377E-95,2.11422938440058E-92,2,-,896750,896793,895155,895187,-,44,33,896022,897246,894468,895970,0.1746,0.0952,0.3492,0.2698,0.3918,0.4738,0,0.9885,0,0.9307
VC2252,CDS,NC_002505,MicV,sRNA,NC_002505,63,1.22602584461376E-15,1.16821219229027E-13,2,-,2406370,2406405,2812101,2812133,-,36,33,2406151,2408483,2812093,2812162,0.3175,0,0.4603,0,0.8927,0.4255,0.0162,0.9834,0,1
VC0597,CDS,NC_002505,FarS,sRNA,NC_002505,63,4.63383637540553E-26,7.16090382692979E-24,2,-,624141,624181,2266019,2266055,-,42,37,623905,624632,2266016,2266104,0.2381,0.0476,0.2381,0.0635,0.6487,0.6767,0.0104,0.9545,0.2564,1
VC0762,CDS,NC_002505,VC0760,CDS,NC_002505,63,3.02362620318023E-97,1.52015273854591E-94,2,+,814943,814990,813225,813261,+,48,37,814187,815368,812524,813535,0.2063,0.0635,0.2698,0.0635,0.7016,0.7738,0.0095,1,0.2208,1
VCA1023,CDS,NC_002506,Spot42,sRNA,NC_002505,63,1.61361807744892E-05,0.000496903689575285,2,+,971364,971400,106144,106180,+,37,37,969982,971806,106101,106184,0.3016,0.1905,0.4127,0.2063,0.8472,0.6239,0.0845,1,0.2294,0.9908
Vcr202,sRNA,NC_002505,Vcr001,sRNA,NC_002505,63,0.00148882509334194,0.0214674875302603,2,-,481196,481237,21905,21939,+,42,35,481103,481285,21898,21941,0.3333,0.0635,0.6032,0.0794,0.6046,0.9468,0,1,0,1
VC2430,CDS,NC_002505,VC2431,CDS,NC_002505,63,2.30533478329993E-108,1.26593810719755E-105,2,-,2604340,2604389,2606572,2606605,-,50,34,2603297,2605466,2605588,2607657,0.2698,0.1587,0.7778,0.1587,0.5487,0.4642,0.056,1,0,1
VC0696,CDS,NC_002505,VC0695,CDS,NC_002505,63,6.78066429634085E-89,3.07817480726279E-86,2,+,745355,745394,743869,743904,+,40,36,744640,745800,743522,744571,0.2698,0.0317,0.3175,0.0317,0.6868,0.3124,0.0177,1,0,0.9664
VC2273,CDS,NC_002505,VcdRP,sRNA,NC_002505,63,1.692416424508E-78,7.00326194291236E-76,2,-,2427322,2427362,2433394,2433429,-,42,36,2426995,2428238,2433386,2433473,0.3651,0.0317,0.4286,0.0317,0.7423,0.8612,0.0112,1,0.718,1
VCA0772,CDS,NC_002506,TfoR,sRNA,NC_002505,63,0.00318961337706927,0.0368516610375044,2,+,713986,714027,2236667,2236705,+,42,39,713856,714838,2236608,2236709,0.2381,0.1111,0.3175,0.127,0.1424,0.6833,0,0.817,0.2308,1
VC0758,CDS,NC_002505,Qrr1,sRNA,NC_002505,63,1.2890315337689E-12,9.9453623817621E-11,2,+,810330,810369,1089970,1090004,-,40,36,809884,810866,1089963,1090051,0.3492,0.1746,0.5397,0.1746,0.3399,0.9374,0,0.7994,0.0745,1
