name1,type1,ref1,name2,type2,ref2,nb_ints,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,meanlength1,meanlength2,minleft1,maxright1,minleft2,maxright2,nms1,nms2,meanmiss1,meanmiss2,relmean1,relmean2,relmin1,relmax1,relmin2,relmax2
VC2213,CDS,NC_002505,Vcr017,sRNA,NC_002505,63,0.000246797126518166,0.0034031525886993,2,-,2365961,2366001,350279,350314,-,41,36,2365309,2366327,350274,350355,0.3492,0.0476,0.5238,0.0952,0.3075,0.5775,0,0.9834,0.1304,1
VCA0354,5UTR,NC_002506,Vcr017,sRNA,NC_002505,63,1.00211502890829E-24,1.21879899000717E-22,2,+,345907,345945,350278,350313,-,39,36,345826,346268,350274,350343,0.381,0.0317,0.5556,0.0317,0,0.9672,0,0.6808,0.2609,1
VC0745,3UTR,NC_002505,OppZ,sRNA,NC_002505,63,8.82817186174156E-05,0.0014524212142131,2,-,798785,798819,1164282,1164316,+,35,36,798775,798833,1164268,1164327,0.2063,0.1746,0.2381,0.4286,1,0.8358,0.9863,1,0,1
VC1398,CDS,NC_002505,Vcr001,sRNA,NC_002505,63,2.05213784610764E-24,2.46419860461845E-22,2,-,1489532,1489571,21905,21939,+,40,36,1489343,1489678,21902,21941,0.2381,0.0317,0.2857,0.0317,0.4854,0.9579,0.0963,0.992,0.025,1
VC2244,CDS,NC_002505,Vcr001,sRNA,NC_002505,63,1.95218755904025E-05,0.000396953700359612,2,-,2397012,2397058,21904,21939,+,46,36,2396746,2397657,21897,21941,0.2222,0.1111,0.2857,0.1111,0.6929,0.9544,0.0209,0.9708,0,1
VC2499,CDS,NC_002505,Vcr001,sRNA,NC_002505,63,1.04849129450533E-18,9.74619465889784E-17,2,-,2684320,2684365,21904,21939,+,46,35,2683927,2685165,21898,21940,0.5397,0.0952,1,0.1111,0.88,0.944,0.0907,1,0,0.975
Vcr081,sRNA,NC_002505,TarB,sRNA,NC_002505,62,1.44498470016206E-60,4.00095511035031E-58,2,-,2394903,2394943,911237,911273,-,41,36,2394774,2395002,911232,911308,0.4032,0.1129,0.5645,0.129,0.2971,0.546,0,0.7093,0.1379,1
VC0910,CDS,NC_002505,Vcr017,sRNA,NC_002505,62,3.54582537428798E-28,4.82552070446728E-26,2,+,971163,971205,350280,350315,-,43,35,970225,971283,350274,350353,0.3226,0.0323,0.3387,0.0323,0.9867,0.9418,0.3043,1,0.1522,1
VCA0080,5UTR,NC_002506,Qrr3,sRNA,NC_002506,62,2.60085495426756E-72,8.40908100726216E-70,2,-,92387,92429,772295,772329,+,42,35,91995,92447,772269,772365,0.2903,0.0645,0.4194,0.0806,0,0.6663,0,0.2117,0.1028,1
VC0541,CDS,NC_002505,Vcr017,sRNA,NC_002505,62,6.82059257114359E-14,4.61094202590382E-12,2,+,573795,573840,350278,350313,-,46,36,573580,573923,350274,350348,0.4677,0.0323,0.9677,0.0323,0.957,0.9662,0.7265,1,0.2065,1
VC2202,CDS,NC_002505,Vcr079,sRNA,NC_002505,62,3.68218316328377E-95,1.56936362955432E-92,2,-,2348755,2348808,2347187,2347225,-,54,38,2348189,2349116,2347172,2347329,0.2258,0.0323,0.2742,0.0323,0.2495,0.6802,0,0.8607,0.0252,1
VC1484,CDS,NC_002505,Qrr3,sRNA,NC_002506,62,1.8002426098249E-74,5.98790600211695E-72,2,-,1589061,1589098,772300,772335,+,37,36,1588989,1589206,772274,772366,0.4032,0.0323,0.5,0.0323,0.7951,0.7205,0,1,0.1495,1
VC1651,CDS,NC_002505,VadR,sRNA,NC_002506,62,1.12816722498899E-50,2.66331885774101E-48,2,-,1780849,1780890,3246,3280,+,42,35,1779852,1780939,3206,3286,0.2581,0.0968,0.4032,0.129,0.0724,0.9361,0.0181,0.6725,0.0482,1
VC0429,CDS,NC_002505,Vcr001,sRNA,NC_002505,62,0.000178630565891813,0.00260937976489837,2,-,459051,459085,21904,21939,+,36,36,457614,459510,21899,21941,0.4355,0.0645,0.6129,0.0806,0.3632,0.948,0.1841,0.9236,0,1
VC1147,CDS,NC_002505,Vcr214,sRNA,NC_002505,62,9.04565077906049E-56,2.29691135843222E-53,2,+,1218424,1218452,2376067,2376139,+,30,73,1218263,1219195,2376044,2376143,0.3065,0.0806,0.4355,0.129,0.5168,0.3442,0.3675,1,0.1404,1
VCA0792,CDS,NC_002506,Vcr001,sRNA,NC_002505,62,1.92739771927156E-07,6.44792574407594E-06,2,-,736754,736794,21905,21939,+,41,36,736640,737009,21898,21941,0.3226,0.0323,0.5161,0.0323,0.668,0.956,0,1,0,1
VCA0356,CDS,NC_002506,VrrA,sRNA,NC_002505,62,1.02508503757481E-30,1.5224048242065E-28,2,+,347602,347674,1878782,1878817,+,72,36,347238,348062,1878732,1878824,0.2097,0.0484,0.2742,0.0484,0.5174,0.7079,0,1,0.3453,1
VC2649,CDS,NC_002505,Vcr017,sRNA,NC_002505,61,2.19441822536061E-10,1.10902275254402E-08,2,-,2822897,2822935,350282,350316,-,39,35,2822205,2823035,350274,350348,0.3443,0.0656,0.4426,0.0656,0.0974,0.5511,0,0.9403,0.2065,1
VC2261,CDS,NC_002505,Vcr001,sRNA,NC_002505,61,7.20954146933472E-19,6.77417105443113E-17,2,+,2417074,2417117,21904,21939,+,44,36,2416910,2417308,21901,21940,0.3443,0.0492,0.5902,0.0492,0.7797,0.0791,0.5344,1,0,0.975
VC0586,CDS,NC_002505,Vcr017,sRNA,NC_002505,61,2.42849832487597E-44,4.99661130641328E-42,2,-,614738,614762,350280,350319,-,25,40,614716,614767,350274,350365,0.0492,0,0.0492,0,0.0147,0.5226,0,0.0479,0.0217,1
VCA0219,CDS,NC_002506,VqmR,sRNA,NC_002506,61,5.78364827802338E-16,4.53752704277872E-14,2,+,238351,238396,1031524,1031560,+,47,38,237360,239797,1031453,1031588,0.2623,0.1475,0.377,0.1639,0.3625,0.5713,0,0.9919,0.1,1
VC1153,CDS,NC_002505,TfoR,sRNA,NC_002505,61,1.46646497599765E-120,7.3048900567531E-118,2,+,1224948,1224976,2236629,2236681,+,29,53,1224918,1225611,2236588,2236710,0.1639,0.0492,0.1803,0.0656,0.0015,0.3956,0,1,0.0769,1
VC0241,CDS,NC_002505,VqmR,sRNA,NC_002506,61,6.7633246573652E-06,0.000156645821302254,2,+,247078,247112,1031520,1031572,+,35,52,246389,247611,1031474,1031589,0.2131,0.1148,0.2295,0.1639,0.3673,0.5499,0,0.7551,0.24,1
Vcr017,sRNA,NC_002505,VCA0477,CDS,NC_002506,61,5.0453521236739E-21,5.25266564243566E-19,2,-,350322,350362,420007,420038,+,42,32,350292,350368,419975,420118,0.2295,0.1148,0.2951,0.1148,0.4943,0.2169,0,0.8152,0,0.511
VC0147,CDS,NC_002505,VqmR,sRNA,NC_002506,61,8.990305083015E-05,0.00147513265860931,2,+,137881,137916,1031529,1031570,+,37,42,136952,138158,1031472,1031589,0.2787,0.0984,0.5902,0.1148,0.8189,0.6093,0,1,0.2267,1
VC0768,CDS,NC_002505,GcvB,sRNA,NC_002505,61,2.07458426624268E-47,4.50903743996366E-45,2,+,821949,821993,954719,954739,-,45,22,821930,822360,954717,954785,0.3934,0.0984,0.6557,0.0984,0.2606,0.9972,0.2202,0.4971,0.6716,1
VCA0958,CDS,NC_002506,Vcr001,sRNA,NC_002505,61,7.48540302360233E-08,2.68538188623093E-06,2,+,906994,907034,21904,21939,+,41,35,906493,908047,21899,21941,0.459,0.1639,0.5574,0.1803,0.2303,0.0807,0,0.8978,0,1
VC0258:VC0262,IGR,NC_002505,TarB,sRNA,NC_002505,60,3.97075672586695E-46,8.40226650352199E-44,2,+,266311,266347,911237,911274,-,37,38,264469,267144,911232,911298,0.3167,0.0667,0.8667,0.0667,0.6602,0.9534,0,0.9406,0.2529,1
VC0490,CDS,NC_002505,MicV,sRNA,NC_002505,60,7.53088722974518E-50,1.73458658982642E-47,2,-,523597,523637,2812107,2812139,-,41,33,523446,525017,2812095,2812163,0.2,0.0167,0.5,0.0167,0.775,0.3376,0.051,0.8521,0,1
VCA1039,CDS,NC_002506,Vcr017,sRNA,NC_002505,60,5.66097971436708E-14,3.86464876775765E-12,2,+,989614,989658,350282,350316,-,45,35,989454,990026,350274,350348,0.3667,0.0167,0.7167,0.0167,0.2665,0.9259,0.0227,0.7069,0.2065,1
VC0533,CDS,NC_002505,Vcr220,sRNA,NC_002505,60,1.1705505021932E-11,6.61589805824279E-10,2,+,564466,564507,2653969,2654004,+,43,36,564316,564710,2653938,2654007,0.3167,0.1667,0.4,0.1833,0.8389,0.7188,0.6342,1,0.4889,1
VCA0760,CDS,NC_002506,VrrA,sRNA,NC_002505,60,1.63058427740174E-67,4.99289701576522E-65,2,-,704459,704487,1878785,1878823,+,30,38,704020,704500,1878770,1878824,0.4,0.0667,0.4,0.0833,0.0386,0.9971,0,0.6415,0.6187,1
VC2278,3UTR,NC_002505,VqmR,sRNA,NC_002506,60,6.37535318120701E-25,7.83626498633153E-23,2,-,2431881,2431921,1031531,1031570,+,41,40,2431851,2432051,1031480,1031588,0.3667,0.1,0.4,0.1167,1,0.8782,0.8707,1,0.28,1
VC0236,CDS,NC_002505,Vcr001,sRNA,NC_002505,60,2.16537077369857E-16,1.75026852390516E-14,2,-,241007,241052,21904,21938,+,46,35,240818,241452,21897,21941,0.2333,0.0667,0.3,0.0667,0.4162,0.9238,0,0.5981,0,1
VCA0283,CDS,NC_002506,Vcr001,sRNA,NC_002505,60,2.29320340023093E-05,0.00045640052149616,2,+,303642,303685,21904,21939,+,44,36,302772,304366,21900,21940,0.25,0.1,0.4167,0.1,0.6208,0.0837,0,1,0,0.975
VCA1086,CDS,NC_002506,Vcr214,sRNA,NC_002505,59,3.73937767769133E-60,1.02448123854412E-57,2,-,1042370,1042390,2376058,2376140,+,21,83,1042368,1042392,2376041,2376143,0.2373,0.0678,0.2373,0.0678,0.4764,0.9828,0.4637,0.4777,0.114,1
VC0752,CDS,NC_002505,VqmR,sRNA,NC_002506,59,3.18639678371006E-44,6.49183136507379E-42,2,+,805597,805636,1031526,1031566,+,40,41,805494,805670,1031477,1031589,0.3051,0.0678,0.8475,0.0678,0.9885,0.587,0.9119,1,0.26,1
VC2599,CDS,NC_002505,VadR,sRNA,NC_002506,59,5.08317584977865E-11,2.72084501051211E-09,2,-,2766961,2767045,3247,3281,+,85,35,2766037,2768373,3233,3286,0.2712,0.1017,0.5932,0.1017,0.6113,0.953,0.0385,0.9862,0.3735,1
VC0153,CDS,NC_002505,Vssrna24,sRNA,NC_002505,59,6.25852413370457E-13,3.95609404393351E-11,2,+,143454,143491,106501,106536,+,38,36,143416,143897,106480,106538,0.4237,0.0508,0.5932,0.0508,0.0976,0.3493,0,1,0,1
VCA0738,CDS,NC_002506,MicV,sRNA,NC_002505,59,5.43723233539103E-69,1.69480485390786E-66,2,-,685466,685505,2812098,2812122,-,40,25,685048,685560,2812095,2812162,0.2203,0.0339,0.2542,0.0339,0.0541,0.5914,0,0.4147,0,1
VCA0212,CDS,NC_002506,Vssrna24,sRNA,NC_002505,59,0.000154563658929577,0.00231965806076104,2,+,230137,230178,106500,106537,+,41,38,229282,230653,106480,106538,0.322,0.0169,0.5254,0.0169,0.8003,0.3459,0,1,0,1
VC1248,CDS,NC_002505,GcvB,sRNA,NC_002505,59,1.87380283978855E-30,2.76316911965363E-28,2,-,1320657,1320687,954741,954775,-,30,35,1319223,1320890,954718,954828,0.1695,0.0169,0.1695,0.0169,0.1235,0.7198,0,1,0.4608,1
VC1853,CDS,NC_002505,VqmR,sRNA,NC_002506,59,1.77177938306173E-46,3.77215091597491E-44,2,-,1992239,1992281,1031532,1031570,+,43,39,1991976,1992633,1031475,1031588,0.3729,0.1864,1.0339,0.2542,0.5476,0.8811,0,0.9377,0.2467,1
VC2290,CDS,NC_002505,TarB,sRNA,NC_002505,59,2.04127856480619E-57,5.32620225823076E-55,2,-,2445811,2445853,911238,911273,-,43,36,2444949,2446104,911232,911298,0.4746,0.0508,0.7458,0.0847,0.2755,0.5424,0.0367,0.9788,0.2529,1
VC2109,CDS,NC_002505,TarB,sRNA,NC_002505,59,9.84162351596842E-54,2.43952757767609E-51,2,-,2266539,2266580,911237,911273,-,42,37,2266303,2266617,911231,911289,0.4407,0.0847,0.4915,0.0847,0.6827,0.5428,0.6182,0.8777,0.3563,1
VC0329,CDS,NC_002505,Vcr214,sRNA,NC_002505,59,9.06022609916844E-20,8.87348145774531E-18,2,+,345060,345085,2376068,2376139,+,26,72,345004,348142,2376041,2376143,0.339,0,0.339,0,0.1382,0.3483,0.1189,0.8652,0.114,1
Vcr063,sRNA,NC_002505,Vcr001,sRNA,NC_002505,59,2.21309633785051E-13,1.44182256969511E-11,2,-,1589377,1589413,21904,21939,+,37,36,1589317,1589544,21897,21941,0.6441,0.0847,0.7288,0.0847,0.7538,0.9407,0.1047,0.9845,0,1
VC2000,5UTR,NC_002505,Qrr1,sRNA,NC_002505,58,9.91828371425476E-96,4.30242749669729E-93,2,+,2152047,2152084,1089971,1090006,-,38,36,2152028,2152104,1089962,1090041,0.5345,0.1207,1,0.1207,0,0.9244,0,0,0.1809,1
VC2270,CDS,NC_002505,Vcr017,sRNA,NC_002505,58,8.2507291164491E-22,8.82811056099074E-20,2,-,2425090,2425130,350282,350317,-,41,36,2424680,2425301,350274,350354,0.3276,0.1207,0.431,0.1724,0.3465,0.5425,0.023,0.974,0.1413,1
VC0761,CDS,NC_002505,GcvB,sRNA,NC_002505,58,1.89051222989725E-31,2.8774756979879E-29,2,+,813578,813621,954753,954787,-,44,35,813509,814101,954718,954881,0.3276,0.1207,0.3793,0.1379,0.1166,0.8291,0,0.899,0.201,1
VC1874,CDS,NC_002505,VrrA,sRNA,NC_002505,58,6.54225708712295E-08,2.37071995504101E-06,2,+,2019041,2019076,1878767,1878802,+,36,36,2018456,2019852,1878683,1878824,0.2069,0.069,0.2759,0.1207,0.4888,0.5943,0.089,0.9897,0,1
VCA0691,CDS,NC_002506,VCA0689,CDS,NC_002506,58,2.80329042115862E-37,4.90500441103198E-35,2,-,629744,629787,627749,627783,-,44,35,629362,630137,627688,628106,0.2241,0.1034,0.2931,0.1379,0.4291,0.8389,0,0.9459,0,1
VCA1043,CDS,NC_002506,Vcr017,sRNA,NC_002505,58,6.28923282874662E-06,0.000146940246985633,2,-,993523,993559,350282,350317,-,36,36,993403,994329,350275,350360,0.2586,0.069,0.3448,0.1207,0.8206,0.5403,0,0.9481,0.0761,1
VC1477,CDS,NC_002505,Vcr001,sRNA,NC_002505,58,1.6861562469188E-07,5.71246471560265E-06,2,+,1583383,1583423,21904,21939,+,40,36,1583267,1583499,21897,21940,0.431,0.069,0.5517,0.069,0.7438,0.0862,0.3031,0.9603,0,0.975
VCA0183,CDS,NC_002506,Vcr001,sRNA,NC_002505,58,2.7438850114856E-30,4.01212253737015E-28,2,+,202135,202176,21904,21939,+,42,36,202047,203172,21902,21941,0.2241,0.0862,0.3103,0.0862,0.0465,0.0841,0,0.8877,0.025,1
VC0746,CDS,NC_002505,Vcr001,sRNA,NC_002505,58,1.57216000564123E-32,2.44657707066223E-30,2,+,800406,800452,21905,21939,+,46,35,799833,800484,21901,21941,0.6034,0.2069,3.6724,0.2069,0.8824,0.0953,0.0395,0.9264,0,1
VC2384,CDS,NC_002505,GcvB,sRNA,NC_002505,57,4.59069599304689E-22,4.94242780910154E-20,2,-,2549118,2549155,954742,954779,-,38,37,2548800,2549262,954717,954847,0.4211,0.0702,0.7895,0.2105,0.0784,0.7024,0,0.4841,0.3676,1
VC1314,CDS,NC_002505,Vcr017,sRNA,NC_002505,57,1.27290117284516E-16,1.04759263402164E-14,2,+,1398383,1398420,350281,350316,-,38,37,1398039,1398487,350274,350354,0.386,0.0702,0.4035,0.1053,0.953,0.9373,0.6924,0.9986,0.1413,1
VC1394,CDS,NC_002505,Vcr017,sRNA,NC_002505,57,3.33144894365392E-13,2.147577820897E-11,2,-,1486414,1486441,350282,350326,-,28,45,1486332,1486447,350275,350365,0.4386,0.0351,0.5263,0.0351,0.0114,0.446,0,0.0777,0.0217,1
VCA0317,CDS,NC_002506,Vcr017,sRNA,NC_002505,57,1.05398872684443E-05,0.000231208817606727,2,+,325597,325632,350283,350318,-,36,36,325136,325808,350275,350363,0.3509,0.0351,0.4211,0.0702,0.7904,0.9104,0,1,0.0435,1
VC2088,CDS,NC_002505,Spot42,sRNA,NC_002505,57,1.9410813946896E-31,2.94884673532766E-29,2,-,2249588,2249631,106143,106178,+,43,36,2249484,2250248,106096,106184,0.2807,0.1754,0.386,0.2281,0.9447,0.938,0.0155,1,0.1835,0.9908
VC0447:VC0453,IGR,NC_002505,Vcr017,sRNA,NC_002505,57,1.06156704526931E-22,1.16950987847558E-20,2,+,480990,481027,350282,350318,-,37,37,480834,481486,350275,350356,0.2807,0.0526,0.386,0.0877,0.4289,0.9203,0.397,0.5051,0.1196,1
VC1599,CDS,NC_002505,Vcr220,sRNA,NC_002505,57,1.56538503590165E-93,6.57139801220504E-91,2,+,1712725,1712766,2653968,2654003,+,42,36,1712711,1712895,2653954,2654007,0.3158,0.1228,0.5263,0.1579,0.0234,0.711,0,0.1451,0.6074,1
VC0258,CDS,NC_002505,Vcr214,sRNA,NC_002505,57,3.04486841542402E-42,6.00375389888976E-40,2,+,264154,264195,2376105,2376140,+,42,37,263594,264414,2376055,2376144,0.3509,0.0877,0.4035,0.0877,0.9706,0.6737,0.2178,1,0.2368,1
VC1092,5UTR,NC_002505,VqmR,sRNA,NC_002506,57,6.33702758990622E-06,0.000147924126761782,2,+,1160402,1160439,1031526,1031565,+,39,40,1160367,1160506,1031479,1031588,0.2456,0.0526,0.2982,0.0526,0,0.5869,0,0.063,0.2733,1
VC2738,CDS,NC_002505,VrrA,sRNA,NC_002505,57,2.47670527979908E-07,8.12885592605935E-06,2,+,2911114,2911149,1878774,1878813,+,36,40,2910201,2911594,1878728,1878826,0.3158,0.0526,0.5965,0.0526,0.6968,0.6499,0.1143,0.9699,0.3165,1
VC0492,CDS,NC_002505,VqmR,sRNA,NC_002506,57,1.43545289034633E-15,1.09804235827381E-13,2,-,526581,526616,1031526,1031566,+,36,41,525688,526818,1031475,1031589,0.1754,0.2456,0.2632,0.3333,0.1782,0.8551,0,0.9443,0.2467,1
VC0027,CDS,NC_002505,VC0025,3UTR,NC_002505,57,1.88619840102667E-42,3.74038532061878E-40,2,-,23828,23851,21881,21903,+,24,23,23673,24255,21874,21913,0.1053,0,0.1053,0,0.6266,1,0.3479,0.7278,1,1
VC1193,CDS,NC_002505,VqmR,sRNA,NC_002506,56,5.79174414730038E-07,1.7548681357139E-05,2,-,1266566,1266607,1031543,1031577,+,42,36,1266542,1266635,1031495,1031589,0.1786,0.125,0.2857,0.125,0.1474,0.9299,0,0.269,0.38,1
VC1036,CDS,NC_002505,Vssrna24,sRNA,NC_002505,56,5.49009941531096E-08,2.01967759727424E-06,2,-,1103686,1103729,106501,106536,+,43,36,1102338,1104313,106487,106538,0.375,0.0893,0.4286,0.0893,0.3538,0.9809,0.0483,1,0.1071,1
VC1972,CDS,NC_002505,VqmR,sRNA,NC_002506,56,1.13263743142012E-35,1.90497173421191E-33,2,-,2124213,2124253,1031513,1031548,+,41,36,2123483,2124318,1031442,1031588,0.2321,0.0536,0.3393,0.0714,0.0462,0.7308,0,0.7776,0.0267,1
VC2738,5UTR,NC_002505,VC2412,3UTR,NC_002505,56,1.37758051784813E-81,4.9971613286638E-79,2,+,2909879,2909921,2581225,2581245,-,43,21,2909865,2909954,2581224,2581248,0.7679,0.0179,2.9286,0.0179,0,1,0,0,1,1
VC0899,CDS,NC_002505,Vcr043,sRNA,NC_002505,56,4.58409450837795E-49,1.04202073181817E-46,2,-,958580,958616,1114666,1114708,+,37,43,958091,958722,1114607,1114749,0.25,0.0714,0.3036,0.0893,0.04,0.7442,0,0.3962,0.1069,1
VC0175,CDS,NC_002505,VqmR,sRNA,NC_002506,56,1.0927391617374E-12,6.77569871288382E-11,2,-,175391,175429,1031535,1031573,+,39,39,175171,177101,1031449,1031588,0.3214,0.1607,0.3571,0.25,0.9698,0.9018,0,1,0.0733,1
VC2221,CDS,NC_002505,VC1043,CDS,NC_002505,56,6.35797175452231E-25,7.82413807791446E-23,2,+,2375922,2375960,1112794,1112829,-,39,36,2375906,2376054,1112592,1112885,0.25,0.0357,0.2679,0.0536,0.2144,0.0177,0,0.8857,0,0.175
VC1286,CDS,NC_002505,Vcr214,sRNA,NC_002505,56,4.563779592282E-77,1.599766092838E-74,2,+,1361940,1361965,2376069,2376137,+,27,69,1361909,1361985,2376056,2376143,0.1964,0.0179,0.2321,0.0179,0.7313,0.3628,0.6761,0.7505,0.2456,1
VCA0875,CDS,NC_002506,Vssrna24,sRNA,NC_002505,56,0.000700851058462573,0.0078054025294694,2,-,828353,828397,106502,106537,+,46,36,827959,828629,106496,106538,0.3036,0.0357,0.3571,0.0357,0.684,0.9994,0.4755,0.9811,0.2679,1
VC2036,CDS,NC_002505,VqmR,sRNA,NC_002506,56,3.29770968755941E-23,3.72770095398613E-21,2,-,2192347,2192386,1031533,1031575,+,39,43,2191449,2192803,1031475,1031589,0.3929,0.0536,0.5893,0.125,0.3795,0.9111,0,1,0.2467,1
VC0108,CDS,NC_002505,Vcr017,sRNA,NC_002505,56,2.02338906884193E-20,2.03333023714348E-18,2,+,104714,104747,350281,350317,-,34,37,104197,106109,350275,350349,0.5893,0.0536,0.6071,0.125,0.5881,0.9325,0.3919,1,0.1957,1
FarS,sRNA,NC_002505,VC1858:VC1860,IGR,NC_002505,56,5.71823072957607E-21,5.94131020983468E-19,2,-,2266097,2266128,1997992,1998029,+,32,38,2266034,2266135,1997954,1998234,0.4286,0.0536,0.4286,0.0536,0.3141,0.0463,0,0.8547,0.0101,0.1446
VC1603,CDS,NC_002505,VqmR,sRNA,NC_002506,56,2.06280487580634E-24,2.47130670673559E-22,2,-,1717034,1717069,1031527,1031569,+,36,43,1716527,1717293,1031474,1031589,0.2857,0.0536,0.4286,0.0893,0.375,0.876,0.0412,1,0.24,1
VC2582,CDS,NC_002505,Vcr017,sRNA,NC_002505,56,7.58993842066839E-16,5.90127631842693E-14,2,-,2757999,2758037,350281,350319,-,39,39,2757669,2758088,350275,350365,0.3929,0.0714,0.5,0.0714,0.1444,0.52,0,0.9872,0.0217,1
VC2340,CDS,NC_002505,GcvB,sRNA,NC_002505,56,1.05525901142954E-26,1.37327450526148E-24,2,+,2492249,2492290,954752,954789,-,42,38,2492211,2493358,954718,954879,0.4464,0.0714,0.6429,0.0714,0.0459,0.8344,0,0.9714,0.2108,1
VC2465,CDS,NC_002505,Vcr017,sRNA,NC_002505,56,1.49015679187343E-11,8.35876796579478E-10,2,-,2647618,2647661,350279,350315,-,43,37,2647545,2647971,350274,350364,0.4464,0.0179,1.6071,0.0179,0.9394,0.5652,0.5741,1,0.0326,1
VCA0825,CDS,NC_002506,Vssrna24,sRNA,NC_002505,56,0.00301552144384319,0.0227251716357515,2,-,771289,771334,106502,106536,+,46,35,771219,771472,106495,106538,0.2679,0.0714,0.5179,0.0893,0.8555,0.9786,0.5048,0.9904,0.25,1
VC0391,CDS,NC_002505,Vcr001,sRNA,NC_002505,56,2.54110222708346E-05,0.000498213958115692,2,-,414131,414171,21905,21939,+,41,35,414019,414282,21900,21941,0.4464,0.1429,0.75,0.1607,0.0104,0.9567,0,0.093,0,1
VCA0103,CDS,NC_002506,Vcr001,sRNA,NC_002505,56,0.00294758754605153,0.022384593466473,2,+,111236,111272,21904,21939,+,37,36,110850,112843,21898,21940,0.2321,0.0357,0.2679,0.0357,0.2257,0.0714,0,1,0,0.975
VC2615,CDS,NC_002505,VqmR,sRNA,NC_002506,56,0.00107666127581843,0.0108132479996316,2,-,2783358,2783404,1031534,1031570,+,47,37,2783107,2783649,1031475,1031588,0.3214,0.0893,0.7143,0.0893,0.5074,0.8783,0.1391,0.8243,0.2467,1
VC0074,CDS,NC_002505,Vcr001,sRNA,NC_002505,56,2.25029721575367E-21,2.3664261902515E-19,2,+,74860,74899,21904,21939,+,40,36,74756,75011,21897,21940,0.4107,0.1071,0.6607,0.1071,0.3036,0.0674,0,0.5913,0,0.975
VC2355,CDS,NC_002505,Vcr043,sRNA,NC_002505,55,8.59304391990181E-64,2.51295845353106E-61,2,-,2511628,2511668,1114668,1114707,+,41,40,2511349,2511730,1114605,1114749,0.3818,0.0909,0.4545,0.0909,0.0073,0.7355,0,0.3687,0.0943,1
VC2622,CDS,NC_002505,Vcr001,sRNA,NC_002505,55,2.19988519818653E-26,2.84506643600002E-24,2,-,2793384,2793424,21904,21938,+,41,35,2793276,2794092,21901,21940,0.3273,0.1273,1.3273,0.1636,0.9398,0.9245,0.0233,1,0,0.975
VC2292,CDS,NC_002505,CarZ,sRNA,NC_002505,55,2.23376610450042E-63,6.47785948115416E-61,2,-,2446808,2446849,2553982,2554015,-,42,34,2446769,2447253,2553977,2554035,0.2727,0.3091,0.3455,0.3818,0.9668,0.4394,0.2627,1,0.1364,1
VCA0507,CDS,NC_002506,Vcr001,sRNA,NC_002505,55,4.40154138717529E-09,1.9093336344893E-07,2,+,435602,435639,21904,21939,+,38,36,435356,435763,21899,21940,0.4,0.0364,0.7273,0.0364,0.6382,0.0845,0,1,0,0.975
VC2415,CDS,NC_002505,FarS,sRNA,NC_002505,55,1.70082031317066E-06,4.60641784557452E-05,2,-,2588329,2588371,2266026,2266061,-,43,36,2587730,2588419,2266015,2266110,0.3091,0.0182,0.4727,0.0182,0.06,0.6222,0,0.8377,0.2051,1
VCA0297,3UTR,NC_002506,Vcr017,sRNA,NC_002505,55,8.62978291507545E-13,5.38955050693216E-11,2,+,314103,314145,350282,350316,-,44,35,313607,314219,350274,350351,0.3636,0.0545,0.5273,0.0727,1,0.9225,0,1,0.1739,1
VC0456,CDS,NC_002505,Vcr017,sRNA,NC_002505,55,1.06071930849707E-30,1.57308299840914E-28,2,-,488144,488175,350277,350313,-,32,37,487675,488230,350275,350318,0.2545,0.0182,0.2545,0.0182,0.1619,0.5895,0.0183,0.9402,0.5326,1
VC0297,CDS,NC_002505,Vcr001,sRNA,NC_002505,55,4.02849871606582E-21,4.21934580312774E-19,2,-,304365,304411,21904,21939,+,47,35,304245,304772,21901,21940,0.5273,0.1273,1.5455,0.1273,0.8329,0.9459,0,1,0,0.975
VCA0730,CDS,NC_002506,Vcr017,sRNA,NC_002505,55,2.78099363733002E-08,1.07351303889059E-06,2,-,676519,676555,350280,350317,-,37,38,676199,676697,350275,350353,0.3091,0.0545,0.3818,0.0727,0.3703,0.5447,0.2728,0.5451,0.1522,1
VC2616,CDS,NC_002505,GcvB,sRNA,NC_002505,55,0.000285465680766008,0.00383181363574888,2,-,2784672,2784710,954739,954776,-,39,39,2783829,2785354,954718,954849,0.4,0.0909,0.5455,0.0909,0.4714,0.7143,0.0034,1,0.3578,1
VCA0994,CDS,NC_002506,Vcr001,sRNA,NC_002505,55,1.07597360104435E-05,0.000235135465220667,2,-,948728,948771,21904,21939,+,44,36,948168,949317,21898,21941,0.4545,0.0182,0.6182,0.0182,0.5852,0.9455,0,1,0,1
Vcr017,sRNA,NC_002505,VC0239,CDS,NC_002505,54,0.00266016444252436,0.0208906283432729,2,-,350323,350363,243645,243680,-,41,36,350275,350368,243555,244960,0.3148,0.1111,0.5,0.1481,0.4799,0.7359,0,1,0.0135,0.8064
VC1872,CDS,NC_002505,Vcr065,sRNA,NC_002505,54,5.77883617460975E-10,2.79697282799836E-08,2,+,2014991,2015030,1617210,1617244,+,40,35,2014894,2016021,1617185,1617249,0.3148,0.1667,0.3889,0.3148,0.039,0.6978,0,0.5512,0.496,1
