name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,meanlength1,meanlength2,minleft1,maxright1,minleft2,maxright2,nms1,nms2,meanmiss1,meanmiss2,relmean1,relmean2,relmin1,relmax1,relmin2,relmax2
dnaA,CDS,NC_002505,VC0013,CDS,NC_002505,36,1,6.484775904271339e-42,1.5815668026416403e-39,2,+,8008,8091,9507,9546,+,84,40,7362,8711,8846,9968,0.25,0.0278,0.2778,0.0833,0.4894,0.5767,0.0,0.9267,0.0,0.9955
VC2201,CDS,NC_002505,VC2202,CDS,NC_002505,36,0,7.158883502540756e-44,1.7978681380680898e-41,2,-,2347551,2347592,2348841,2348875,-,42,35,2347307,2347911,2348364,2349100,0.4167,0.0833,0.4722,0.2222,0.6021,0.1196,0.1669,0.8972,0.0,0.6717
VCA0533,CDS,NC_002506,Vcr091,sRNA,NC_002506,87,0,4.137458382207412e-77,1.6933647441566606e-74,2,+,471498,471540,82969,83001,+,43,33,471345,471655,82957,83011,0.4167,0.5,0.4444,0.5833,0.7288,0.1848,0.0,1.0,0.0,1.0
pepN,CDS,NC_002505,Qrr1,sRNA,NC_002505,36,1,4.5123175113193126e-10,2.8330367017316557e-8,2,-,1604217,1604317,1089973,1090007,-,101,35,1603388,1604547,1089963,1090040,0.2222,0.1389,0.3056,0.2778,0.4873,0.5464,0.3607,0.8054,0.1915,1.0
VC2467,CDS,NC_002505,Vcr001,sRNA,NC_002505,962,2,7.715890852361686e-25,1.1375904768247722e-22,2,-,2649684,2649721,21904,21939,+,38,36,2649265,2649805,21901,21941,0.3333,0.0833,0.3889,0.0833,0.1083,0.9535,0.0,0.8409,0.0,1.0
VC2202,CDS,NC_002505,Vcr017,sRNA,NC_002505,129,0,0.004456365975032858,0.04615060034010128,2,-,2348740,2348776,350284,350321,-,37,38,2348088,2349023,350275,350348,0.3333,0.0833,0.5278,0.1111,0.2659,0.5012,0.0,0.9698,0.2065,1.0
VC1158,CDS,NC_002505,Qrr3,sRNA,NC_002506,36,0,1.960524042816705e-14,1.7180789100143169e-12,2,+,1229251,1229322,772299,772333,+,72,36,1229062,1230354,772265,772365,0.2778,0.1389,0.3611,0.1389,0.1841,0.3801,0.0,1.0,0.0654,1.0
VC0246,CDS,NC_002505,VC0249,CDS,NC_002505,36,2,1.1278377557003278e-6,4.480170430920181e-5,2,+,253370,253416,255570,255605,+,47,36,253121,253697,254821,256157,0.2222,0.0833,0.3056,0.3889,0.6266,0.5777,0.2557,0.9811,0.0481,0.9922
VC1634,CDS,NC_002505,TfoR,sRNA,NC_002505,36,2,6.874654351803602e-7,2.8510549983349905e-5,2,-,1759827,1759864,2236664,2236701,+,38,38,1759725,1760750,2236603,2236710,0.4167,0.0833,0.4722,0.0833,0.6944,0.9459,0.0,0.7793,0.1923,1.0
VC2330,CDS,NC_002505,TfoR,sRNA,NC_002505,36,0,3.9673350484417794e-11,2.7325580872566248e-9,2,-,2480477,2480515,2236657,2236696,+,38,40,2480252,2481322,2236591,2236709,0.2778,0.0278,0.2778,0.0833,0.7336,0.9073,0.0547,0.9148,0.1,1.0
VC0336,CDS,NC_002505,GcvB,sRNA,NC_002505,36,0,8.498618594053224e-8,4.073380894182103e-6,2,-,356084,356123,954724,954760,-,39,37,355135,356277,954718,954792,0.3333,0.0278,0.4167,0.0278,0.0859,0.793,0.0,0.7056,0.6373,1.0
VC0246,CDS,NC_002505,TarB,sRNA,NC_002505,71,0,7.395521611239199e-8,3.574756863412368e-6,2,+,253284,253329,911239,911273,-,46,35,253068,253503,911232,911298,0.25,0.0,0.3333,0.0,0.5171,0.9349,0.1889,0.7368,0.2529,1.0
VC0409,CDS,NC_002505,VrrA,sRNA,NC_002505,56,1,4.923225420075602e-5,0.0013026009059175182,2,+,435464,435505,1878763,1878796,+,42,34,435422,435830,1878686,1878824,0.25,0.0,0.2778,0.0,0.1039,0.5655,0.0,0.7108,0.0144,1.0
VC2697,CDS,NC_002505,TfoR,sRNA,NC_002505,36,0,9.122963119832457e-16,8.775767868966413e-14,2,-,2864566,2864603,2236668,2236703,+,39,36,2863810,2864754,2236607,2236709,0.5,0.0556,0.6111,0.0556,0.1572,0.9632,0.0,0.9627,0.2231,1.0
VCA0505,5UTR,NC_002506,Vcr043,sRNA,NC_002505,36,0,0.0026707323668132307,0.03258786155335898,2,+,433737,433776,1114701,1114736,+,39,36,433593,433870,1114607,1114749,0.5833,0.1111,0.6667,0.1111,0.0,0.6993,0.0,0.1592,0.1069,1.0
VC0430:VC0431,IGR,NC_002505,VadR,sRNA,NC_002506,36,2,9.60325295067286e-41,2.2723100886543782e-38,2,-,461286,461325,3247,3281,+,40,36,461274,461341,3232,3285,0.25,0.1111,0.3611,0.2222,0.5249,0.9535,0.0873,0.619,0.3614,1.0
VCA0265,CDS,NC_002506,VrrA,sRNA,NC_002505,36,0,1.3216580871413937e-12,1.0182092775633978e-10,2,+,282427,282471,1878777,1878810,+,45,35,282283,282671,1878720,1878824,0.2222,0.1667,0.3611,0.2222,0.4582,0.6665,0.0,0.9842,0.259,1.0
VC1349:VC1353,IGR,NC_002505,Qrr1,sRNA,NC_002505,35,0,6.654750155475585e-19,7.621885839417613e-17,2,+,1441508,1441549,1089974,1090011,-,42,38,1441224,1441589,1089963,1090053,0.2286,0.1143,0.2571,0.1143,0.9531,0.8924,0.5716,1.0,0.0532,1.0
trpA,CDS,NC_002505,VadR,sRNA,NC_002506,35,0,2.9145564181447137e-21,3.7041735298378063e-19,2,-,1242727,1242765,3240,3274,+,39,34,1242323,1242911,3204,3285,0.2571,0.0857,0.3714,0.3143,0.4057,0.8644,0.1774,0.9069,0.0241,1.0
VC2293,CDS,NC_002505,Qrr1,sRNA,NC_002505,35,0,7.776036593515264e-22,1.0163830824329379e-19,2,-,2447941,2447978,1089968,1090004,-,38,36,2447819,2448005,1089963,1090036,0.5714,0.3143,0.6857,0.5143,0.3246,0.5781,0.2419,0.4825,0.234,1.0
VC2048,CDS,NC_002505,Vcr229,sRNA,NC_002506,35,0,8.448964410167415e-6,0.0002785170388504936,2,-,2205899,2205936,897635,897682,+,38,48,2205554,2206057,897527,897726,0.2571,0.1143,0.4571,0.3143,0.4169,0.779,0.2107,0.8691,0.0,1.0
VC0144,CDS,NC_002505,Vcr017,sRNA,NC_002505,105,0,2.944065519865503e-16,2.922166313289164e-14,2,+,135276,135312,350286,350326,-,37,41,135194,135843,350274,350366,0.3714,0.0286,0.4,0.0286,0.1627,0.8789,0.0,1.0,0.0109,1.0
5Sf:23Sf,IGR,NC_002505,VC1896,CDS,NC_002505,35,0,2.8231187660010195e-48,7.607811319033015e-46,2,-,2676425,2676468,2043789,2043823,-,44,35,2676409,2676471,2043785,2043841,0.2286,0.4571,0.3143,0.4571,0.4728,0.0528,0.1111,0.6032,0.0402,0.0797
VC0180,CDS,NC_002505,GcvB,sRNA,NC_002505,35,1,0.00037638602620644997,0.007254556773100727,2,+,182563,182644,954725,954759,-,82,36,181821,183381,954718,954819,0.3429,0.0286,0.6,0.0286,0.5199,0.9676,0.0507,0.9401,0.5049,1.0
CsrD,sRNA,NC_002506,VCA0935,CDS,NC_002506,35,0,1.1952766007998571e-31,2.239536244518685e-29,2,-,784048,784091,886853,886886,+,44,35,783848,784130,886746,886994,0.5429,0.1714,0.6571,0.1714,0.2341,0.1025,0.0,0.8098,0.0,0.4045
tRNA-Pro-4:VC2224,IGR,NC_002505,TfoR,sRNA,NC_002505,35,0,5.912333707755107e-18,6.450058119151393e-16,2,-,2375903,2375939,2236655,2236698,+,38,44,2375712,2376393,2236603,2236709,0.1714,0.1143,0.2286,0.1429,0.9064,0.9193,0.679,0.9949,0.1923,1.0
fliJ,CDS,NC_002505,VC2128,CDS,NC_002505,35,0,7.363871750307029e-56,2.2376687641069284e-53,2,-,2283009,2283049,2281511,2281606,-,41,96,2282773,2283322,2281022,2282493,0.5429,0.0571,0.6286,0.0571,0.6804,0.5341,0.0466,1.0,0.0958,0.8226
guaA,CDS,NC_002505,VqmR,sRNA,NC_002506,78,0,9.16331119884227e-5,0.0022106440594515313,2,+,821906,821947,1031543,1031580,+,42,38,821528,823112,1031475,1031588,0.4,0.2286,0.7429,0.4,0.2312,0.6989,0.0,0.9813,0.2467,1.0
fliJ,CDS,NC_002505,Vcr227,sRNA,NC_002506,35,1,0.0022491981391510587,0.028955683422490004,2,-,2283149,2283191,479982,480016,+,43,35,2282902,2283347,479958,480023,0.4286,0.0857,0.6571,0.0857,0.3971,0.898,0.0,0.8968,0.0,1.0
VCA0975,CDS,NC_002506,TarB,sRNA,NC_002505,35,0,4.885904524686359e-15,4.465454199172264e-13,2,-,923761,923803,911236,911270,-,44,35,922333,924185,911232,911307,0.3143,0.0,1.0,0.0,0.1684,0.5787,0.0,0.7733,0.1494,1.0
VC2112,CDS,NC_002505,Spot42,sRNA,NC_002505,35,4,0.0018270669772206594,0.024925856396471244,2,-,2270489,2270520,106134,106175,+,33,42,2270265,2270621,106092,106183,0.2286,0.2,0.4286,0.2,0.3626,0.9043,0.0,1.0,0.1468,0.9817
VC0745:xseA,IGR,NC_002505,TfoR,sRNA,NC_002505,35,3,0.0001253536060633386,0.0028837679625909316,2,-,805570,805607,2236666,2236708,+,37,43,802414,818412,2236608,2236709,0.4286,0.0571,1.0286,0.0857,0.6858,0.9985,0.0028,0.8536,0.2308,1.0
VC1074,CDS,NC_002505,TfoR,sRNA,NC_002505,35,0,5.670980618974354e-13,4.4945223915046463e-11,2,-,1143277,1143306,2236647,2236696,+,30,50,1142998,1143781,2236592,2236710,0.5143,0.0857,0.8,0.1714,0.6692,0.9112,0.0614,1.0,0.1077,1.0
TfoR,sRNA,NC_002505,VC0559,CDS,NC_002505,35,1,3.361489249208826e-6,0.00012089909659409604,2,+,2236603,2236630,593929,593970,-,29,42,2236577,2236676,593713,594201,0.3429,0.0286,0.3714,0.0286,0.4029,0.6624,0.0,0.7538,0.3238,0.9315
rluD,CDS,NC_002505,VC0711,CDS,NC_002505,35,2,1.295539440084189e-59,4.226023839568272e-57,2,+,758374,758418,760348,760396,+,45,48,757871,758831,759737,762262,0.3143,0.0857,0.3429,0.0857,0.5821,0.2617,0.0205,1.0,0.0241,1.0
VC0976,CDS,NC_002505,Vcr227,sRNA,NC_002506,35,0,9.25174748738487e-14,7.712842080213655e-12,2,-,1041170,1041207,479982,480019,+,38,39,1041016,1041738,479957,480023,0.4857,0.0571,0.7714,0.0571,0.6121,0.9446,0.0,0.7793,0.0,1.0
oppD,CDS,NC_002505,OppZ,sRNA,NC_002505,35,1,8.938319243693167e-61,2.974938408812271e-58,2,+,1163007,1163045,1164287,1164323,+,39,37,1162318,1163278,1164266,1164327,0.3714,0.4571,0.5429,0.4857,0.7555,0.2731,0.0092,0.9949,0.0,1.0
VCA0199,CDS,NC_002506,VadR,sRNA,NC_002506,35,0,0.00020938445513758052,0.004444600616585897,2,+,216721,216758,3238,3273,+,37,36,215969,217606,3200,3285,0.2857,0.0571,0.2857,0.0571,0.4744,0.4375,0.0626,0.917,0.0,1.0
sucC,CDS,NC_002505,VC2084,CDS,NC_002505,35,1,3.2978448988957704e-46,8.690418503843676e-44,2,-,2244975,2245016,2243590,2243646,-,41,57,2244324,2245306,2243035,2244016,0.2857,0.2,0.3714,0.2,0.226,0.4897,0.0,0.7847,0.0654,1.0
VC2455,CDS,NC_002505,TfoR,sRNA,NC_002505,35,0,3.0867989515880517e-15,2.866171063389293e-13,2,-,2638773,2638809,2236659,2236697,+,38,39,2638641,2639020,2236589,2236709,0.2,0.1714,0.2,0.1714,0.7083,0.9154,0.1049,1.0,0.0846,1.0
tolB,CDS,NC_002505,VC1837,CDS,NC_002505,35,0,3.3165853744083495e-28,5.536879689078393e-26,2,-,1977917,1977954,1979179,1979219,-,38,41,1977201,1978489,1978772,1979568,0.2286,0.0857,0.2857,0.2,0.4105,0.3158,0.0,0.9401,0.0,0.7336
VC0289,CDS,NC_002505,Qrr3,sRNA,NC_002506,35,0,8.917771466483714e-23,1.214713626945577e-20,2,-,299684,299718,772308,772343,+,35,35,299602,299780,772281,772366,0.1714,0.1143,0.2,0.1714,0.0661,0.7907,0.0,0.1483,0.215,1.0
VC0336,CDS,NC_002505,rpsJ,5UTR,NC_002505,35,0,2.448186221392359e-56,7.517825958650064e-54,2,-,356166,356204,2764806,2764846,-,40,41,355636,356248,2764799,2764917,0.0857,0.1143,0.0857,0.1143,0.0329,0.0,0.0,0.3786,0.0,0.0
VC2677,CDS,NC_002505,Vcr001,sRNA,NC_002505,771,1,1.7019730656431948e-23,2.3878399512339665e-21,2,-,2844839,2844877,21904,21939,+,39,36,2844255,2845197,21899,21940,0.3714,0.0571,0.7429,0.0857,0.2047,0.9457,0.0,0.7845,0.0,0.975
VC1349:VC1353,IGR,NC_002505,Qrr3,sRNA,NC_002506,57,0,2.965139362797663e-18,3.288229082443401e-16,2,+,1441486,1441530,772301,772336,+,44,36,1441207,1441588,772276,772365,0.4571,0.0857,0.4857,0.0857,0.9306,0.4024,0.5516,0.9988,0.1682,1.0
VCA0676,CDS,NC_002506,VCA0678,CDS,NC_002506,35,1,2.490837420412595e-50,7.03821447023316e-48,2,+,611912,611954,613696,613734,+,43,38,611686,612190,612816,614996,0.3714,0.0286,0.6857,0.0286,0.4907,0.4582,0.0,0.9565,0.1045,0.9803
VC1998,3UTR,NC_002505,Vcr001,sRNA,NC_002505,288,0,3.7446182790825516e-46,9.847932511727372e-44,2,-,2151372,2151416,21903,21938,+,45,36,2151370,2151430,21897,21941,0.3429,0.1429,0.6571,0.3143,1.0,0.925,1.0,1.0,0.0,1.0
MicV,sRNA,NC_002505,pntA,CDS,NC_002506,35,0,1.5572557670667233e-9,9.26630858378365e-8,2,-,2812119,2812160,500647,500680,+,42,34,2812116,2812163,500470,500820,0.2,0.2,0.3143,0.4571,0.6409,0.2946,0.0,0.6866,0.158,0.3856
VC0304,CDS,NC_002505,VqmR,sRNA,NC_002506,84,3,4.5150404342625704e-7,1.935607440637373e-5,2,-,315921,315961,1031533,1031572,+,41,41,315331,316257,1031474,1031588,0.3143,0.0571,0.4857,0.0571,0.2781,0.8945,0.0529,0.6731,0.24,1.0
VC1605,CDS,NC_002505,Vcr017,sRNA,NC_002505,208,0,7.811506397194699e-19,8.907803879677788e-17,2,-,1719244,1719285,350281,350315,-,42,35,1718094,1719399,350275,350364,0.3714,0.0571,0.4,0.0571,0.2779,0.5618,0.1819,0.9895,0.0326,1.0
VC0040,CDS,NC_002505,Vcr017,sRNA,NC_002505,275,2,3.6393840387357064e-5,0.0010068539680548317,2,+,37841,37871,350276,350315,-,31,39,37827,37963,350275,350346,0.2571,0.1143,0.6,0.1143,0.0353,0.9839,0.0,0.1777,0.2283,1.0
VC0031,CDS,NC_002505,VC0029,CDS,NC_002505,35,0,3.492323859900749e-46,9.193656632068566e-44,2,-,29160,29229,27245,27278,-,70,34,27926,29713,26636,27609,0.4286,0.0571,0.4286,0.0571,0.2278,0.338,0.0,0.9775,0.0,1.0
rplK,CDS,NC_002505,rplL,CDS,NC_002505,35,2,1.59534990448478e-38,3.602423861474396e-36,2,+,337808,337848,339957,339994,+,41,39,337731,338195,339743,340196,0.2,0.1143,0.2571,0.1429,0.0905,0.5166,0.0,0.9019,0.0,1.0
VC1371,CDS,NC_002505,TfoR,sRNA,NC_002505,35,1,7.267955697352129e-7,2.9970820395109014e-5,2,-,1461648,1461682,2236649,2236697,+,35,49,1461561,1462035,2236598,2236709,0.2286,0.1143,0.2571,0.2,0.2455,0.9167,0.0,0.3735,0.1538,1.0
VC0829,CDS,NC_002505,Vcr001,sRNA,NC_002505,35,6,8.898600778674026e-9,4.810882955961896e-7,2,+,891702,891737,21904,21939,+,36,36,891211,892368,21899,21940,0.3143,0.0571,0.3429,0.0571,0.4129,0.0721,0.0062,0.9017,0.0,0.975
VCA0044,CDS,NC_002506,TfoR,sRNA,NC_002505,35,1,2.857807829829541e-5,0.0008163201848659328,2,+,54055,54094,2236659,2236698,+,41,40,53855,54286,2236593,2236709,0.2571,0.0,0.5714,0.0,0.9777,0.6259,0.8882,1.0,0.1154,1.0
VC1017,CDS,NC_002505,GcvB,sRNA,NC_002505,35,0,3.6812041552670343e-11,2.5441782923962564e-9,2,-,1086792,1086831,954726,954764,-,40,39,1086474,1086907,954717,954814,0.4286,0.0857,0.4857,0.1143,0.1997,0.7762,0.0017,0.747,0.5294,1.0
VCA0954,CDS,NC_002506,Qrr2,sRNA,NC_002506,35,0,5.090809675855402e-14,4.326643134537756e-12,2,+,903179,903216,48514,48549,+,38,35,903097,903471,48475,48555,0.1714,0.0,0.2,0.0,0.0928,0.7546,0.0,0.3696,0.5181,1.0
VC2573,CDS,NC_002505,rplQ,CDS,NC_002505,35,2,4.336650383218433e-22,5.754453857290207e-20,2,-,2753399,2753436,2751375,2751423,-,38,50,2753162,2753607,2751229,2751513,0.3429,0.0571,0.5714,0.0571,0.4628,0.1939,0.0,1.0,0.0,0.6969
VC0459,CDS,NC_002505,TfoR,sRNA,NC_002505,35,0,2.978481611592232e-9,1.7173113314894e-7,2,-,489313,489353,2236662,2236702,+,40,41,489145,489522,2236604,2236710,0.5143,0.1143,0.7429,0.1429,0.5776,0.956,0.2029,0.8797,0.2,1.0
VC1117,CDS,NC_002505,TfoR,sRNA,NC_002505,35,0,5.670980618974354e-13,4.4945223915046463e-11,2,+,1186177,1186210,2236659,2236698,+,34,40,1186122,1186357,2236607,2236710,0.4,0.1429,0.4286,0.2857,0.0615,0.6209,0.0,0.2317,0.2231,1.0
cobS,CDS,NC_002505,VC0706,3UTR,NC_002505,35,0,1.2388772178951243e-14,1.1037679653870583e-12,2,+,1312609,1312650,756215,756251,-,41,37,1312575,1312729,756202,756458,0.1429,0.2,0.2571,0.2,0.1141,1.0,0.0191,0.2153,0.3405,1.0
potC,CDS,NC_002505,TfoR,sRNA,NC_002505,34,0,1.7810913446117294e-15,1.6775754172368306e-13,2,-,1524619,1524671,2236662,2236708,+,53,47,1524203,1524784,2236597,2236710,0.4412,0.1176,0.4412,0.1176,0.4233,0.9975,0.2091,0.9636,0.1462,1.0
VCA0516,CDS,NC_002506,VCA0518,CDS,NC_002506,34,1,2.8514072054202417e-43,7.106460981600018e-41,2,-,446295,446346,448385,448420,-,52,37,445126,446929,447870,449158,0.2647,0.0588,0.2941,0.0588,0.349,0.5503,0.0,1.0,0.0,1.0
VCA0097:VCA0100,IGR,NC_002506,TfoR,sRNA,NC_002505,34,0,1.7605295466680342e-12,1.343279428679245e-10,2,-,106982,107032,2236663,2236698,+,51,37,106584,107585,2236608,2236710,0.4706,0.0294,0.5882,0.0294,0.2735,0.926,0.0362,0.4301,0.2308,1.0
VC2293,CDS,NC_002505,VrrA,sRNA,NC_002505,59,2,6.365386194008167e-13,5.0190552784464694e-11,2,-,2447949,2447988,1878765,1878802,+,40,37,2447772,2448087,1878686,1878824,0.4706,0.1176,0.4706,0.1471,0.3147,0.846,0.1358,0.5433,0.0144,1.0
VC0827,CDS,NC_002505,VC0829,CDS,NC_002505,34,3,2.2769767145924236e-30,4.107606402825039e-28,2,+,889824,889861,891654,891688,+,39,34,889531,890170,891219,892215,0.4118,0.0588,0.5588,0.0588,0.8914,0.3493,0.0854,1.0,0.0124,0.7833
ompU,CDS,NC_002505,VCA0052,CDS,NC_002506,34,2,1.7553840929721478e-14,1.5455463635658672e-12,2,-,674891,674930,61135,61173,-,40,40,674773,675820,60394,61272,0.3824,0.0294,0.4706,0.0294,0.94,0.0555,0.057,1.0,0.0,0.5861
VCA0278,5UTR,NC_002506,Vcr064,sRNA,NC_002505,55,1,8.233360035929068e-16,7.94043309179364e-14,2,-,297742,297785,1595731,1595766,-,44,36,297654,297826,1595728,1595772,0.3529,0.1176,0.4706,0.1176,0.0,0.4992,0.0,0.0,0.4189,1.0
VCA0680,CDS,NC_002506,VCA0678,CDS,NC_002506,34,1,2.986902135564828e-39,6.844970994605813e-37,2,+,615938,615976,614074,614148,+,39,75,615563,616304,613075,614913,0.3529,0.1765,0.7059,0.1765,0.6801,0.6098,0.0,1.0,0.2085,0.947
VC1377,CDS,NC_002505,Vcr064,sRNA,NC_002505,34,0,2.286448710553122e-27,3.6923891238973685e-25,2,+,1471059,1471106,1595731,1595766,-,48,36,1470999,1471496,1595728,1595796,0.3824,0.1471,0.5882,0.1471,0.1391,0.9678,0.0,0.8755,0.0946,1.0
Vcr229,sRNA,NC_002506,VC0449:Vcr202,IGR,NC_002505,34,0,4.011837836552166e-10,2.530336545612725e-8,2,+,897533,897577,481045,481072,-,45,28,897500,897629,480963,481124,0.6471,0.0882,0.9412,0.0882,0.2532,0.5773,0.0,0.5126,0.0818,1.0
VC2417,CDS,NC_002505,TfoR,sRNA,NC_002505,34,0,0.00023112357171996392,0.004838926944737606,2,-,2591595,2591633,2236664,2236698,+,39,36,2591185,2592226,2236618,2236709,0.3529,0.1176,0.3529,0.1471,0.5477,0.9258,0.1846,0.7832,0.3077,1.0
VC1571:VC1574,IGR,NC_002505,FarS,sRNA,NC_002505,34,1,8.241738346146314e-11,5.5297546546478676e-9,2,-,1684261,1684292,2266026,2266063,-,31,38,1684171,1685411,2266016,2266103,0.2059,0.0588,0.2059,0.0588,0.8014,0.6078,0.2449,0.8451,0.265,1.0
VC1605a,CDS,NC_002505,Qrr3,sRNA,NC_002506,269,0,6.834457893782317e-30,1.2095928360294991e-27,2,+,1719986,1720026,772315,772350,+,41,36,1719923,1720069,772276,772366,0.2353,0.0882,0.2941,0.0882,0.0181,0.5324,0.0,0.2017,0.1682,1.0
VC1887,CDS,NC_002505,VC1886,CDS,NC_002505,34,0,2.3121402650391385e-55,6.969333539741736e-53,2,+,2034360,2034398,2032440,2032473,+,39,34,2033982,2034923,2030838,2033529,0.2941,0.0294,0.4118,0.0294,0.4352,0.5759,0.0,1.0,0.1139,0.8901
sdhA,CDS,NC_002505,sucA,CDS,NC_002505,56,1,1.283016558869068e-24,1.8732971481632502e-22,2,-,2251018,2251057,2248827,2248858,-,40,32,2250265,2251924,2247100,2249509,0.2647,0.0294,0.3824,0.0294,0.5785,0.2142,0.0657,1.0,0.0,0.8399
cmk,CDS,NC_002505,Vcr043,sRNA,NC_002505,34,0,0.000777423462283102,0.012965949713350682,2,-,2066131,2066172,1114668,1114705,+,42,38,2065815,2066328,1114606,1114748,0.2353,0.0588,0.2941,0.0588,0.2171,0.7209,0.0,0.6763,0.1006,0.9937
VCA0815,CDS,NC_002506,Spot42,sRNA,NC_002505,34,0,0.0015401027539756673,0.022043052022737795,2,-,762523,762560,106140,106177,+,38,38,761658,763329,106096,106184,0.1765,0.2647,0.2353,0.3235,0.4106,0.9298,0.0045,0.8463,0.1835,0.9908
VC0249,CDS,NC_002505,VC0245,CDS,NC_002505,34,2,0.0004268679181429119,0.00801810698276084,2,+,255530,255570,252294,252326,+,40,33,254746,256144,251546,252833,0.4706,0.1765,0.6176,0.1765,0.5772,0.5316,0.0,0.983,0.0,0.9188
VCA0265,CDS,NC_002506,VadR,sRNA,NC_002506,34,1,2.0241783409057042e-5,0.0006055358635013904,2,+,282441,282482,3245,3280,+,43,36,282271,282619,3206,3285,0.3235,0.0,0.4706,0.0,0.4872,0.5234,0.0,0.8474,0.0482,1.0
surE,CDS,NC_002505,truD,CDS,NC_002505,34,1,1.3474064936575224e-63,4.656142674527315e-61,2,+,562773,562811,561504,561543,+,39,40,562493,563087,561237,561989,0.3529,0.0588,0.5,0.2941,0.6294,0.2201,0.2276,0.9785,0.0,0.6673
lpxD,CDS,NC_002505,VrrA,sRNA,NC_002505,34,0,0.00018192176267932953,0.003951167877659978,2,-,2405407,2405450,1878782,1878819,+,43,38,2404521,2405569,1878720,1878824,0.3235,0.0882,0.3235,0.0882,0.1608,0.9678,0.0076,1.0,0.259,1.0
rpsP,CDS,NC_002505,rplS,CDS,NC_002505,34,0,2.2549415306369318e-80,9.572976008273032e-78,2,+,596281,596313,598209,598247,+,33,39,596257,596484,598069,598303,0.1176,0.0294,0.1176,0.0882,0.1074,0.7944,0.0,0.7984,0.3966,1.0
VCA0982,CDS,NC_002506,GcvB,sRNA,NC_002505,34,0,1.0545772251413834e-17,1.1330303306885093e-15,2,-,930804,930845,954734,954773,-,41,40,930668,930920,954718,954828,0.5588,0.0294,2.2941,0.0294,0.1029,0.732,0.0,0.2547,0.4608,1.0
VCA0143,CDS,NC_002506,FarS,sRNA,NC_002505,60,0,4.357216329632294e-8,2.1689779052354507e-6,2,+,158990,159025,2266023,2266061,-,37,39,158947,159122,2266016,2266136,0.2941,0.0882,0.2941,0.1176,0.6222,0.9522,0.0,1.0,0.0,1.0
VC1189:VC1198,IGR,NC_002505,VC1189,CDS,NC_002505,34,2,6.051824424427906e-28,9.98234719308169e-26,2,+,1265766,1265808,1264064,1264097,+,43,34,1265091,1267955,1263839,1264360,0.2353,0.0294,0.2941,0.0294,0.2462,0.5972,0.1246,0.6102,0.064,1.0
fliA,CDS,NC_002505,VadR,sRNA,NC_002506,34,1,0.0003275483496471713,0.006478181218780663,2,-,2221268,2221306,3245,3277,+,39,33,2221158,2221690,3211,3285,0.2353,0.0294,0.2647,0.0294,0.8812,0.9043,0.3065,1.0,0.1084,1.0
VC1919,5UTR,NC_002505,VCA0935,CDS,NC_002506,34,0,0.00013772071286137152,0.0031233030618847686,2,-,2069192,2069233,886885,886918,+,42,34,2069130,2069246,886746,887152,0.5588,0.0588,0.9706,0.0588,0.0,0.1913,0.0,0.1912,0.0,0.8483
VC1000,CDS,NC_002505,Qrr3,sRNA,NC_002506,34,0,7.37995810186229e-17,7.574780898618741e-15,2,+,1070974,1071006,772320,772355,+,34,36,1070933,1071614,772271,772366,0.2059,0.0882,0.2647,0.1176,0.0794,0.5748,0.0,0.7354,0.1215,1.0
VC0349,CDS,NC_002505,VC0350,CDS,NC_002505,34,1,6.012547540715871e-37,1.3026539827729471e-34,2,+,372114,372171,373496,373527,+,58,33,371765,372797,372990,373981,0.3235,0.1176,0.3824,0.1176,0.3294,0.5365,0.0,0.8568,0.0204,1.0
VCA1084,CDS,NC_002506,Vcr229,sRNA,NC_002506,34,2,3.4651157760530674e-7,1.5147563935781247e-5,2,+,1038634,1038666,897665,897704,+,34,40,1037429,1039447,897527,897724,0.2647,0.1176,0.2941,0.2353,0.6468,0.6952,0.0615,1.0,0.0,0.9899
VCA0179,CDS,NC_002506,VrrA,sRNA,NC_002505,34,0,2.1195482243038907e-9,1.2445373307094557e-7,2,+,197048,197088,1878784,1878820,+,41,38,196594,197379,1878766,1878824,0.1765,0.1176,0.1765,0.1176,0.4015,0.7167,0.0,0.6424,0.5899,1.0
CsrD:VCA0846,IGR,NC_002506,VqmR,sRNA,NC_002506,34,0,2.098850682006682e-9,1.2329370959694646e-7,2,-,785445,785487,1031538,1031575,+,43,38,785185,787432,1031474,1031589,0.2941,0.1471,0.3824,0.1471,0.619,0.9127,0.0429,0.6942,0.24,1.0
VC1577,CDS,NC_002505,VC1579,CDS,NC_002505,34,1,9.779356160899138e-52,2.8149178183708105e-49,2,-,1687680,1687716,1689048,1689086,-,36,39,1687369,1688272,1688619,1689929,0.2059,0.0882,0.2059,0.0882,0.7046,0.6376,0.0,1.0,0.1329,0.9174
VCA0791,CDS,NC_002506,VC1478,CDS,NC_002505,34,0,2.9224254023786726e-84,1.2930597003764568e-81,2,-,736154,736194,1584064,1584097,+,41,34,735837,736634,1583538,1584593,0.1765,0.0588,0.2059,0.0588,0.5603,0.673,0.0103,0.9243,0.0321,1.0
