name1,type1,ref1,name2,type2,ref2,nb_chimeras,nb_multi,p_value,fdr,in_libs,strand1,left1,right1,left2,right2,strand2,relpos1,relpos2
VC2017,CDS,NC_002505,tmk,CDS,NC_002505,11,3,4.540752592161035e-27,1.0795628445569184e-24,2,-,2171361,2171874,2170313,2170729,-,0.5276,0.2429
VC1217,CDS,NC_002505,VC1212:VC1217,IGR,NC_002505,11,1,1.276129890653672e-24,2.823638728009552e-22,2,-,1295833,1296132,1294433,1295325,-,0.6515,0.0364
fliM,3UTR,NC_002505,VC2128,CDS,NC_002505,11,2,1.9566979272117752e-14,2.7705863187330144e-12,2,-,2279022,2279082,2280774,2282504,-,1.0,0.0904
VC2107,CDS,NC_002505,VC2108,CDS,NC_002505,11,1,3.533505495061843e-26,8.194791818504108e-24,2,-,2263920,2264611,2264813,2265972,-,0.8907,0.0
VC2494,CDS,NC_002505,VC2492,CDS,NC_002505,11,0,6.748756214067625e-26,1.548242724898803e-23,2,+,2675111,2675651,2673344,2674066,+,0.6852,0.2545
VCA0147,CDS,NC_002506,VCA0144,CDS,NC_002506,11,0,1.728976547839233e-22,3.568687878891652e-20,2,+,162529,163673,159169,160148,+,0.9587,0.0227
VC0047,CDS,NC_002505,VC0048,CDS,NC_002505,11,0,1.991989678991361e-30,5.241812275712217e-28,2,+,44944,45695,46333,47037,+,0.6766,0.2314
VCA0617,CDS,NC_002506,VCA0618,CDS,NC_002506,11,4,1.3576454957648241e-30,3.597770199301949e-28,2,+,552027,553153,553335,553955,+,0.9028,0.0772
VC2167,CDS,NC_002505,VC2164,CDS,NC_002505,11,1,2.867305980972001e-25,6.47482256432544e-23,2,+,2314739,2315012,2312579,2313736,+,0.7895,0.2056
VC2458,CDS,NC_002505,rnc,CDS,NC_002505,11,2,3.099327389416379e-21,6.068408267564888e-19,2,-,2641107,2641661,2643536,2643832,-,0.8495,0.4948
VC0939,CDS,NC_002505,VC0937,CDS,NC_002505,11,0,8.591089896753727e-30,2.2245441693406987e-27,2,+,1005356,1005804,1002631,1004577,+,1.0,0.0764
VCA0706,CDS,NC_002506,VCA0705,CDS,NC_002506,11,1,1.558200716273858e-29,4.001446579412867e-27,2,-,648231,649229,646294,648192,-,0.9546,0.0
VC0124,CDS,NC_002505,VC0125,CDS,NC_002505,11,0,2.7445283278319043e-24,6.019197968962369e-22,2,+,119089,119225,120206,120409,+,1.0,0.7797
VC0124,CDS,NC_002505,dapF,CDS,NC_002505,11,0,1.1865050319316702e-25,2.710458047432479e-23,2,+,119067,119205,120517,121267,+,1.0,0.0277
VC1435,3UTR,NC_002505,VC1437,CDS,NC_002505,11,0,1.481222473468955e-23,3.1630982812621058e-21,2,-,1532515,1532575,1533714,1535210,-,0.9545,0.2357
VC2146:VC2149,IGR,NC_002505,VC2145,CDS,NC_002505,11,0,1.1287993354974515e-24,2.505813725826703e-22,2,-,2301930,2302082,2300380,2300852,-,1.0,0.4405
VC2512,3UTR,NC_002505,Vcr078,sRNA,NC_002505,11,0,0.004284115080674013,0.04505916876391082,2,+,2701499,2701556,2332938,2333008,-,0.9818,0.5116
VC1773,3UTR,NC_002505,VC1774,CDS,NC_002505,11,2,1.740099405000779e-30,4.593345750693679e-28,2,-,1922667,1922797,1923984,1924751,-,0.953,0.2582
VC1199,CDS,NC_002505,VC1200,CDS,NC_002505,11,0,1.0243462064702377e-27,2.4998466186215437e-25,2,+,1273469,1273870,1274634,1275352,+,0.9764,0.4154
VCA0010:VCA0013,IGR,NC_002506,VCA0013,CDS,NC_002506,11,2,3.235189022702447e-26,7.507609002055786e-24,2,+,9201,12102,12321,14080,+,0.9924,0.0204
VCA0177,3UTR,NC_002506,VCA0176,CDS,NC_002506,11,0,1.3369837399360698e-30,3.5442741265159343e-28,2,+,195015,195085,192879,194032,+,0.9825,0.0233
VC2070,3UTR,NC_002505,flhA,CDS,NC_002505,11,0,3.044790819383696e-14,4.259581359634323e-12,2,-,2226573,2226756,2224418,2225449,-,1.0,0.4658
VC0386,3UTR,NC_002505,VC0385,CDS,NC_002505,11,0,3.5289192728196632e-31,9.503419052297459e-29,2,+,401191,401268,399149,400184,+,0.9677,0.2475
VC0651,3UTR,NC_002505,VC0652,CDS,NC_002505,11,0,2.753392248195159e-35,8.241107158193167e-33,2,-,695306,695360,696475,697257,-,0.2483,0.0
VC2344,CDS,NC_002505,VC2344:VC2346,IGR,NC_002505,10,1,3.008565513143452e-26,6.992569204423163e-24,2,+,2499806,2501087,2501723,2502528,+,0.7807,0.0
VC0159,CDS,NC_002505,VC0157:VC0159,IGR,NC_002505,10,4,4.45699385936228e-19,7.985504362628811e-17,2,-,150116,150461,149245,149791,-,0.8362,0.1159
Vcr078,sRNA,NC_002505,VC2554,CDS,NC_002505,10,0,0.0009478792846205407,0.0170660778054018,2,-,2332939,2333080,2736868,2737159,+,0.9128,0.6514
Vcr078,sRNA,NC_002505,VC2702,5UTR,NC_002505,10,0,8.569376573245048e-6,0.0004099532660061083,2,-,2332938,2333014,2873942,2873987,+,0.9186,0.6706
VC0348,CDS,NC_002505,miaA,3UTR,NC_002505,10,1,9.142217897630966e-16,1.388196897895419e-13,2,+,370491,371748,369965,370044,+,1.0,0.0
TarB,sRNA,NC_002505,VC2201,CDS,NC_002505,10,0,6.345148447519041e-12,7.617972984647411e-10,2,-,911234,911292,2347347,2347873,-,0.9885,0.2128
TarB,sRNA,NC_002505,VCA0728,CDS,NC_002506,10,0,0.0005479397037147485,0.011552430857694087,2,-,911233,911297,672609,674075,-,1.0,0.31
TarB,sRNA,NC_002505,fliM,CDS,NC_002505,10,0,0.00022190441070718737,0.0058865404636647975,2,-,911233,911273,2279522,2279683,-,1.0,0.4137
TarB,sRNA,NC_002505,VC1956,CDS,NC_002505,10,0,1.5431472180466548e-7,1.136132440417171e-5,1,-,911233,911304,2109993,2110572,-,1.0,0.0422
VC1620,CDS,NC_002505,VC1607,CDS,NC_002505,10,0,0.0009249874013370254,0.016776495983715313,2,-,1733414,1740340,1721855,1722712,+,0.9389,0.0
VC1842,CDS,NC_002505,VC1843,CDS,NC_002505,10,5,7.90062731879862e-22,1.583458739697768e-19,2,-,1981574,1981698,1982071,1982810,-,1.0,0.0202
VC0414,CDS,NC_002505,VC0422,CDS,NC_002505,10,1,0.000855645201726257,0.015886523919930395,2,+,438946,441773,451423,452741,+,0.9431,0.0166
flgF,CDS,NC_002505,flgB,CDS,NC_002505,10,1,3.2097665389497293e-12,3.930067338764073e-10,2,-,2343276,2343941,2346650,2346906,-,0.8932,0.243
VC0551,CDS,NC_002505,VC0549,CDS,NC_002505,10,1,1.5681496165368874e-11,1.8266264630174458e-9,2,+,584627,585491,582380,582646,+,0.9221,0.0885
VC2662,CDS,NC_002505,VC0998,CDS,NC_002505,10,0,0.00041431509017405654,0.009409370127104815,2,-,2831915,2832371,1066663,1069591,+,0.8852,0.3464
flgK,CDS,NC_002505,flgD,CDS,NC_002505,10,1,1.1672980230733716e-6,7.173349895379755e-5,2,-,2337411,2339029,2345449,2345962,-,0.9989,0.2914
rpsL,5UTR,NC_002505,VC0360,CDS,NC_002505,10,6,2.8686828322475904e-22,5.870792041664011e-20,2,+,378425,378505,379185,379332,+,1.0,0.4043
rpoB,CDS,NC_002505,VC0329,5UTR,NC_002505,10,0,3.0587921984817e-18,5.257123976167034e-16,2,+,340579,343454,344465,344515,+,0.7652,0.2549
VC0251,CDS,NC_002505,rfaD:VC0259,IGR,NC_002505,10,0,0.0016702106523505014,0.02494533098554177,2,+,257703,259632,246726,259890,-,0.9447,0.2358
VC2052,CDS,NC_002505,VC2060,CDS,NC_002505,10,0,0.0006346024767022268,0.012865796023272359,2,-,2209309,2210036,2214792,2215501,-,0.5944,0.1821
VC0038,3UTR,NC_002505,VCA0103,CDS,NC_002506,10,0,0.0001807552973957901,0.005033486032995822,2,-,36494,36538,111082,112347,+,0.6809,0.1187
VC0038,3UTR,NC_002505,flgH,CDS,NC_002505,10,0,0.0003771592715450217,0.008799045304816648,2,-,36494,36544,2342039,2342373,-,0.6809,0.0
VC0038,3UTR,NC_002505,VCA0189,CDS,NC_002506,10,0,0.0032221475052352224,0.037851337687266284,2,-,36494,36531,205787,206459,+,0.6809,0.1773
VC0038,3UTR,NC_002505,pgk,CDS,NC_002505,10,0,2.156220399439403e-5,0.0008993046747445752,2,-,36494,36537,508072,508898,+,0.6809,0.0008
VC0038,3UTR,NC_002505,VCA0730,CDS,NC_002506,10,0,0.00022150369460367805,0.005879252071319632,2,-,36494,36544,675742,677208,-,0.6809,0.0
VC0038,CDS,NC_002505,VC2464,CDS,NC_002505,10,0,0.0005740581486003996,0.011972813502534105,2,-,36579,36704,2647173,2647301,-,0.6886,0.5574
VC0038,CDS,NC_002505,Vcr089,sRNA,NC_002505,10,0,0.00028338995560391213,0.00709255593291255,2,-,36531,36711,2812097,2812162,-,0.976,0.0
prpB,CDS,NC_002505,VC1334,CDS,NC_002505,10,0,1.914973024498895e-10,2.0348134968895913e-8,2,+,1419876,1420592,1417558,1418293,-,0.9525,0.102
prpB,CDS,NC_002505,VC1340,CDS,NC_002505,10,1,1.665523652865314e-5,0.0007236669746305558,2,+,1419866,1420582,1426303,1427072,+,0.9417,0.2429
VC0410,CDS,NC_002505,VC0957,3UTR,NC_002505,10,0,1.7826946417052124e-5,0.0007662406141219551,2,+,436016,436481,1021985,1022034,+,0.9406,0.0
flhB,CDS,NC_002505,VC2137,CDS,NC_002505,10,2,0.0009381644778877428,0.016945505115160252,2,-,2275247,2276182,2291484,2292422,-,0.8735,0.2428
ileS,CDS,NC_002505,VC0680,CDS,NC_002505,10,0,1.1402094175999456e-11,1.344082821152244e-9,2,+,728855,730378,726881,727531,+,0.5935,0.532
Vcr036,sRNA,NC_002505,VC2490,5UTR,NC_002505,10,1,2.5005696738602134e-13,3.30622417933417e-11,2,-,840378,840429,2670116,2670181,+,1.0,0.7862
VC0409,CDS,NC_002505,VC0079,3UTR,NC_002505,10,1,3.924843148558117e-6,0.00020849075030125497,2,+,435892,436023,77718,77814,+,1.0,0.0
rplW,CDS,NC_002505,rplB,CDS,NC_002505,10,4,7.974441436634203e-12,9.50533053554381e-10,2,-,2762918,2763224,2762074,2762742,-,0.9669,0.1808
VC2033,CDS,NC_002505,VC0075,CDS,NC_002505,10,0,0.0003338094876362149,0.008037373289452436,2,-,2187765,2189920,75382,76140,-,0.9452,0.0147
VC2725,CDS,NC_002505,VC2731,CDS,NC_002505,10,0,0.0016243011908251622,0.02449270215191167,2,-,2898470,2899261,2902469,2903505,-,0.758,0.1336
glyQ:VC0024,IGR,NC_002505,VC0551,CDS,NC_002505,10,0,0.00011084354498201225,0.0034369230930620847,2,-,20294,20832,584837,585458,+,0.7531,0.3434
VC0407,CDS,NC_002505,VC0396:VC0423,IGR,NC_002505,10,3,7.136487088489828e-9,6.421651688210298e-7,2,+,434346,434739,424943,452543,-,0.8916,0.0081
VC0295,3UTR,NC_002505,Vcr078,sRNA,NC_002505,10,0,0.003132312094371152,0.03720643831432734,2,-,302303,302376,2332941,2332998,-,1.0,0.5698
VC1332,CDS,NC_002505,VC1334,CDS,NC_002505,10,1,2.1795279525568003e-22,4.477607835451863e-20,1,-,1415297,1416666,1417647,1418371,-,0.8927,0.0216
Vcr229,sRNA,NC_002506,VC2544,CDS,NC_002505,10,0,1.3686642906506963e-5,0.0006126477070417801,2,+,897557,897723,2724951,2725854,+,0.9849,0.0495
VCA0176,CDS,NC_002506,VCA0177,CDS,NC_002506,10,2,6.104343408352302e-25,1.364836148425768e-22,2,+,192827,194105,194812,194979,+,0.6572,0.0
secY,CDS,NC_002505,rpsM,5UTR,NC_002505,10,0,1.9800458900372823e-14,2.802051979145199e-12,2,-,2755085,2755560,2753939,2754042,-,0.3793,0.0
secY,CDS,NC_002505,rpmJ3,3UTR,NC_002505,10,1,2.7532057773087315e-14,3.863241233995483e-12,2,-,2754713,2755550,2754011,2754092,-,0.6582,0.1622
mukB,CDS,NC_002505,VC1717,CDS,NC_002505,10,1,1.2507594381021955e-12,1.5764255309881058e-10,2,-,1849763,1853537,1855732,1856495,-,0.8695,0.0
VC0080,5UTR,NC_002505,VC2221,CDS,NC_002505,10,3,3.093016459727014e-5,0.0012166867494131878,2,+,77793,77849,2375907,2376025,+,0.8615,0.0
Vcr045,sRNA,NC_002505,VC2047,CDS,NC_002505,10,0,2.8562550062255834e-7,2.0042954928670283e-5,2,+,1164270,1164324,2204800,2205091,+,0.9808,0.0574
Vcr045,sRNA,NC_002505,flgB,CDS,NC_002505,10,1,6.02230837538878e-5,0.0021057691951612257,2,+,1164273,1164325,2346594,2347016,-,1.0,0.0
Vcr045,sRNA,NC_002505,VCA0919,CDS,NC_002506,10,0,3.79492577334002e-6,0.0002024390534758678,2,+,1164283,1164327,871396,871638,+,1.0,0.245
Vcr045,sRNA,NC_002505,VCA1055,3UTR,NC_002506,10,0,5.406942472695574e-17,8.722733299243507e-15,2,+,1164273,1164325,1005412,1005491,+,1.0,0.2532
VC2175,3UTR,NC_002505,VC2176,CDS,NC_002505,10,0,9.261399432601529e-22,1.8532030485216264e-19,2,-,2320770,2320833,2321821,2322137,-,0.3557,0.4557
VC2256,CDS,NC_002505,VC2253,CDS,NC_002505,10,2,1.1766006875754847e-12,1.485716010588637e-10,2,-,2412086,2412762,2408941,2409905,-,0.9442,0.0177
VC2166,CDS,NC_002505,VC2164,CDS,NC_002505,10,1,5.683028816484895e-20,1.0593926099211327e-17,2,+,2314114,2314614,2312556,2313720,+,0.9107,0.1898
VCA0134,CDS,NC_002506,VCA0132,CDS,NC_002506,10,0,8.965979324898984e-25,1.993907776180305e-22,2,+,148591,149207,146699,147538,+,0.9562,0.0518
VC1558,CDS,NC_002505,VC1556,CDS,NC_002505,10,1,3.6940987867695603e-20,6.936508773430923e-18,2,-,1669366,1670453,1667632,1667965,-,0.8788,0.0608
VCA1034,CDS,NC_002506,VCA1032,CDS,NC_002506,10,1,6.638702704043828e-19,1.180661418362519e-16,2,-,983990,985447,981965,982358,-,1.0,0.0
VC0727,CDS,NC_002505,VC0726,CDS,NC_002505,10,6,7.497675870259298e-20,1.3893435248102422e-17,2,+,783837,784473,782962,783787,+,0.9239,0.0
VC1141,CDS,NC_002505,VC1139:VC1141,IGR,NC_002505,10,0,1.393710008829753e-13,1.8732606384337983e-11,2,+,1210558,1211878,1209218,1209411,+,1.0,0.7344
VC2571,CDS,NC_002505,secY,CDS,NC_002505,10,2,5.715535729388032e-7,3.769164648274956e-5,2,-,2751528,2752418,2754327,2755042,-,0.997,0.4115
VC0130,CDS,NC_002505,VC0125,CDS,NC_002505,10,1,8.104932959816049e-7,5.1689477531814675e-5,1,+,123811,126221,119239,120446,+,0.9839,0.008
VC2730,CDS,NC_002505,VC2731,CDS,NC_002505,10,3,9.803030902207232e-12,1.1620046020481111e-9,2,-,2901963,2902355,2902428,2903601,-,1.0,0.0549
VC2738,CDS,NC_002505,VCA0280,CDS,NC_002506,10,0,0.003072312820761469,0.036771851007634616,2,+,2910427,2911641,298884,299567,+,0.9988,0.0141
VCA1092,CDS,NC_002506,VCA1087,CDS,NC_002506,10,0,1.9827082558933463e-5,0.0008381223153287864,2,-,1047231,1048960,1043231,1043465,-,1.0,0.1371
VC0075,CDS,NC_002505,VC0076,3UTR,NC_002505,10,10,2.757775480697434e-13,3.635356595359901e-11,2,-,76070,76143,76175,76218,-,0.0936,0.0
VC2711,CDS,NC_002505,RNaseP,CDS,NC_002505,10,0,4.718611676248381e-5,0.0017255281919980397,2,+,2883463,2884389,2580752,2581118,-,0.5664,0.0022
VCA1045,CDS,NC_002506,CsrC,sRNA,NC_002505,10,0,9.878589237202527e-5,0.0031371693990406998,2,+,995388,996565,943915,944218,+,0.864,0.1843
VC0243,CDS,NC_002505,VC0247,CDS,NC_002505,10,2,9.979248634359873e-6,0.000467751911949422,2,+,249723,250467,253728,254217,+,1.0,0.0945
VC0583,3UTR,NC_002505,Vcr106,sRNA,NC_002506,10,2,0.004375726527354135,0.04562128347646528,2,-,612526,612565,926544,926631,+,0.2617,0.0
VC0583,3UTR,NC_002505,VC0168,CDS,NC_002505,10,0,0.0003853294934472406,0.008942269072394505,2,-,612526,612564,166492,166788,-,0.2617,0.2678
VC0583,3UTR,NC_002505,VCA0135:VCA0140,IGR,NC_002506,10,0,4.228848962171657e-6,0.00022240904269165803,2,-,612525,612564,151536,151888,+,0.2685,0.3777
VC2058,CDS,NC_002505,VC2057,CDS,NC_002505,10,1,2.002958923740788e-10,2.1237450538119493e-8,2,-,2213676,2214096,2212660,2213121,-,0.9642,0.2616
VC0080,CDS,NC_002505,VC0079,5UTR,NC_002505,10,0,3.5751378397952595e-18,6.115008783553792e-16,2,+,78452,78955,77345,77423,+,0.9164,0.0
VC0038,5UTR,NC_002505,Vcr089,sRNA,NC_002505,10,1,2.2608268966773832e-7,1.61732179642261e-5,2,-,36702,36844,2812098,2812162,-,0.953,0.0
VC0995,CDS,NC_002505,Vcr103,sRNA,NC_002506,10,0,7.973489752679501e-15,1.1521630978304908e-12,2,+,1061662,1062897,776864,776967,-,1.0,0.0069
VCA0825,CDS,NC_002506,VCA0824,3UTR,NC_002506,10,0,7.221270975635998e-24,1.5612747449385193e-21,2,-,771236,771723,769912,769969,-,0.9578,0.0
VC0575,CDS,NC_002505,sspA,CDS,NC_002505,10,1,0.00012520048275388053,0.003778999026194611,2,+,606104,606441,607043,607554,+,0.498,0.2079
VC0575,CDS,NC_002505,VC2775,CDS,NC_002505,10,0,2.7153915437886474e-5,0.001091964660171317,1,+,606361,606809,2959160,2960379,-,0.9973,0.352
astD,CDS,NC_002505,VC2617,5UTR,NC_002505,10,0,1.1152045953152709e-14,1.6009295771871884e-12,2,-,2783949,2785234,2786376,2786467,-,0.9677,0.0
VC1184,CDS,NC_002505,VC1185,5UTR,NC_002505,10,0,2.155540995830723e-21,4.247223378729553e-19,2,+,1257740,1258141,1259103,1259195,+,0.368,0.0
VC1000,CDS,NC_002505,truA,CDS,NC_002505,10,0,1.63917112336218e-11,1.905490501456136e-9,2,+,1071089,1071873,1070003,1070671,+,1.0,0.0479
VC1987,CDS,NC_002505,VC1985,CDS,NC_002505,10,1,6.860371805956358e-11,7.592077021751099e-9,2,-,2139793,2140213,2137181,2138821,-,0.9737,0.0
VCA0985,CDS,NC_002506,VC2019,CDS,NC_002505,10,1,2.8639536998266232e-5,0.0011416250839793567,2,+,934960,936642,2173434,2173781,-,0.8642,0.1913
VCA0985,CDS,NC_002506,VCA0991:VCA0994,IGR,NC_002506,10,0,1.2101335475030862e-5,0.0005517393305671742,2,+,934396,936316,946465,948124,-,0.751,0.0269
VC0249,CDS,NC_002505,VC0025,3UTR,NC_002505,10,1,6.08735965710906e-8,4.801298844379644e-6,2,+,255686,255849,21840,21896,+,0.7746,0.0
fliH,CDS,NC_002505,VCA0186,CDS,NC_002506,10,0,0.00047746009884338614,0.010453114731808766,2,-,2284854,2285405,204626,205007,+,0.7266,0.0
VC2738,3UTR,NC_002505,VCA0205,3UTR,NC_002506,10,0,0.0014541706455067863,0.02277116151075497,2,+,2911637,2911700,222275,222332,-,0.9492,0.0
VC2738,3UTR,NC_002505,flhA,CDS,NC_002505,10,0,0.0035919393628476666,0.04046471690497062,2,+,2911654,2911703,2224930,2226424,-,1.0,0.0
VC2738,3UTR,NC_002505,VC1008,CDS,NC_002505,10,0,5.729256313738926e-9,5.211899373764704e-7,1,+,2911653,2911704,1078743,1079101,+,1.0,0.4231
VC2738,3UTR,NC_002505,VC1367,CDS,NC_002505,10,0,5.381948908383012e-12,6.491824826701661e-10,2,+,2911654,2911704,1457375,1457611,-,1.0,0.2761
VC2729,CDS,NC_002505,VC2732,CDS,NC_002505,10,1,3.2022623223658734e-10,3.3310486683351554e-8,2,-,2901420,2901924,2903698,2904952,-,0.8784,0.1502
fliR,CDS,NC_002505,VC2136,CDS,NC_002505,10,2,0.004013682977485519,0.04330942626540224,2,-,2276315,2277016,2290334,2291214,-,0.9092,0.0
VC0403,CDS,NC_002505,VC2529,CDS,NC_002505,10,2,0.0028738523897519734,0.03527585549820607,2,+,429521,430083,2712496,2713202,+,0.8189,0.4005
VC1087,CDS,NC_002505,VC1083,CDS,NC_002505,10,2,3.626533411686237e-5,0.0013917434651892463,2,+,1154235,1155025,1149426,1149980,+,0.5756,0.0531
VCA0480:VCA0483,IGR,NC_002506,VCA0406,CDS,NC_002506,10,0,5.1816433252089665e-20,9.681026142739431e-18,2,+,421962,422318,378281,378524,+,0.6488,0.3845
RNaseP,CDS,NC_002505,VC2711,CDS,NC_002505,10,0,4.7186116762483686e-5,0.0017255281919980397,2,-,2580716,2580966,2883629,2884585,+,0.9036,0.2007
RNaseP,CDS,NC_002505,VC1066,CDS,NC_002505,10,1,0.0009485101190456926,0.017073730863905654,2,-,2580847,2581024,1132438,1133074,+,0.6099,0.0444
RNaseP,CDS,NC_002505,VCA0184,3UTR,NC_002506,10,0,2.2500978356695881e-13,2.981916700867169e-11,2,-,2580716,2581060,203415,203450,-,0.9036,0.0
VC2657,CDS,NC_002505,VC2656,5UTR,NC_002505,10,1,9.331223621361666e-15,1.3428977695454795e-12,2,+,2828678,2829236,2826618,2826766,+,0.8918,0.0
VC1768,CDS,NC_002505,VC1770,CDS,NC_002505,10,1,3.9040762659375305e-10,4.022426657376796e-8,2,-,1912762,1913612,1916137,1917213,-,0.6549,0.4847
dcuC,3UTR,NC_002506,MtlS,sRNA,NC_002506,10,0,9.43585240380036e-13,1.1995965902776306e-10,2,+,602111,602146,994758,994876,-,0.9811,0.0
pdxA,CDS,NC_002505,ksgA,3UTR,NC_002505,10,0,6.954315357935948e-25,1.5516247351289344e-22,2,-,472798,473099,471700,471739,-,0.752,0.0
apaH,CDS,NC_002505,pdxA,CDS,NC_002505,10,0,1.45526867828739e-17,2.4182329804673584e-15,2,-,470483,471277,472627,473421,-,0.9604,0.124
VqmR,sRNA,NC_002506,VC1725,CDS,NC_002505,10,0,0.0015374036869683892,0.023618394694897814,2,+,1031492,1031587,1863204,1863707,-,0.9933,0.0
VqmR,sRNA,NC_002506,VC1605a,CDS,NC_002505,10,0,6.796826536729951e-6,0.0003352496530044187,2,+,1031520,1031588,1720002,1720200,+,1.0,0.0
VqmR,sRNA,NC_002506,VC1837,CDS,NC_002505,10,0,0.002751073618758102,0.03430436087728063,2,+,1031531,1031588,1978554,1979267,-,1.0,0.271
VqmR,sRNA,NC_002506,VCA0325,CDS,NC_002506,10,1,2.4291912354320855e-6,0.0001374698391380789,2,+,1031513,1031587,328789,329133,+,0.9933,0.0
VqmR,sRNA,NC_002506,VC2536,CDS,NC_002505,10,0,0.0002814398950900597,0.0070572322398910065,2,+,1031498,1031587,2718353,2718923,+,0.9933,0.0396
VqmR,sRNA,NC_002506,VCA0347,CDS,NC_002506,10,0,1.1147770915391684e-7,8.413181588710337e-6,2,+,1031519,1031588,342880,343040,+,1.0,0.4867
VC0573,CDS,NC_002505,sspA,CDS,NC_002505,10,0,3.836400674472346e-8,3.1181068834099507e-6,2,+,604283,604824,606975,607405,+,1.0,0.1008
VCA0031,CDS,NC_002506,VCA0028:VCA0031,IGR,NC_002506,10,4,8.422543542379895e-21,1.6235724538539286e-18,2,-,38106,38851,36122,37451,-,0.7073,0.031
VCA1013:VCA1016,IGR,NC_002506,VCA1012,CDS,NC_002506,10,0,3.7513782617508703e-17,6.103320800183488e-15,2,-,963585,964851,962167,962572,-,0.9201,0.015
VC2659,CDS,NC_002505,CsrD,sRNA,NC_002506,10,0,0.0005793283356236166,0.012055233924549822,2,+,2829792,2830073,783885,784130,-,0.9898,0.0
VC1008:uvrB,IGR,NC_002505,VC1008,3UTR,NC_002505,10,8,2.8033274823222563e-16,4.374104618948508e-14,2,+,1079362,1081635,1079255,1079376,+,0.2743,0.009
VC0633,3UTR,NC_002505,VC0350,CDS,NC_002505,10,0,0.00043769661302623845,0.009799745296369499,2,-,674775,674829,373340,373782,+,1.0,0.3776
VC0633,3UTR,NC_002505,VC1248,CDS,NC_002505,10,0,6.210256032312007e-8,4.891514943320011e-6,2,-,674775,674828,1319206,1320010,-,1.0,0.5255
VC0533,CDS,NC_002505,Qrr1,sRNA,NC_002505,10,0,4.81024290358918e-10,4.917391805063791e-8,1,+,564340,564620,1090014,1090058,-,0.9594,0.0
VCA0726,CDS,NC_002506,VCA0728,CDS,NC_002506,10,0,3.6572341092734977e-9,3.4096379903250793e-7,1,-,669811,670429,672714,674351,-,0.9202,0.1829
VC1986,CDS,NC_002505,VC1988,CDS,NC_002505,10,1,1.459376138930477e-17,2.424518883251146e-15,2,-,2138981,2139578,2140359,2140642,-,0.9356,0.0459
VCA0892,CDS,NC_002506,VCA0894,CDS,NC_002506,10,1,2.2920905934688978e-14,3.232613931380464e-12,2,-,845049,845311,846023,846756,-,1.0,0.0107
VCA0892,CDS,NC_002506,VC1442,5UTR,NC_002505,10,0,1.1141868240550788e-16,1.772568221076394e-14,2,-,845074,845149,1539571,1539637,-,0.9497,0.4899
VC2061,CDS,NC_002505,VC2064,CDS,NC_002505,10,0,1.6751684220021752e-5,0.000727222923401586,2,-,2215759,2216378,2219967,2220539,-,0.8969,0.2392
flgI,CDS,NC_002505,flgL,CDS,NC_002505,10,0,3.5289993235270245e-6,0.00019022360927016914,2,-,2340482,2341374,2336433,2337128,-,0.9355,0.2246
VC0149,CDS,NC_002505,VC0150:VC0152,IGR,NC_002505,10,1,1.7159384698196847e-16,2.7091222050405614e-14,1,+,139357,139813,141067,142163,+,0.9788,0.0792
VC1760,CDS,NC_002505,VC1763,CDS,NC_002505,10,1,5.090077970184336e-16,7.832531848239228e-14,2,-,1898506,1901454,1902919,1903597,-,0.8559,0.0477
VC1760,CDS,NC_002505,Vcr068,sRNA,NC_002505,10,1,7.929060253418806e-22,1.5887309320005551e-19,2,-,1898700,1900260,1897864,1897962,-,0.7997,0.037
VC2330,CDS,NC_002505,VC2323:VC2330,IGR,NC_002505,10,0,7.960399711290869e-25,1.7713359991657048e-22,2,-,2480984,2481291,2478469,2479990,-,0.3264,0.0019
VC2295,CDS,NC_002505,VC2289,CDS,NC_002505,10,0,1.4380836859393723e-6,8.627254420921569e-5,2,-,2449818,2450687,2443857,2444723,-,0.7219,0.0538
VC0406,CDS,NC_002505,VC0396:VC0423,IGR,NC_002505,10,0,5.8099354892714656e-5,0.002043855824945464,2,+,433101,434297,423675,452290,-,0.9706,0.0165
VC0180,CDS,NC_002505,VC0181,3UTR,NC_002505,10,1,1.802508551399502e-19,3.2878918318165826e-17,2,+,181868,183309,183950,184086,+,0.8991,0.0242
VCA1090,CDS,NC_002506,VCA0002,CDS,NC_002506,10,0,1.925240734761271e-8,1.639169848340148e-6,2,-,1045904,1046312,1115,2943,+,0.7789,0.0
VCA0382a:VCA0387,IGR,NC_002506,VCA0309,CDS,NC_002506,10,2,8.923260250987347e-20,1.6485999268061165e-17,2,+,365329,365952,321348,321982,+,0.9576,0.0227
VC0040,3UTR,NC_002505,CsrD,sRNA,NC_002506,10,0,9.570964654570016e-10,9.505690141006198e-8,2,+,38509,38667,783955,784130,-,1.0,0.0
VC2118,CDS,NC_002505,flhB,3UTR,NC_002505,10,1,6.287353176546783e-16,9.633195129988088e-14,2,-,2273628,2274451,2274913,2275100,-,0.9036,0.0201
VC1345,CDS,NC_002505,VC1349,CDS,NC_002505,10,1,2.1477860535388552e-8,1.816840152665743e-6,2,+,1432991,1433688,1436625,1440287,+,0.9877,0.0025
cysN,CDS,NC_002505,VC2558,3UTR,NC_002505,10,3,7.978393579543338e-27,1.8830723546721673e-24,2,-,2740122,2740881,2739060,2739179,-,0.7909,0.0
