name1,type1,ref1,name2,type2,ref2,nb_chimeras,nb_multi,p_value,fdr,in_libs,strand1,left1,right1,left2,right2,strand2
Vcr082,sRNA,NC_002505,VCA0891,CDS,NC_002506,16,0,1.67E-16,1.20E-14,2,-,2433386,2433473,844052,844619,-
Vcr082,sRNA,NC_002505,pfkA,CDS,NC_002505,16,0,1.14E-08,4.17E-07,2,-,2433387,2433476,2857334,2857777,-
RyhB,sRNA,NC_002505,VC2656,CDS,NC_002505,16,0,2.70E-06,6.17E-05,2,+,102562,102672,2826748,2827399,+
RyhB,sRNA,NC_002505,infC,CDS,NC_002506,16,0,7.60E-09,2.85E-07,2,+,102567,102672,308635,308914,+
RyhB,sRNA,NC_002505,VC2252,CDS,NC_002505,16,0,2.05E-16,1.47E-14,2,+,102580,102672,2406115,2406163,-
RyhB,sRNA,NC_002505,tgt,5UTR,NC_002505,16,0,1.91E-40,3.23E-38,2,+,102583,102673,794218,794262,+
Vcr101,sRNA,NC_002506,VC0926,CDS,NC_002505,16,0,5.37E-28,6.30E-26,2,-,642203,642240,989382,989587,+
VC1866,5UTR,NC_002505,VC1051,CDS,NC_002505,16,0,2.63E-28,3.12E-26,2,+,2006871,2006941,1121447,1121533,+
Vcr046,sRNA,NC_002505,VC0648,5UTR,NC_002505,16,0,2.82E-25,3.01E-23,2,+,1199341,1199383,692443,692489,+
Vcr064,sRNA,NC_002505,VC2086,CDS,NC_002505,16,0,0.000638865328126,0.00605756529545,2,-,1595729,1595801,2245912,2246593,-
Vcr064,sRNA,NC_002505,VC1765,CDS,NC_002505,16,0,5.04E-06,0.00010732356631,2,-,1595729,1595785,1906111,1907585,-
Vcr064,sRNA,NC_002505,VC1060,CDS,NC_002505,16,0,3.49E-11,1.69E-09,2,-,1595728,1595786,1127695,1128075,+
Vcr064,sRNA,NC_002505,VCA0278,5UTR,NC_002506,16,0,1.41E-15,9.53E-14,2,-,1595728,1595772,297654,297781,-
Vcr064,sRNA,NC_002505,VC0854,CDS,NC_002505,16,0,2.00E-16,1.44E-14,2,-,1595729,1595786,919541,920112,+
Vcr064,sRNA,NC_002505,VCA0199,CDS,NC_002506,16,1,1.04E-12,5.79E-11,2,-,1595729,1595771,216209,217741,+
sucA,CDS,NC_002505,VC2084,CDS,NC_002505,16,0,1.08E-16,7.84E-15,2,-,2246683,2249094,2243255,2244046,-
Vcr214,sRNA,NC_002505,VC2772,CDS,NC_002505,16,0,1.12E-05,0.000215563059743,2,+,2376003,2376143,2956899,2957738,-
Vcr214,sRNA,NC_002505,VC2221,5UTR,NC_002505,16,16,3.59E-18,2.84E-16,2,+,2376020,2376143,2375906,2375932,+
Vcr214,sRNA,NC_002505,VCA0741,CDS,NC_002506,16,1,1.11E-15,7.57E-14,2,+,2376034,2376143,687047,687243,+
VC1013,CDS,NC_002505,VC1012,CDS,NC_002505,16,4,8.52E-23,8.27E-21,2,-,1081719,1082331,1080995,1081498,-
VC0706,3UTR,NC_002505,VC2699,CDS,NC_002505,16,0,8.05E-06,0.000162028872952,2,-,756202,756242,2866527,2867843,+
VC0706,3UTR,NC_002505,VC1871:VC1872,IGR,NC_002505,16,0,6.12E-32,8.15E-30,2,-,756201,756237,2014753,2014812,+
VC2771,CDS,NC_002505,VC2773,CDS,NC_002505,16,0,3.02E-14,1.88E-12,2,-,2956383,2956647,2957710,2958244,-
Qrr3,sRNA,NC_002506,VC0125,CDS,NC_002505,16,0,0.00153570925832,0.011425116436395,2,+,772286,772365,119226,120464,+
Qrr3,sRNA,NC_002506,VC1535,CDS,NC_002505,16,0,1.67E-09,6.81E-08,2,+,772287,772365,1647444,1647843,-
Qrr3,sRNA,NC_002506,VC1671,CDS,NC_002505,16,2,7.75E-07,2.02E-05,2,+,772272,772365,1803859,1804036,+
Qrr3,sRNA,NC_002506,VC1629,CDS,NC_002505,16,0,2.14E-05,0.00037995379931,2,+,772271,772366,1753995,1754959,-
Qrr3,sRNA,NC_002506,VC1484,CDS,NC_002505,16,0,1.81E-19,1.53E-17,2,+,772274,772365,1589043,1589163,-
Qrr3,sRNA,NC_002506,VC1240,3UTR,NC_002505,16,3,5.13E-18,4.03E-16,2,+,772285,772368,1314560,1314612,+
VCA0946,CDS,NC_002506,VCA0947,CDS,NC_002506,16,0,3.73E-21,3.40E-19,2,+,897882,898477,899218,899744,+
Qrr2,sRNA,NC_002506,VC0884,5UTR,NC_002505,16,0,6.36E-05,0.000965918970818,2,+,48459,48555,944220,944375,+
Qrr2,sRNA,NC_002506,metN:VC0929,IGR,NC_002505,16,2,9.96E-05,0.001403078721568,2,+,48474,48555,973435,973674,-
VC2061,CDS,NC_002505,VC2062,CDS,NC_002505,16,4,3.14E-23,3.11E-21,2,-,2215676,2216474,2216467,2217586,-
VCA0542,CDS,NC_002506,VCA0543,CDS,NC_002506,16,3,5.06E-19,4.20E-17,2,+,478307,479129,479353,479851,+
VC0404,CDS,NC_002505,VC0402,CDS,NC_002505,16,0,1.04E-27,1.21E-25,2,+,430303,431370,427733,429371,+
VC2052,CDS,NC_002505,VC2053,CDS,NC_002505,16,0,2.57E-33,3.57E-31,2,-,2208573,2209705,2210548,2210949,-
VC2348,3UTR,NC_002505,Vcr017,sRNA,NC_002505,16,1,3.83E-09,1.49E-07,2,-,2504351,2504413,350312,350367,-
VC2402,CDS,NC_002505,murD,CDS,NC_002505,16,0,8.08E-31,1.04E-28,2,-,2571023,2572154,2572364,2573552,-
VC1011,CDS,NC_002505,VC1012,CDS,NC_002505,16,16,1.71E-18,1.38E-16,2,-,1080455,1081016,1081005,1081399,-
VC1411,CDS,NC_002505,VC1410,CDS,NC_002505,16,1,3.24E-40,5.45E-38,2,+,1504413,1505666,1503275,1504248,+
xerC,CDS,NC_002505,dapF,CDS,NC_002505,16,1,1.04E-35,1.56E-33,2,+,122004,122894,120554,121297,+
VC0038,CDS,NC_002505,VC1866,CDS,NC_002505,16,0,1.44E-12,7.93E-11,2,-,36529,36688,2007032,2008566,+
Vcr067,sRNA,NC_002505,VCA0224:VCA0231,IGR,NC_002506,16,5,8.00E-25,8.42E-23,2,+,1801920,1802122,248595,248630,-
rpsQ,CDS,NC_002505,rpsC,CDS,NC_002505,16,0,7.06E-35,1.03E-32,2,-,2759882,2760092,2761042,2761410,-
dinG,CDS,NC_002505,VC1856,CDS,NC_002505,16,2,1.17E-30,1.50E-28,2,+,1994445,1996162,1996412,1997129,+
Vcr220,sRNA,NC_002505,hfq,5UTR,NC_002505,16,0,7.09E-19,5.85E-17,2,+,2653962,2654008,370024,370163,+
TarB,sRNA,NC_002505,VC0847,CDS,NC_002505,16,0,1.82E-07,5.41E-06,2,-,911231,911327,912851,913910,-
TarB,sRNA,NC_002505,VC0137,CDS,NC_002505,16,0,2.28E-12,1.23E-10,2,-,911232,911274,131555,132467,+
TarB,sRNA,NC_002505,sdhB,CDS,NC_002505,16,0,5.63E-15,3.67E-13,2,-,911232,911275,2249530,2250060,-
TarB,sRNA,NC_002505,VC1890,5UTR,NC_002505,16,0,3.03E-23,3.00E-21,2,-,911232,911296,2039549,2039650,-
VC0405,CDS,NC_002505,VC0403,CDS,NC_002505,16,1,1.49E-27,1.73E-25,2,+,431466,432884,429453,430142,+
VC1069,CDS,NC_002505,VC1070,CDS,NC_002505,16,1,1.53E-40,2.59E-38,2,+,1136303,1136820,1137472,1137833,+
VCA0745,CDS,NC_002506,glpK,CDS,NC_002506,16,1,4.33E-37,6.67E-35,2,-,689745,690459,688131,689114,-
VC0420,CDS,NC_002505,VC0422,CDS,NC_002505,16,1,4.55E-26,5.00E-24,2,+,447333,450411,451390,452759,+
VC0125,CDS,NC_002505,VC0124,CDS,NC_002505,16,8,4.07E-30,5.11E-28,2,+,119211,120504,119063,119220,+
Vcr045,sRNA,NC_002505,oppB,5UTR,NC_002505,16,0,5.36E-38,8.44E-36,2,+,1164250,1164327,1160376,1160460,+
VC0181:VC0188,IGR,NC_002505,VC0706,CDS,NC_002505,16,0,0.000487567685924,0.004948592818166,2,+,184084,190723,756240,756584,-
VC0181:VC0188,IGR,NC_002505,VC0180,CDS,NC_002505,16,0,7.26E-32,9.64E-30,2,+,184081,185846,181920,183294,+
VC2489:VC2497,IGR,NC_002505,VC0713,5UTR,NC_002505,16,5,4.00E-23,3.94E-21,2,-,2679825,2681699,762410,762589,+
VC0724,CDS,NC_002505,VC0725,CDS,NC_002505,16,0,1.77E-39,2.92E-37,2,+,779184,781286,781328,782780,+
VC1095,CDS,NC_002505,VC1093,CDS,NC_002505,16,2,1.15E-44,2.13E-42,2,+,1163335,1164257,1161451,1162234,+
VC2766,CDS,NC_002505,VC2765,CDS,NC_002505,16,3,2.95E-31,3.84E-29,2,-,2952581,2953889,2951554,2952448,-
fliI,CDS,NC_002505,fliG,CDS,NC_002505,16,1,3.61E-31,4.68E-29,2,-,2283327,2284591,2285589,2286519,-
VC0246,CDS,NC_002505,VC0247,CDS,NC_002505,16,3,2.76E-08,9.51E-07,2,+,253010,253644,253742,254496,+
VC0847,CDS,NC_002505,VC0844:VC0847,IGR,NC_002505,16,1,2.63E-25,2.82E-23,2,-,912872,914140,911338,912627,-
tuf2,3UTR,NC_002505,tuf,CDS,NC_002505,16,0,1.83E-38,2.92E-36,2,+,382942,383006,335442,336413,+
rbfA,CDS,NC_002505,infB,CDS,NC_002505,16,0,3.91E-24,4.01E-22,2,+,688130,688531,685681,687228,+
VC0827,CDS,NC_002505,VC0828,CDS,NC_002505,16,1,1.01E-23,1.02E-21,2,+,889507,889904,890694,891099,+
VC0827,CDS,NC_002505,VC0826,CDS,NC_002505,16,16,1.30E-16,9.38E-15,2,+,889510,889636,889455,889512,+
VC2050,CDS,NC_002505,VC2049,CDS,NC_002505,16,1,1.40E-29,1.72E-27,2,-,2207501,2207954,2206269,2206999,-
recF,CDS,NC_002505,dnaA,CDS,NC_002505,16,2,4.72E-14,2.89E-12,2,+,9966,11023,7376,8763,+
ileS,CDS,NC_002505,lspA,CDS,NC_002505,16,1,7.28E-34,1.03E-31,2,+,728763,731550,731531,732075,+
sdhC,5UTR,NC_002505,sdhA,CDS,NC_002505,16,0,9.90E-25,1.04E-22,2,-,2252755,2252856,2250667,2251620,-
VC0252,CDS,NC_002505,VC0250,CDS,NC_002505,16,1,8.15E-15,5.27E-13,2,+,259857,260344,256319,257306,+
VC2627,CDS,NC_002505,aroB,CDS,NC_002505,16,2,5.42E-32,7.25E-30,2,-,2797945,2799102,2799446,2800432,-
fre:murB,IGR,NC_002505,VC2753,3UTR,NC_002505,16,10,2.67E-18,2.13E-16,2,+,323919,325713,2939010,2939170,-
VC0487:VC0494,IGR,NC_002505,VC0487,CDS,NC_002505,16,0,3.25E-24,3.34E-22,2,+,519323,521215,517542,518936,+
VC0268,CDS,NC_002505,VC0269,CDS,NC_002505,16,4,4.66E-26,5.11E-24,2,+,273566,274125,274585,275650,+
VCA0310:VCA0313,IGR,NC_002506,VCA0387,5UTR,NC_002506,16,1,3.50E-35,5.14E-33,2,+,322674,323349,365985,366131,+
VC1951,CDS,NC_002505,VC1950,CDS,NC_002505,16,1,1.51E-33,2.11E-31,2,-,2102888,2103880,2100351,2102434,-
VCA0830,CDS,NC_002506,Vcr076,sRNA,NC_002505,16,0,2.19E-06,5.12E-05,2,+,776057,776807,2266053,2266135,-
glyQ,CDS,NC_002505,glyS,CDS,NC_002505,16,0,2.36E-35,3.48E-33,2,-,19052,19867,16901,18365,-
dapF,CDS,NC_002505,VC0125,CDS,NC_002505,16,1,1.02E-30,1.30E-28,2,+,120503,121300,119208,120261,+
VC0414,CDS,NC_002505,VC0415,CDS,NC_002505,16,2,7.05E-22,6.61E-20,2,+,438286,441985,442135,443211,+
VCA0939,5UTR,NC_002506,Qrr2,sRNA,NC_002506,16,12,1.73E-12,9.43E-11,2,+,890209,890260,48458,48500,+
VC1101,5UTR,NC_002505,VC1102,CDS,NC_002505,16,5,5.33E-33,7.33E-31,2,+,1170641,1170716,1171871,1172741,+
VC0713,CDS,NC_002505,VC2745:VC2753,IGR,NC_002505,16,4,6.12E-12,3.18E-10,2,+,762600,762770,2931697,2937463,-
VC0713,CDS,NC_002505,fre:murB,IGR,NC_002505,16,8,5.30E-17,3.94E-15,2,+,762592,762764,323812,325713,+
VC1840,CDS,NC_002505,VC1837,CDS,NC_002505,16,0,5.10E-33,7.02E-31,2,-,1980685,1981105,1978665,1979474,-
pntB,CDS,NC_002506,pntA,CDS,NC_002506,16,0,4.81E-30,6.02E-28,2,+,501758,503155,500211,501730,+
VC2775,CDS,NC_002505,VC2773,CDS,NC_002505,16,1,8.47E-22,7.92E-20,2,-,2959150,2960672,2957735,2958340,-
VCA0617,CDS,NC_002506,VCA0618,CDS,NC_002506,16,4,1.54E-50,3.17E-48,2,+,552142,553099,553356,554053,+
VC0681,CDS,NC_002505,ileS,CDS,NC_002505,16,2,2.29E-30,2.90E-28,2,+,727968,728684,728757,731462,+
VC2167,CDS,NC_002505,TfoR,sRNA,NC_002505,16,0,0.002891603210476,0.017757368543718,2,+,2314916,2315073,2236578,2236630,+
flgD,CDS,NC_002505,flgE,CDS,NC_002505,16,2,1.16E-36,1.77E-34,2,-,2345443,2346128,2344178,2345014,-
VC1148,5UTR,NC_002505,Vcr229,sRNA,NC_002506,16,1,6.24E-07,1.66E-05,2,-,1220014,1220180,897526,897742,+
rbn,CDS,NC_002505,VC2740,CDS,NC_002505,16,3,4.60E-38,7.26E-36,2,-,2915184,2915850,2913745,2914635,-
gyrB,CDS,NC_002505,recF,CDS,NC_002505,16,2,3.47E-20,3.03E-18,2,+,11298,13506,10062,11085,+
VCA1078:VCA1080,IGR,NC_002506,TfoR,sRNA,NC_002505,16,0,0.000577346192477,0.005627697480045,2,+,1032734,1033061,2236607,2236672,+
VCA0049,CDS,NC_002506,VCA0051,CDS,NC_002506,16,0,2.39E-32,3.22E-30,2,-,56604,58114,58511,59481,-
VC0833,CDS,NC_002505,VC0831,CDS,NC_002505,16,0,2.15E-35,3.18E-33,2,+,894852,895456,893002,894168,+
VC0745,3UTR,NC_002505,Vcr045,sRNA,NC_002505,16,1,3.25E-30,4.09E-28,2,-,798785,798824,1164259,1164321,+
VC2723,CDS,NC_002505,VC2725,CDS,NC_002505,16,1,8.67E-36,1.30E-33,2,-,2897024,2897672,2898417,2899324,-
VC0762,3UTR,NC_002505,VC0761,CDS,NC_002505,16,0,3.45E-41,5.93E-39,2,+,815352,815393,813520,814174,+
fadB,5UTR,NC_002505,Vcr076,sRNA,NC_002505,16,0,0.009579431271922,0.039896019901863,2,+,2942258,2942335,2266061,2266135,-
yieM,CDS,NC_002506,VCA0763,CDS,NC_002506,16,2,4.29E-36,6.46E-34,2,-,705292,706527,706549,707950,-
VC1153,CDS,NC_002505,TfoR,sRNA,NC_002505,16,0,0.002272119635532,0.015059897437106,2,+,1224958,1225497,2236577,2236659,+
VC1976,CDS,NC_002505,VC1975,CDS,NC_002505,16,1,2.36E-39,3.86E-37,2,-,2127730,2129013,2126102,2127158,-
VCA0431,CDS,NC_002506,VCA0420,CDS,NC_002506,16,2,3.74E-53,8.11E-51,2,+,391428,391761,386463,386735,+
VC1812:VC1816,IGR,NC_002505,VC2352,CDS,NC_002505,16,1,1.88E-29,2.30E-27,2,-,1956681,1956719,2509369,2509452,-
thyA,CDS,NC_002505,VC0674,CDS,NC_002505,16,0,1.49E-34,2.15E-32,2,+,722012,722411,720767,721167,+
Spot42,sRNA,NC_002505,VCA0454:VCA0466,IGR,NC_002506,15,0,7.19E-06,0.000146837451709,2,+,106107,106183,407822,412023,-
Spot42,sRNA,NC_002505,VC0750,CDS,NC_002505,15,0,0.007895641373445,0.035035357579122,2,+,106126,106184,802885,803235,+
Spot42,sRNA,NC_002505,VCA0427:VCA0444,IGR,NC_002506,15,0,0.000289308107586,0.003311162446141,2,+,106088,106185,395229,398794,-
Spot42,sRNA,NC_002505,VC1605a,CDS,NC_002505,15,0,0.000127684886901,0.001720962304349,2,+,106124,106183,1720015,1720272,+
Spot42,sRNA,NC_002505,VCA0285,CDS,NC_002506,15,0,0.000210847555832,0.002579230780513,2,+,106090,106183,305218,305756,+
Spot42,sRNA,NC_002505,VC0637,5UTR,NC_002505,15,0,0.000151489387279,0.001977867931394,2,+,106107,106184,678073,678121,+
Spot42,sRNA,NC_002505,VCA0253:VCA0265,IGR,NC_002506,15,0,6.19E-05,0.000943950880178,2,+,106127,106183,274959,281187,+
Spot42,sRNA,NC_002505,VC1892,3UTR,NC_002505,15,0,9.15E-06,0.000181215555985,2,+,106142,106183,2039684,2039789,-
Spot42,sRNA,NC_002505,VC1391,3UTR,NC_002505,15,0,0.000289308107586,0.003311162446141,2,+,106104,106183,1483004,1483106,+
Spot42,sRNA,NC_002505,tppB,3UTR,NC_002505,15,0,1.29E-08,4.68E-07,2,+,106104,106183,1052266,1052331,-
GcvB,sRNA,NC_002505,VC1274,CDS,NC_002505,15,0,0.009395154731818,0.039373250256877,2,-,954718,954768,1348825,1349345,+
GcvB,sRNA,NC_002505,VC0336,CDS,NC_002505,15,0,0.000294724802811,0.003358123159755,2,-,954718,954792,355135,356229,-
GcvB,sRNA,NC_002505,VC2548:VC2558,IGR,NC_002505,15,0,1.37E-07,4.18E-06,2,-,954718,954793,2735624,2738053,-
GcvB,sRNA,NC_002505,VC0914,CDS,NC_002505,15,0,1.19E-05,0.000228160090501,1,-,954718,954811,976435,977775,+
GcvB,sRNA,NC_002505,VC1909,CDS,NC_002505,15,0,6.41E-07,1.70E-05,2,-,954718,954862,2059284,2059770,+
GcvB,sRNA,NC_002505,VC1863,5UTR,NC_002505,15,0,1.05E-16,7.65E-15,2,-,954718,954882,2003474,2003541,-
GcvB,sRNA,NC_002505,VC1619,3UTR,NC_002505,15,0,1.14E-18,9.30E-17,1,-,954717,954834,1732792,1732865,+
Vcr076,sRNA,NC_002505,VC2564,CDS,NC_002505,15,0,0.000615240405601,0.005896485686356,2,-,2266016,2266117,2746113,2747520,-
Vcr076,sRNA,NC_002505,VC0852,CDS,NC_002505,15,1,0.000615240405601,0.005896485686356,2,-,2266015,2266133,916940,918178,-
Vcr076,sRNA,NC_002505,VCA1070,3UTR,NC_002506,15,0,1.51E-08,5.42E-07,2,-,2266017,2266107,1020827,1020891,-
Vcr076,sRNA,NC_002505,VC0995,CDS,NC_002505,15,0,0.012084634155175,0.046494612427651,2,-,2266015,2266098,1061464,1062510,+
Vcr076,sRNA,NC_002505,VCA1072,3UTR,NC_002506,15,0,1.19E-05,0.000228131849491,2,-,2266016,2266140,1022799,1022854,-
Vcr076,sRNA,NC_002505,VC1470,CDS,NC_002505,15,0,2.68E-07,7.68E-06,2,-,2266016,2266057,1577643,1577960,+
Vcr076,sRNA,NC_002505,VC2636:VC2641,IGR,NC_002505,15,0,2.83E-09,1.13E-07,2,-,2266016,2266070,2810752,2811191,-
Vcr043,sRNA,NC_002505,VC0807,CDS,NC_002505,15,0,0.001369426419096,0.010542079511334,2,+,1114607,1114748,862496,862972,-
Vcr043,sRNA,NC_002505,VCA0764,CDS,NC_002506,15,0,0.001731823407454,0.012451766487926,2,+,1114616,1114748,708732,709052,+
Vcr043,sRNA,NC_002505,VCA0164:VCA0167,IGR,NC_002506,15,0,2.21E-05,0.000390993205875,2,+,1114642,1114748,184495,184606,-
Vcr043,sRNA,NC_002505,VC0451,CDS,NC_002505,15,0,2.89E-06,6.56E-05,2,+,1114619,1114749,482943,483204,-
Vcr043,sRNA,NC_002505,VC2506,CDS,NC_002505,15,0,0.001072872904688,0.008822567061649,2,+,1114608,1114748,2694372,2694953,-
Vcr043,sRNA,NC_002505,VCA0464,CDS,NC_002506,15,0,1.66E-05,0.000305006617201,2,+,1114643,1114749,412909,413048,+
Vcr043,sRNA,NC_002505,VC1262,5UTR,NC_002505,15,0,1.35E-07,4.11E-06,2,+,1114634,1114748,1336648,1336696,+
TfoR,sRNA,NC_002505,VCA0893,CDS,NC_002506,15,0,0.001218098570942,0.009681169726825,2,+,2236607,2236709,845536,845839,-
TfoR,sRNA,NC_002505,VC0067,CDS,NC_002505,15,1,0.001149540380701,0.00928909285621,2,+,2236608,2236710,66858,67805,-
TfoR,sRNA,NC_002505,fadJ,CDS,NC_002505,15,0,2.38E-07,6.89E-06,2,+,2236608,2236709,1116208,1118223,+
TfoR,sRNA,NC_002505,flgB,CDS,NC_002505,15,0,6.69E-05,0.001007921891952,2,+,2236628,2236709,2346675,2346892,-
TfoR,sRNA,NC_002505,lamB:VCA1032,IGR,NC_002506,15,0,2.64E-06,6.06E-05,2,+,2236608,2236709,977967,981607,-
TfoR,sRNA,NC_002505,hemA:VC2187,IGR,NC_002505,15,0,1.27E-08,4.59E-07,2,+,2236593,2236709,2327389,2330009,-
TfoR,sRNA,NC_002505,VC2146,CDS,NC_002505,15,0,0.008143421708053,0.035775130477973,2,+,2236596,2236709,2301312,2301798,-
TfoR,sRNA,NC_002505,VC2660,CDS,NC_002505,15,0,3.91E-05,0.000639073251139,2,+,2236666,2236709,2830236,2830640,-
TfoR,sRNA,NC_002505,VCA0318,CDS,NC_002506,15,3,0.000276910420056,0.003198553746869,2,+,2236606,2236709,326102,326162,-
TfoR,sRNA,NC_002505,VC2235,CDS,NC_002505,15,0,3.38E-06,7.55E-05,2,+,2236590,2236709,2389513,2389880,-
TfoR,sRNA,NC_002505,VCA0592,CDS,NC_002506,15,0,0.000548973645788,0.005414934529014,2,+,2236671,2236709,530585,531127,-
TfoR,sRNA,NC_002505,hslO,CDS,NC_002505,15,0,0.000110665026608,0.001530679206495,2,+,2236606,2236709,2909382,2909544,+
TfoR,sRNA,NC_002505,VC1414,CDS,NC_002505,15,0,0.004228441498343,0.023025499769438,2,+,2236608,2236709,1507894,1508920,-
TfoR,sRNA,NC_002505,VCA0608,CDS,NC_002506,15,0,2.62E-09,1.05E-07,2,+,2236608,2236709,545456,546150,-
TfoR,sRNA,NC_002505,VC1832,CDS,NC_002505,15,0,0.000367056591002,0.003983029894654,2,+,2236671,2236709,1973972,1974148,+
TfoR,sRNA,NC_002505,VC2036:VC2038,IGR,NC_002505,15,1,9.56E-10,4.01E-08,2,+,2236604,2236709,2192907,2192977,-
TfoR,sRNA,NC_002505,VC1348:VC1350,IGR,NC_002505,15,0,6.07E-08,1.97E-06,2,+,2236669,2236709,1437986,1440536,-
TfoR,sRNA,NC_002505,VC1686,CDS,NC_002505,15,1,4.89E-11,2.34E-09,2,+,2236608,2236709,1819849,1819955,-
Vcr227,sRNA,NC_002506,pgk,CDS,NC_002505,15,1,0.012482314347304,0.047500420307555,2,+,479958,480023,508229,509235,+
Vcr227,sRNA,NC_002506,rpmA,CDS,NC_002505,15,0,0.000289933365661,0.003316834230043,2,+,479958,480023,466781,466897,+
Vcr227,sRNA,NC_002506,VC2542,CDS,NC_002505,15,2,1.77E-09,7.21E-08,2,+,479969,480023,2723367,2724192,-
Vcr227,sRNA,NC_002506,VC1771,CDS,NC_002505,15,0,1.18E-06,2.94E-05,2,+,479953,480022,1920216,1920298,-
Vcr227,sRNA,NC_002506,VCA0763:VCA0768,IGR,NC_002506,15,0,0.001139135355433,0.00922682079726,2,+,479957,480023,710159,711155,-
Vcr227,sRNA,NC_002506,VC2111,CDS,NC_002505,15,0,0.00237772046149,0.015529143026469,2,+,479945,480023,2269637,2270133,-
Vcr227,sRNA,NC_002506,zntR,5UTR,NC_002505,15,0,3.51E-11,1.70E-09,2,+,479980,480023,282593,282778,+
Vcr227,sRNA,NC_002506,VC1763,CDS,NC_002505,15,0,3.14E-07,8.86E-06,2,+,479950,480023,1903080,1903611,-
Vcr227,sRNA,NC_002506,VC2053,CDS,NC_002505,15,0,1.25E-06,3.11E-05,2,+,479943,480023,2210501,2210865,-
Vcr227,sRNA,NC_002506,VC0401,CDS,NC_002505,15,0,7.32E-09,2.75E-07,2,+,479968,480023,427540,427706,+
Vcr227,sRNA,NC_002506,VC1542,CDS,NC_002505,15,0,1.22E-16,8.84E-15,2,+,479958,480023,1655126,1655607,-
Vcr227,sRNA,NC_002506,tolC,CDS,NC_002505,15,0,7.29E-06,0.000148682152913,2,+,479936,480023,2610966,2611307,+
Vssrna24,sRNA,NC_002505,apaG,CDS,NC_002505,15,0,1.82E-05,0.000329277421914,2,+,106494,106538,471383,471668,-
Vssrna24,sRNA,NC_002505,VC0929,3UTR,NC_002505,15,0,0.003312736357597,0.019499578837881,2,+,106495,106538,991982,992123,-
Vcr089,sRNA,NC_002505,VC1069,CDS,NC_002505,15,1,0.000266359018507,0.003100910715145,2,-,2812095,2812162,1136428,1137077,+
Vcr089,sRNA,NC_002505,VC0156,5UTR,NC_002505,15,0,1.64E-11,8.19E-10,2,-,2812095,2812162,145313,145391,+
Vcr089,sRNA,NC_002505,VC2504,CDS,NC_002505,15,0,4.12E-08,1.37E-06,2,-,2812095,2812131,2691718,2692594,-
Vcr089,sRNA,NC_002505,wecC,CDS,NC_002505,15,1,3.87E-09,1.51E-07,2,-,2812095,2812163,980593,981082,+
Qrr1,sRNA,NC_002505,VC0430,CDS,NC_002505,15,1,4.77E-08,1.57E-06,2,-,1089964,1090025,460545,461109,-
Qrr1,sRNA,NC_002505,VC0188,CDS,NC_002505,15,9,3.24E-09,1.28E-07,2,-,1089964,1090013,192499,193697,+
Qrr1,sRNA,NC_002505,VC1105:VC1111,IGR,NC_002505,15,8,1.11E-13,6.65E-12,2,-,1089964,1090044,1177878,1177985,-
Qrr1,sRNA,NC_002505,VC1655,CDS,NC_002505,15,0,2.46E-13,1.44E-11,2,-,1089964,1090044,1787580,1787806,+
VC0706,CDS,NC_002505,VC0195,CDS,NC_002505,15,0,0.001835495826404,0.012974110762184,2,-,756238,756369,201258,201629,-
Vcr229,sRNA,NC_002506,VCA1084:VCA1098,IGR,NC_002506,15,1,4.61E-05,0.0007358748771,2,+,897541,897724,1040179,1047445,+
Vcr229,sRNA,NC_002506,VC0118,CDS,NC_002505,15,0,0.001182425191182,0.009480850964987,2,+,897544,897726,112856,113963,-
Vcr229,sRNA,NC_002506,VC0651,CDS,NC_002505,15,0,9.60E-05,0.001361629477554,2,+,897530,897724,695963,696193,-
Vcr229,sRNA,NC_002506,VCA0530,5UTR,NC_002506,15,0,3.62E-12,1.92E-10,2,+,897558,897726,468894,469011,-
Vcr229,sRNA,NC_002506,VC2269,3UTR,NC_002505,15,0,2.62E-12,1.40E-10,2,+,897531,897727,2423385,2423526,-
VrrA,sRNA,NC_002505,rplF,CDS,NC_002505,15,0,0.000167903114104,0.00215086072089,2,+,1878729,1878823,2757297,2757631,-
VrrA,sRNA,NC_002505,VC1060,CDS,NC_002505,15,0,0.002907630204823,0.017829552979291,2,+,1878743,1878823,1127797,1128513,+
VrrA,sRNA,NC_002505,rpsI,CDS,NC_002505,15,0,0.001034124280026,0.008593073116925,2,+,1878730,1878823,603481,603744,+
VrrA,sRNA,NC_002505,mnmA:VC1130,IGR,NC_002505,15,0,9.18E-05,0.001311941180267,2,+,1878780,1878824,1196682,1196816,-
VrrA,sRNA,NC_002505,VC0635,CDS,NC_002505,15,0,9.65E-07,2.46E-05,2,+,1878742,1878823,676979,677266,-
VrrA,sRNA,NC_002505,VC0268,CDS,NC_002505,15,1,0.000187363724133,0.002347900375237,2,+,1878742,1878823,273654,274127,+
VrrA,sRNA,NC_002505,VC2467,CDS,NC_002505,15,0,2.39E-06,5.53E-05,2,+,1878740,1878824,2649206,2649762,-
VrrA,sRNA,NC_002505,VCA0313,5UTR,NC_002506,15,0,2.89E-05,0.00049403445018,2,+,1878783,1878823,323320,323382,+
VrrA,sRNA,NC_002505,VC2269,CDS,NC_002505,15,0,0.001034124280026,0.008593073116925,2,+,1878738,1878825,2423667,2424359,-
