name1,gene1,name2,gene2,type1,type2,relpos1,relpos2,nb_fragments,libs,norm_odds,p_value,ip_total_ratio1,ip_total_ratio2,chromosome1,first_start1,last_start1,chromosome2,first_start2,last_start2
VC0655,VC0655,Vcr017,Vcr017,gene,srna,0.35135135135135137,-1.0,10,"1,2",23.36,8.198e-7,0.75,17.15,NC_002505,700502,700574,NC_002505,-350294,-350285
VC0247,VC0247,Qrr4,Qrr4,gene,srna,0.13811659192825113,-1.0,10,"1,2",10.69,5.65179e-5,0.43,12.74,NC_002505,253926,253984,NC_002506,-908257,-908212
U3.uvrB -> IG.uvrB|VC1021,IG.uvrB|VC1021,Qrr4,Qrr4,igr,srna,0.03816793893129771,-1.0,10,"1,2",78.96,0.0,1.18,12.74,NC_002505,1089952,1089995,NC_002506,-908236,-908211
VC2111,VC2111,Vcr001,Vcr001,gene,srna,0.016928657799274487,-1.0,10,"1,2",126.6,0.0,2.33,23.4,NC_002505,-2269971,-2269927,NC_002505,21901,21906
VC1865,VC1865,TfoR,TfoR,gene,srna,0.3049109552077712,-1.0,10,"1,2",2.6,0.0210315352,0.49,81.16,NC_002505,2005818,2005883,NC_002505,2236670,2236678
VC2773 -> U5.VC2772,VC2773,Vcr017,Vcr017,gene,srna,0.5740913327120224,-1.0,10,"1,2",2.16,0.0242905025,1.91,17.15,NC_002505,-2957758,-2957705,NC_002505,-350293,-350285
Spot42,Spot42,U3.rbsC,rbsC,srna,gene,-1.0,0.7272727272727273,10,"1,2",3.84,0.0036749978,30.54,14.94,NC_002505,106077,106099,NC_002506,144701,144758
IG.VCA0846|VCA0838 -> CsrD,CsrD,Vcr043,Vcr043,srna,srna,-1.0,-1.0,10,"1,2",13.48,6.2122e-6,0.23,38.81,NC_002506,-784157,-784110,NC_002505,1114608,1114697
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.3948517236188469,0.3474810850710463,10,"1,2",31.64,0.0,0.14,0.18,NC_002505,-2931183,-2931113,NC_002505,55652,55689
VC1492,VC1492,Vcr043,Vcr043,gene,srna,0.0,-1.0,10,"1,2",2.04,0.0494173931,4.09,38.81,NC_002505,-1602394,-1602314,NC_002505,1114603,1114671
serB,serB,GcvB,GcvB,gene,srna,0.43001555209953346,-1.0,10,"1,2",38.45,0.0,2.05,11.67,NC_002505,-2502094,-2502081,NC_002505,-954736,-954725
VC1150 -> U5.VC1149,VC1150,Vcr001,Vcr001,gene,srna,0.4758961681087763,-1.0,10,"1,2",222.02,0.0,0.31,23.4,NC_002505,-1222087,-1222007,NC_002505,21901,21905
VC0710,VC0710,Vcr090,Vcr090,gene,srna,0.3816046966731898,-1.0,10,"1,2",13.22,2.108e-7,0.25,9.03,NC_002505,759300,759391,NC_002506,3242,3250
IG.VC1600|VC1597,IG.VC1600|VC1597,Qrr4,Qrr4,igr,srna,0.5410114747131322,-1.0,10,"1,2",211.13,0.0,0.93,12.74,NC_002505,-1712391,-1712373,NC_002506,-908257,-908207
IG.VC2646|VC2647 -> U5.VC2647,VC2647,VC1130,VC1130,gene,gene,0.0,0.0,10,1,10.24,2.218e-7,91.28,0.23,NC_002505,2821325,2821388,NC_002505,-1198571,-1198550
VC0401,VC0401,Vcr227,Vcr227,gene,srna,0.06320907617504051,-1.0,10,1,10.28,4.492e-7,0.25,82.96,NC_002505,427540,427589,NC_002506,479968,479988
U5.fabZ,lpxD,TfoR,TfoR,gene,srna,0.7003690036900369,-1.0,10,1,11.28,1.753e-7,0.22,81.16,NC_002505,-2404485,-2404472,NC_002505,2236671,2236675
VC1766,VC1766,VqmR,VqmR,gene,srna,0.7433435181143605,-1.0,10,1,11.31,1.419e-7,0.29,4.98,NC_002505,-1909042,-1909006,NC_002506,1031546,1031554
VC0671,VC0671,Vcr017,Vcr017,gene,srna,0.24971623155505107,-1.0,10,1,41.49,0.0,0.23,17.15,NC_002505,717401,717498,NC_002505,-350289,-350285
U5.malS -> malS,malS,Qrr3,Qrr3,gene,srna,0.0,-1.0,10,1,45.47,0.0,1.9,52.1,NC_002506,809210,809276,NC_002506,772285,772294
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.18770609622051238,0.3434212954419635,10,1,117.38,0.0,0.12,0.18,NC_002505,-2679588,-2679512,NC_002505,55631,55666
U3.secF,secF,Vcr090,Vcr090,gene,srna,0.6896551724137931,-1.0,10,1,36.36,0.0,0.66,9.03,NC_002505,798711,798723,NC_002506,3242,3250
VCA0628,VCA0628,GcvB,GcvB,gene,srna,0.7611156022635408,-1.0,10,1,2.59,0.0137171791,11.87,11.67,NC_002506,565807,565845,NC_002505,-954729,-954729
U3.rplA -> U5.rplJ,rplA,rplL -> U3.rplL,rplL,gene,gene,0.6613386613386614,0.3218045112781955,10,1,32.92,0.0,0.07,0.22,NC_002505,339011,339096,NC_002505,340101,340162
IG.VC0334|VC0341,IG.VC0334|VC0341,TfoR,TfoR,igr,srna,0.08468011219447041,-1.0,10,1,26.86,2.0e-10,2.65,81.16,NC_002505,354148,354159,NC_002505,2236626,2236674
VC2033,VC2033,VqmR,VqmR,gene,srna,0.47520107238605896,-1.0,10,1,2.69,0.0108581512,0.13,4.98,NC_002505,-2188767,-2188702,NC_002506,1031502,1031553
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.3707896971412397,0.30451527224435593,10,1,77.36,0.0,0.14,0.2,NC_002505,152803,152887,NC_002505,403614,403686
leuO,leuO,GcvB,GcvB,gene,srna,0.39209486166007906,-1.0,10,1,27.31,1.0e-10,0.48,11.67,NC_002505,-2666470,-2666457,NC_002505,-954769,-954729
U5.VC2059 -> U3.VC2060,VC2060,Vssrna24,Vssrna24,gene,srna,0.6778115501519757,-1.0,10,1,2.62,0.0122229897,2.75,250.37,NC_002505,-2214667,-2214620,NC_002505,106495,106499
VC0408 -> U3.VC0408,VC0408,VrrA,VrrA,gene,srna,0.5224719101123596,-1.0,10,1,4.54,0.0002263382,0.46,44.64,NC_002505,435422,435475,NC_002505,1878716,1878788
metG,metG,Vssrna24,Vssrna24,gene,srna,0.22713738834538494,-1.0,10,1,6.88,7.00524e-5,0.25,208.25,NC_002505,-1103756,-1103701,NC_002505,106502,106503
U3.pdhR -> aceE,aceE,TfoR,TfoR,gene,srna,0.0,-1.0,10,1,4.51,0.0002809281,0.25,81.16,NC_002505,-2587495,-2587426,NC_002505,2236669,2236674
VCA0099,VCA0099,Vcr017,Vcr017,gene,srna,0.06194029850746269,-1.0,10,1,278.61,0.0,0.58,17.15,NC_002506,107082,107087,NC_002505,-350290,-350282
VC0247,VC0247,Vcr090,Vcr090,gene,srna,0.22511210762331837,-1.0,10,1,2.12,0.0487598897,0.2,9.03,NC_002505,254005,254099,NC_002506,3241,3250
IG.VC1711|VC1713,IG.VC1711|VC1713,Spot42,Spot42,igr,srna,0.6022727272727273,-1.0,10,1,6.67,0.000791818,Inf,130.25,NC_002505,1848323,1848335,NC_002505,106127,106149
VC2007,VC2007,TfoR,TfoR,gene,srna,0.0,-1.0,10,1,7.42,5.4575e-6,0.87,81.16,NC_002505,-2160460,-2160415,NC_002505,2236632,2236674
VC1769 -> VC1768,VC1769,Vcr227,Vcr227,gene,srna,0.8232002983961209,-1.0,10,1,18.09,5.0e-9,0.67,82.96,NC_002505,-1913678,-1913626,NC_002506,479985,479987
Vcr067,Vcr067,Vcr229,Vcr229,srna,srna,-1.0,-1.0,10,1,2.19,0.0381812614,2.7,21.82,NC_002505,1802006,1802059,NC_002506,897534,897593
U3.VC1957,VC1957,Vcr090,Vcr090,gene,srna,0.42105263157894735,-1.0,10,1,4.68,0.0002065732,0.9,9.03,NC_002505,-2110566,-2110514,NC_002506,3228,3250
IG.VC0386|metH,IG.VC0386|metH,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.30345285524568394,0.5490993025239601,10,1,859.06,0.0,0.14,0.1,NC_002505,403605,403679,NC_002505,-2928094,-2928054
VCA0702,VCA0702,Vcr090,Vcr090,gene,srna,0.6567679558011049,-1.0,10,1,77.26,0.0,0.44,9.03,NC_002506,643742,643770,NC_002506,3224,3255
U3.VCA0460 -> IG.VCA0460|VCA0463,IG.VCA0460|VCA0463,VqmR,VqmR,igr,srna,0.008168822328114363,-1.0,10,1,91.89,0.0,3.08,4.98,NC_002506,410735,410775,NC_002506,1031515,1031554
VC1084,VC1084,Spot42,Spot42,gene,srna,0.1778875849289685,-1.0,10,"1,2",3.34,0.0153748725,0.34,130.25,NC_002505,1150412,1150444,NC_002505,106108,106149
IG.VC0176|VC0175,IG.VC0176|VC0175,TarA,TarA,igr,srna,0.3684210526315789,-1.0,10,1,803.48,0.0,0.12,8.15,NC_002505,-177224,-177222,NC_002505,-888571,-888560
VC1629,VC1629,Qrr4,Qrr4,gene,srna,0.2619217081850534,-1.0,10,1,368.13,0.0,0.49,12.74,NC_002505,-1754199,-1754174,NC_002506,-908213,-908210
IG.VCA0942|VCA0946 -> Vcr229,Vcr229,VC0235,VC0235,srna,gene,-1.0,0.07042253521126761,10,1,25.82,1.0e-10,26.73,0.32,NC_002506,897526,897544,NC_002505,-240194,-240123
U5.VC0485 -> VC0485,VC0485,Vcr227,Vcr227,gene,srna,0.0,-1.0,10,1,6.75,1.31015e-5,0.11,82.96,NC_002505,-516158,-516122,NC_002506,479969,479987
U3.VC0241 -> VC0242,VC0242,VrrA,VrrA,gene,srna,0.0,-1.0,10,1,14.57,1.11e-8,0.37,44.64,NC_002505,248006,248088,NC_002505,1878785,1878788
murG,murG,TfoR,TfoR,gene,srna,0.3980938416422287,-1.0,10,1,9.4,7.874e-7,0.92,81.16,NC_002505,-2570355,-2570322,NC_002505,2236634,2236674
IG.VC1464|VC1470,IG.VC1464|VC1470,TfoR,TfoR,igr,srna,0.2457825071372956,-1.0,10,1,94.0,0.0,0.55,81.16,NC_002505,1574373,1574383,NC_002505,2236669,2236676
U5.VC1158 -> VC1158,VC1158,Qrr3,Qrr3,gene,srna,0.0,-1.0,10,1,39.85,0.0,2.26,52.1,NC_002505,1229063,1229098,NC_002506,772265,772294
VC2055,VC2055,TfoR,TfoR,gene,srna,0.21482889733840305,-1.0,10,1,10.44,3.306e-7,0.5,81.16,NC_002505,-2211549,-2211509,NC_002505,2236672,2236674
VC0105,VC0105,Vcr090,Vcr090,gene,srna,0.35219657483246464,-1.0,10,"1,2",15.85,9.8e-9,0.36,9.03,NC_002505,101403,101457,NC_002506,3241,3250
VC0632,VC0632,TfoR,TfoR,gene,srna,0.5785592739648326,-1.0,10,1,19.45,2.1e-9,1.33,81.16,NC_002505,-673599,-673556,NC_002505,2236669,2236674
VC0638,VC0638,VqmR,VqmR,gene,srna,0.27816901408450706,-1.0,10,1,33.42,0.0,0.78,4.98,NC_002505,680586,680599,NC_002506,1031502,1031553
VCA0340,VCA0340,Spot42,Spot42,gene,srna,0.0,-1.0,10,1,5.56,0.0016741559,0.55,130.25,NC_002506,338442,338482,NC_002505,106127,106149
VC1924 -> VC1925,VC1924,TarB,TarB,gene,srna,0.3657858136300417,-1.0,10,1,336.99,0.0,0.52,8.8,NC_002505,2075726,2075797,NC_002505,-911250,-911243
VC2290,VC2290,TarB,TarB,gene,srna,0.019003931847968544,-1.0,10,1,109.52,0.0,0.27,8.8,NC_002505,-2445996,-2445943,NC_002505,-911251,-911243
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.10452104972652917,0.30770252324037184,10,1,112.34,0.0,0.12,0.2,NC_002505,-2936967,-2936901,NC_002505,403664,403685
VCA0662 -> U3.VCA0662,VCA0662,Vcr090,Vcr090,gene,srna,0.5255863539445629,-1.0,10,1,25.75,2.0e-10,1.45,9.03,NC_002506,-597796,-597738,NC_002506,3242,3250
IG.VC0386|metH,IG.VC0386|metH,U3.VC1897,VC1897,igr,gene,0.7111553784860558,0.4815384615384615,10,1,900.3,0.0,0.25,1.89,NC_002505,406700,406723,NC_002505,-2043799,-2043796
IG.VC2075|VC2082 -> TfoR,TfoR,VC2357,VC2357,srna,gene,-1.0,0.0,10,1,31.53,0.0,14.62,2.47,NC_002505,2236577,2236599,NC_002505,2513932,2513999
U3.VC0024,VC0024,Vcr082,Vcr082,gene,srna,0.2645985401459854,-1.0,10,1,701.12,0.0,0.44,380.29,NC_002505,-21267,-21213,NC_002505,-2433398,-2433392
VC0268,VC0268,Vcr227,Vcr227,gene,srna,0.37767756482525366,-1.0,10,1,3.19,0.0037228481,2.0,82.96,NC_002505,274010,274077,NC_002506,479981,479995
VC1660a,VC1660a,Vcr090,Vcr090,gene,srna,0.2699836867862969,-1.0,10,1,68.67,0.0,1.08,9.03,NC_002505,1792460,1792475,NC_002506,3242,3250
VC0480,VC0480,Vcr017,Vcr017,gene,srna,0.09888220120378331,-1.0,10,"1,2",20.53,4.0e-10,0.58,17.15,NC_002505,511008,511096,NC_002505,-350293,-350286
aspA,aspA,GcvB,GcvB,gene,srna,0.08566533409480297,-1.0,10,1,2.28,0.0311494643,0.18,11.67,NC_002505,2865238,2865278,NC_002505,-954783,-954729
U5.VC0627,VC0627,VqmR,VqmR,gene,srna,0.0,-1.0,10,1,18.38,2.4e-9,2.14,4.98,NC_002505,665773,665791,NC_002506,1031546,1031553
lysS,lysS,Vcr043,Vcr043,gene,srna,0.011425462459194777,-1.0,10,"1,2",2.52,0.017315932,0.45,38.81,NC_002505,710723,710786,NC_002505,1114608,1114697
IG.fre|murB,IG.fre|murB,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.30074896694214875,0.10733102513924432,10,1,106.01,0.0,0.13,0.16,NC_002505,326014,326066,NC_002505,-2936898,-2936859
IG.VC0963|VC0970,IG.VC0963|VC0970,Vcr090,Vcr090,igr,srna,0.9702889702889703,-1.0,10,1,34.34,0.0,2.4,9.03,NC_002505,1033912,1033982,NC_002506,3223,3250
VC1957,VC1957,Qrr2,Qrr2,gene,srna,0.08223684210526316,-1.0,10,"1,2",39.57,0.0,1.44,6.09,NC_002505,-2110777,-2110736,NC_002506,48515,48520
U5.VC2462,VC2463,Vcr090,Vcr090,gene,srna,0.7912087912087912,-1.0,10,1,28.09,1.0e-10,0.21,9.03,NC_002505,-2645176,-2645171,NC_002506,3242,3250
IG.VCA0942|VCA0946 -> Vcr229,Vcr229,VC1442,VC1442,srna,gene,-1.0,0.3358338141950375,10,1,13.1,3.57e-8,26.73,0.5,NC_002506,897526,897580,NC_002505,-1538849,-1538807
ndk,ndk,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,10,1,70.67,0.0,0.6,23.4,NC_002505,808020,808057,NC_002505,21900,21905
U3.VC2096 -> VC2095,VC2095,Qrr3,Qrr3,gene,srna,0.0,-1.0,10,1,15.67,3.7e-9,5.61,52.1,NC_002505,-2257775,-2257722,NC_002506,772275,772294
VC0243,VC0243,Vcr001,Vcr001,gene,srna,0.4904996481351161,-1.0,10,1,13.54,1.47e-8,0.67,23.4,NC_002505,250144,250196,NC_002505,21901,21905
IG.VC0059|ccrB,IG.VC0059|ccrB,Vcr090,Vcr090,igr,srna,0.35873777449713967,-1.0,10,1,10.13,3.989e-7,0.04,9.03,NC_002505,55719,55743,NC_002506,3204,3249
U3.VC1481 -> VC1480,VC1480,U3.VCA0543 -> Vcr227,Vcr227,gene,srna,0.0,-1.0,10,1,2.5,0.0184192873,1.82,82.96,NC_002505,-1585993,-1585900,NC_002506,479957,479988
VC0826,VC0826,VC0911 -> U3.VC0911,VC0911,gene,gene,0.505699481865285,0.772635814889336,10,1,97.17,0.0,1.71,1.01,NC_002505,889476,889493,NC_002505,972981,972999
IG.VCA0832|phhA,IG.VCA0832|phhA,Spot42,Spot42,igr,srna,0.8196531791907514,-1.0,10,1,16.68,3.50527e-5,2.05,130.25,NC_002506,-774343,-774300,NC_002505,106143,106151
VC0910,VC0910,TfoR,TfoR,gene,srna,0.12327188940092165,-1.0,10,1,2.13,0.0475069176,0.89,81.16,NC_002505,970112,970191,NC_002505,2236638,2236674
VC0241,VC0241,Vcr017,Vcr017,gene,srna,0.0,-1.0,10,1,18.57,1.1e-9,0.25,17.15,NC_002505,246689,246699,NC_002505,-350293,-350286
U3.VC1390,VC1390,Spot42,Spot42,gene,srna,0.732,-1.0,10,1,11.12,0.0001201984,Inf,130.25,NC_002505,-1480462,-1480439,NC_002505,106126,106148
VC0698,VC0698,TfoR,TfoR,gene,srna,0.21352313167259787,-1.0,10,1,18.8,2.7e-9,0.23,81.16,NC_002505,-747497,-747409,NC_002505,2236635,2236676
U5.rplK,nusG,TfoR,TfoR,gene,srna,0.4834905660377358,-1.0,10,1,4.7,0.0002055185,0.14,81.16,NC_002505,337690,337691,NC_002505,2236669,2236674
pfkA,pfkA,Vcr017,Vcr017,gene,srna,0.0,-1.0,10,1,22.42,2.0e-10,0.19,17.15,NC_002505,-2857715,-2857712,NC_002505,-350293,-350286
tatA,tatA,VrrA,VrrA,gene,srna,0.05474452554744526,-1.0,10,1,13.72,1.89e-8,0.22,44.64,NC_002505,84922,84974,NC_002505,1878737,1878794
VCA0768,VCA0768,Vcr090,Vcr090,gene,srna,0.6670918367346939,-1.0,10,1,4.72,0.0001947936,0.37,9.03,NC_002506,-711537,-711508,NC_002506,3224,3250
U5.VC0583 -> VC0583,VC0583,Qrr4,Qrr4,gene,srna,0.0,-1.0,10,1,3.89,0.0007049253,4.14,12.74,NC_002505,-613198,-613144,NC_002506,-908266,-908212
VC1101,VC1101,Qrr3,Qrr3,gene,srna,0.0,-1.0,10,1,63.5,0.0,0.64,47.71,NC_002505,1170827,1170848,NC_002506,772307,772334
VC0421,VC0421,Vcr082,Vcr082,gene,srna,0.3921916592724046,-1.0,10,1,24.18,1.0e-10,0.52,380.29,NC_002505,451147,451182,NC_002505,-2433399,-2433390
VC2386,VC2386,Vcr090,Vcr090,gene,srna,0.25494276795005205,-1.0,10,1,2.15,0.0450150295,3.64,9.03,NC_002505,2551238,2551269,NC_002506,3216,3254
IG.VC1270|VC1272,IG.VC1270|VC1272,Spot42,Spot42,igr,srna,0.9124513618677043,-1.0,10,1,3.03,0.0233594948,1.8,130.25,NC_002505,1346629,1346655,NC_002505,106125,106148
rpsN -> U3.rpsN,rpsN,Vcr090,Vcr090,gene,srna,0.30578512396694213,-1.0,10,1,2.37,0.0249685281,0.06,9.03,NC_002505,-2758098,-2758015,NC_002506,3242,3250
U5.VCA0127,VCA0127,Spot42,Spot42,gene,srna,0.0,-1.0,10,1,3.34,0.0153748725,1.71,130.25,NC_002506,141610,141648,NC_002505,106142,106150
VC0821,VC0821,Vcr043,Vcr043,gene,srna,0.08959183673469388,-1.0,10,1,2.76,0.0100328818,8.38,38.81,NC_002505,880707,880727,NC_002505,1114623,1114695
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.37121426549674497,0.10863565658086206,10,"1,2",32.08,0.0,0.14,0.16,NC_002505,152803,152899,NC_002505,-2936882,-2936822
IG.VC0386|metH,IG.VC0386|metH,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.29867197875166,0.37984715539201813,10,"1,2",15.86,6.049e-6,0.12,0.13,NC_002505,403528,403689,NC_002505,152900,152949
IG.fre|murB,IG.fre|murB,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.2973915289256198,0.39605599879572484,10,"1,2",28.35,1.88e-8,0.12,0.21,NC_002505,325965,326066,NC_002505,-2931147,-2931100
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.3156866575503028,0.3050464807436919,10,"1,2",19.43,1.9079e-6,0.13,0.2,NC_002505,764513,764617,NC_002505,403608,403699
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.31705411213127566,0.10733102513924432,10,"1,2",19.87,2.041e-7,0.13,0.16,NC_002505,764520,764620,NC_002505,-2936896,-2936845
VCA0960,VCA0960,Vcr090,Vcr090,gene,srna,0.0,-1.0,10,"1,2",4.58,0.001144516,1.65,9.03,NC_002506,-909773,-909754,NC_002506,3243,3250
VCA0044,VCA0044,TfoR,TfoR,gene,srna,0.8143913920645595,-1.0,10,"1,2",26.54,1.41e-8,1.43,81.16,NC_002506,54016,54078,NC_002505,2236666,2236674
IG.VC0386|metH,IG.VC0386|metH,IG.fre|murB,IG.fre|murB,igr,igr,0.2968127490039841,0.30294421487603307,10,"1,2",17.39,3.5877e-6,0.12,0.17,NC_002505,403516,403671,NC_002505,326016,326098
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.2809975412715139,0.1017548825360883,10,"1,2",9.7,4.48e-8,0.05,0.05,NC_002505,-2933457,-2933404,NC_002505,150900,150989
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.10416980279993979,0.39465101108936723,10,"1,2",15.74,0.0,0.12,0.21,NC_002505,-2936978,-2936842,NC_002505,-2931185,-2931101
U5.VC2388 -> VC2388,VC2388,TfoR,TfoR,gene,srna,0.0,-1.0,10,"1,2",7.45,0.0001676266,0.37,81.16,NC_002505,2553472,2553498,NC_002505,2236671,2236674
ruvA,ruvA,U3.ruvB,ruvB,gene,gene,0.2975929978118162,0.6932515337423313,10,"1,2",164.42,0.0,21.32,1.14,NC_002505,-1986193,-1986102,NC_002505,-1984978,-1984809
U3.VCA0817 -> VCA0818,VCA0818,TfoR,TfoR,gene,srna,0.013822115384615384,-1.0,10,2,22.37,1.0e-9,0.66,72.34,NC_002506,764415,764478,NC_002505,2236672,2236674
VCA0558,VCA0558,Vcr227,Vcr227,gene,srna,0.0835117773019272,-1.0,10,2,2.89,0.0067759684,0.68,79.69,NC_002506,495332,495390,NC_002506,479981,479988
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.fre|murB,IG.fre|murB,igr,igr,0.5487982337297406,0.3056559917355372,10,2,183.32,0.0,0.18,0.29,NC_002505,-2928098,-2928061,NC_002505,326067,326088
IG.VCA0239|VCA0247,IG.VCA0239|VCA0247,TfoR,TfoR,igr,srna,0.024922118380062305,-1.0,10,2,49.7,0.0,1.52,72.34,NC_002506,261316,261379,NC_002505,2236672,2236674
VC1957,VC1957,Qrr3,Qrr3,gene,srna,0.07894736842105263,-1.0,10,2,94.02,0.0,1.31,43.23,NC_002505,-2110761,-2110734,NC_002506,772285,772297
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.37178035663741865,0.34471304668758074,10,2,25.07,0.0,0.28,0.29,NC_002505,152807,152897,NC_002505,55624,55686
U3.VCA0935,VCA0935,Vcr090,Vcr090,gene,srna,0.4070121951219512,-1.0,10,2,5.12,0.0001006796,0.29,7.68,NC_002506,887251,887283,NC_002506,3248,3251
pdhR,pdhR,TfoR,TfoR,gene,srna,0.05514018691588785,-1.0,10,2,2.73,0.0105597565,0.76,72.34,NC_002505,-2588195,-2588137,NC_002505,2236609,2236674
tuf,tuf,VrrA,VrrA,gene,srna,0.4743935309973046,-1.0,10,2,2.31,0.027812991,0.19,40.17,NC_002505,382602,382626,NC_002505,1878729,1878788
IG.VC0611|VC0597,IG.VC0611|VC0597,GcvB,GcvB,igr,srna,0.41714221774644733,-1.0,10,2,69.1,0.0,Inf,9.67,NC_002505,-635214,-635202,NC_002505,-954737,-954729
IG.VC1041|fadI -> Vcr043,Vcr043,U3.VC2086,VC2086,srna,gene,-1.0,0.7807133421400264,10,2,6.83,7.3529e-6,10.89,1.19,NC_002505,1114589,1114596,NC_002505,-2245295,-2245283
IG.VC0827|VC0828,IG.VC0827|VC0828,Qrr4,Qrr4,igr,srna,0.8148148148148148,-1.0,10,2,137.07,0.0,0.99,11.35,NC_002505,890238,890271,NC_002506,-908218,-908213
VC0711,VC0711,Vcr090,Vcr090,gene,srna,0.0776192133658197,-1.0,10,2,8.47,1.6952e-6,1.11,7.68,NC_002505,760006,760091,NC_002506,3211,3250
U3.VC0159,VC0159,TfoR,TfoR,gene,srna,0.4894459102902375,-1.0,10,2,14.91,2.33e-8,0.8,72.34,NC_002505,-149984,-149973,NC_002505,2236643,2236674
VC0417,VC0417,TfoR,TfoR,gene,srna,0.20431472081218274,-1.0,10,2,2.81,0.008623031,1.56,72.34,NC_002505,444432,444454,NC_002505,2236669,2236674
U5.VC2080 -> VC2080,VC2080,TfoR,TfoR,gene,srna,0.0,-1.0,10,2,8.77,1.6274e-6,3.66,72.34,NC_002505,-2240387,-2240311,NC_002505,2236669,2236674
VC1048,VC1048,VrrA,VrrA,gene,srna,0.041273584905660375,-1.0,10,2,3.16,0.0034580392,3.86,40.17,NC_002505,1118621,1118657,NC_002505,1878783,1878789
IG.VC1892|VC1890 -> U5.VC1890,VC1890,TfoR,TfoR,gene,srna,0.0,-1.0,10,2,8.44,2.2165e-6,2.52,72.34,NC_002505,-2039659,-2039633,NC_002505,2236671,2236674
U3.VC2753,VC2753,VC0713,VC0713,gene,gene,0.056818181818181816,0.0,10,2,8.76,7.631e-7,0.1,0.1,NC_002505,-2939154,-2939109,NC_002505,762631,762696
VC0533,VC0533,Vcr043,Vcr043,gene,srna,0.5174089068825911,-1.0,10,2,4.01,0.0007058262,0.8,30.37,NC_002505,564501,564524,NC_002505,1114619,1114692
VC0899 -> U5.xni,VC0899,Vcr090,Vcr090,gene,srna,0.7232516437537359,-1.0,10,2,5.85,3.5151e-5,0.6,7.68,NC_002505,-957292,-957258,NC_002506,3243,3250
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.3402841852740358,0.3845174073025757,10,2,30.12,0.0,0.25,0.25,NC_002505,55601,55661,NC_002505,152900,152983
VC2013,VC2013,TfoR,TfoR,gene,srna,0.5122086570477248,-1.0,10,2,2.54,0.0165977631,0.39,72.34,NC_002505,-2167098,-2167053,NC_002505,2236671,2236674
VC0243,VC0243,Vcr001,Vcr001,gene,srna,0.4637579169598874,-1.0,10,2,19.34,5.0e-10,0.86,29.83,NC_002505,250112,250152,NC_002505,21902,21910
U5.VCA0245,ulaA,Spot42,Spot42,gene,srna,0.8155339805825242,-1.0,10,2,12.21,2.05614e-5,3.36,109.49,NC_002506,-265276,-265222,NC_002505,106146,106153
U5.glpD -> glpD,glpD,Vcr043,Vcr043,gene,srna,0.0,-1.0,10,2,3.98,0.0007503381,2.42,30.37,NC_002506,592903,592947,NC_002505,1114608,1114697
Vcr229,Vcr229,VC2544,VC2544,srna,gene,-1.0,0.0,10,2,18.17,2.3e-9,25.25,1.52,NC_002506,897532,897550,NC_002505,2724947,2724957
VC0200,VC0200,TfoR,TfoR,gene,srna,0.0,-1.0,10,2,22.37,1.0e-9,0.66,72.34,NC_002505,206436,206499,NC_002505,2236626,2236674
VC0490,VC0490,Vcr090,Vcr090,gene,srna,0.39584254754533393,-1.0,10,2,7.68,3.8025e-6,0.48,7.68,NC_002505,-524096,-524047,NC_002506,3230,3250
IG.VCA0047|VCA0042,IG.VCA0047|VCA0042,TfoR,TfoR,igr,srna,0.614108976046328,-1.0,10,2,447.3,0.0,Inf,72.34,NC_002506,-52478,-52416,NC_002505,2236670,2236677
U3.atpC,atpC,Vcr017,Vcr017,gene,srna,0.4889196675900277,-1.0,10,2,28.02,0.0,0.3,14.41,NC_002505,-2949609,-2949600,NC_002505,-350293,-350285
GcvB,GcvB,U5.VC0391 -> VC0391,VC0391,srna,gene,-1.0,0.0,10,2,27.32,0.0,5.05,1.64,NC_002505,-954881,-954809,NC_002505,-414165,-414140
