name1,gene1,name2,gene2,type1,type2,relpos1,relpos2,nb_fragments,libs,norm_odds,p_value,ip_total_ratio1,ip_total_ratio2,chromosome1,first_start1,last_start1,chromosome2,first_start2,last_start2
IG.VC0386|metH,IG.VC0386|metH,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.7415670650730412,0.9722602070716937,10,1,353.69,0.0,1.55,3.11,NC_002505,406932,406950,NC_002505,767904,767947
ileS,ileS,ileS,ileS,gene,gene,0.32486503651953,0.7072086376627501,10,1,228.84,0.0,1.39,1.64,NC_002505,729833,729886,NC_002505,731029,731099
U5.rplK,nusG,rplA -> U3.rplA,rplA,gene,gene,0.5377358490566038,0.5374625374625375,10,1,43.16,0.0,0.41,0.4,NC_002505,337721,337751,NC_002505,338904,338956
VC2188,FlaX,U5.VC2188,VC2188,srna,gene,-1.0,0.0,10,1,908.7,0.0,1.2,0.78,NC_002505,-2334772,-2334743,NC_002505,-2335892,-2335822
VC1318 -> U5.VC1317,VC1318,IG.VC1317|VC1313,IG.VC1317|VC1313,gene,igr,0.575955265610438,0.03814959447281466,10,1,13.08,2.04e-8,3.83,3.22,NC_002505,-1401386,-1401302,NC_002505,-1400083,-1400004
VC2647 -> U3.VC2647,VC2647,VqmR,VqmR,gene,srna,0.44219308700834326,-1.0,10,1,35.28,0.0,2.84,1.32,NC_002505,2822000,2822045,NC_002506,1031542,1031563
U5.VC0632,VC0633,VC0633,VC0633,gene,gene,0.6930473372781065,0.0,10,1,20.88,2.0e-10,0.33,0.54,NC_002505,-674798,-674788,NC_002505,-675854,-675807
IG.fre|murB,IG.fre|murB,Vcr226,Vcr226,igr,srna,0.027892561983471075,-1.0,10,1,9.67,3.317e-7,0.27,0.89,NC_002505,323916,323938,NC_002506,334414,334478
VC2500 -> U3.VC2500,VC2500,U3.VC2499,VC2499,gene,gene,0.6964285714285714,0.7262773722627737,10,1,1007.17,0.0,2.29,3.52,NC_002505,-2685278,-2685204,NC_002505,-2684118,-2684116
VC2361,VC2361,U3.VCA0165 -> U5.VCA0166,VCA0166,gene,gene,0.23042836041358936,0.0,10,1,15.4,4.3e-9,1.94,0.42,NC_002505,2517403,2517488,NC_002506,184116,184180
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.2776356064027297,0.08083697124793016,10,1,11.15,9.19e-8,0.32,0.29,NC_002505,-2933497,-2933470,NC_002505,-2937412,-2937400
U3.VCA0002 -> Vcr090,Vcr090,VC1177,VC1177,srna,gene,-1.0,0.6015358361774744,10,1,349.97,0.0,0.19,1.79,NC_002506,3200,3208,NC_002505,1250088,1250090
U5.VC2536 -> VC2536,VC2536,U3.VC0731,VC0731,gene,gene,0.0,0.6229685807150596,10,1,25.79,0.0,1.44,28.67,NC_002505,2718318,2718358,NC_002505,-786568,-786561
cyaA,cyaA,pfkA -> U3.pfkA,pfkA,gene,gene,0.29777463793712466,0.6640926640926641,10,1,2.67,0.0105793193,4.06,8.02,NC_002505,117013,117078,NC_002505,-2856798,-2856738
GcvB,GcvB,U3.VC2237,VC2237,srna,gene,-1.0,0.78609062170706,10,1,4.84,0.0001230894,1.2,25.55,NC_002505,-954878,-954824,NC_002505,2392604,2392620
IG.fre|murB,IG.fre|murB,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.303073347107438,0.9119763794057945,10,1,31.97,0.0,0.44,0.46,NC_002505,326018,326099,NC_002505,58707,58751
U3.VC1097,VC1097,VC1097,VC1097,gene,gene,0.8261047463175123,0.2107201309328969,10,1,121.59,0.0,4.99,1.59,NC_002505,-1165461,-1165424,NC_002505,-1166985,-1166906
VC0603,VC0603,VC0603,VC0603,gene,gene,0.0,0.5254433307633,10,1,1184.72,0.0,2.39,4.65,NC_002505,631411,631497,NC_002505,632800,632888
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.19633043037118458,0.3852250212284178,10,"1,2",16.34,1.66e-8,0.36,0.43,NC_002505,-2679496,-2679401,NC_002505,152910,152979
pyrG,pyrG,eno,eno,gene,gene,0.4687661331956634,0.19925046845721425,10,1,20.31,3.0e-10,1.58,0.91,NC_002505,-2628598,-2628552,NC_002505,-2627486,-2627411
U3.VC1492,VC1492,U3.VC1491,VC1491,gene,gene,0.9305582571484147,0.6793893129770993,10,1,170.0,0.0,2.13,5.18,NC_002505,-1597496,-1597480,NC_002505,-1596485,-1596449
VCA0769,VCA0769,U3.tuf,tuf,gene,gene,0.13166855845629966,0.7055256064690026,10,1,16.75,2.0e-9,2.12,1.02,NC_002506,-713096,-713043,NC_002505,336521,336525
VC0714,VC0714,VC0715,VC0715,gene,gene,0.0,0.5587084148727984,10,1,150.24,0.0,1.1,1.11,NC_002505,768235,768268,NC_002505,769271,769272
nusA,nusA,Vcr211,Vcr211,gene,srna,0.6675993284834919,-1.0,10,1,9.6,3.385e-7,1.97,8.87,NC_002505,685144,685191,NC_002505,1861529,1861533
rplE,rplE,Vcr078,Vcr078,gene,srna,0.3909415971394517,-1.0,10,1,2.61,0.0123466279,1.18,109.52,NC_002505,-2758498,-2758442,NC_002505,-2332953,-2332942
Vcr017,Vcr017,VC2033,VC2033,srna,gene,-1.0,0.6333780160857909,10,1,15.84,3.4e-9,3.85,1.44,NC_002505,-350329,-350306,NC_002505,-2188297,-2188227
GcvB,GcvB,Thr leader,Thr leader,srna,srna,-1.0,-1.0,10,1,39.6,0.0,1.2,0.44,NC_002505,-954886,-954814,NC_002505,-2522480,-2522432
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.1873678870381331,0.3950524361483266,10,"1,2",7.53,9.698e-6,0.42,0.42,NC_002505,-2679595,-2679504,NC_002505,-2931181,-2931102
IG.VC0386|metH,IG.VC0386|metH,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.30305444887118194,0.7156706507304117,10,"1,2",27.82,2.0e-10,0.5,0.41,NC_002505,403607,403681,NC_002505,406717,406774
VC0088 -> U3.VC0088,VC0088,U3.ubiB -> tatA,tatA,gene,gene,0.5532319391634981,0.0,10,"1,2",281.78,0.0,3.76,2.2,NC_002505,86204,86274,NC_002505,84801,84892
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2497|VC2489,IG.VC2497|VC2489,igr,igr,0.3922926388679813,0.191764606409064,10,"1,2",5.55,0.0004951409,0.43,0.42,NC_002505,-2931286,-2931112,NC_002505,-2679596,-2679403
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.31705411213127566,0.7132802124833998,10,"1,2",15.19,2.1301e-6,0.43,0.41,NC_002505,764500,764642,NC_002505,406706,406750
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.450832840111609,0.5500025089066185,10,"1,2",140.98,0.0,0.18,0.39,NC_002505,-2676483,-2676400,NC_002505,-2928067,-2928037
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.9117918435135633,0.5503035777008379,10,"1,2",158.82,0.0,0.25,0.39,NC_002505,58675,58753,NC_002505,-2928081,-2928019
IG.fre|murB,IG.fre|murB,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.6977014462809917,0.9210783356124242,10,"1,2",140.64,0.0,0.29,0.39,NC_002505,329091,329170,NC_002505,767637,767692
VCA0205,VCA0205,U3.VCA0205,VCA0205,gene,gene,0.1038083538083538,0.742014742014742,10,"1,2",30.83,0.0,9.75,7.81,NC_002506,-223337,-223274,NC_002506,-222291,-222272
IG.VC0059|ccrB,IG.VC0059|ccrB,U3.VC0560,VC0560,igr,gene,0.9689979701051855,0.7922848664688428,10,2,753.79,0.0,0.51,1.56,NC_002505,59031,59046,NC_002505,596136,596163
VC2178,VC2178,VC2175,VC2175,gene,gene,0.4086206896551724,0.5030408340573415,10,2,144.32,0.0,2.5,3.98,NC_002505,-2323157,-2323126,NC_002505,-2320978,-2320914
Vcr216,Vcr216,GcvB,GcvB,srna,srna,-1.0,-1.0,10,2,140.66,0.0,1.66,0.87,NC_002505,-2518899,-2518818,NC_002505,-954767,-954729
U5.zntA -> zntA,zntA,U5.VC0351,VC0350,gene,gene,0.0,0.65625,10,2,6.59,9.3506e-6,1.29,3.01,NC_002505,1097619,1097688,NC_002505,373959,373962
VCA0059,VCA0059,IG.VC2185|flgA,IG.VC2185|flgA,gene,igr,0.0,0.03897322660778361,10,2,80.42,0.0,1.01,0.45,NC_002506,-66769,-66720,NC_002505,2331483,2331484
IG.VC0040|VC0047,IG.VC0040|VC0047,VC0040,VC0040,igr,gene,0.16445536445536446,0.16050686378035903,10,2,219.94,0.0,1.77,1.75,NC_002505,39603,39695,NC_002505,38105,38194
U3.VC0257,VC0257,VC0249,VC0249,gene,gene,0.681740614334471,0.6233236151603498,10,2,93.53,0.0,1.32,2.39,NC_002505,263602,263631,NC_002505,255970,255973
U3.rpsQ -> rplN,rplN,rplE -> U5.rpsN,rplE,gene,gene,0.0,0.42431466030989273,10,2,3.0,0.0047398479,0.94,1.28,NC_002505,-2759691,-2759614,NC_002505,-2758477,-2758407
U5.VC0633 -> VC0633,VC0633,U3.lamB,lamB,gene,gene,0.0,0.7393548387096774,10,2,19.79,4.0e-10,0.87,7.96,NC_002505,-675880,-675803,NC_002506,-975674,-975652
U5.VC1758,VC1758,U3.dcuC,dcuC,gene,gene,0.0,0.7409172126265634,10,2,43.21,0.0,1.07,4.52,NC_002505,1895944,1895961,NC_002506,602106,602111
IG.fre|murB,IG.fre|murB,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.30229855371900827,0.9208829849579996,9,"1,2",36.1,5.34e-8,0.44,0.39,NC_002505,326010,326083,NC_002505,767642,767687
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.34415943901088764,0.32955655401445594,9,"1,2",4.81,0.0015782596,0.5,0.46,NC_002505,55613,55691,NC_002505,764608,764665
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.3952029705454363,0.9130835947591807,9,"1,2",27.06,2.57e-8,0.48,0.46,NC_002505,-2931176,-2931106,NC_002505,58711,58761
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.fre|murB,IG.fre|murB,igr,igr,0.3947011892217372,0.7005423553719008,9,"1,2",27.14,2.52e-8,0.48,0.4,NC_002505,-2931184,-2931118,NC_002505,329112,329161
U5.VC1167,aspS,GcvB,GcvB,gene,srna,0.8009638554216868,-1.0,9,1,234.73,0.0,2.08,1.02,NC_002505,1239924,1239947,NC_002505,-954760,-954729
VC0059,VC0059,Vcr226,Vcr226,gene,srna,0.0,-1.0,9,1,21.19,1.9e-9,0.43,0.89,NC_002505,53592,53593,NC_002506,334406,334480
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.36635054443273624,0.2674350459074038,9,1,330.82,0.0,0.34,0.59,NC_002505,-2931730,-2931702,NC_002505,764312,764325
VC0247,VC0247,VC0249,VC0249,gene,gene,0.14080717488789238,0.5510204081632653,9,1,75.79,0.0,1.55,1.09,NC_002505,253927,253989,NC_002505,255810,255886
zntA,zntA,zntA,zntA,gene,gene,0.40713737528779737,0.0,9,1,212.28,0.0,5.47,0.93,NC_002505,1098822,1098883,NC_002505,1097704,1097726
U5.VC0713,VC0713,U3.pgi,pgi,gene,gene,0.0,0.7807377049180327,9,1,11.01,4.494e-7,0.38,1.21,NC_002505,762533,762558,NC_002505,391559,391560
U3.VC0358 -> U5.rpsL,rpsL,U5.VC1495,VC1496,gene,gene,0.0,0.8193295602960383,9,1,24.53,5.0e-10,1.57,0.97,NC_002505,378425,378473,NC_002505,-1606484,-1606469
U3.VCA0908,VCA0908,U3.dcuC,dcuC,gene,gene,0.5292652552926526,0.7432995830851697,9,1,7.97,6.4912e-6,5.25,8.93,NC_002506,-863495,-863442,NC_002506,602111,602113
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.37178035663741865,0.9214690369212737,9,1,29.72,1.0e-10,0.5,0.39,NC_002505,152805,152898,NC_002505,767640,767691
VqmR,VqmR,U5.tsf,rpsB,srna,gene,-1.0,0.6488326848249028,9,1,2.75,0.0132233239,1.39,0.87,NC_002506,1031439,1031482,NC_002505,-2415303,-2415302
GcvB,GcvB,U3.dcuC,dcuC,srna,gene,-1.0,0.7409172126265634,9,1,2.2,0.0485274538,0.89,8.93,NC_002505,-954784,-954738,NC_002506,602104,602111
U3.VC0745,VC0745,VC1095 -> Vcr045,Vcr045,gene,srna,0.6554850407978241,-1.0,9,1,647.68,0.0,1.24,7.3,NC_002505,-798797,-798707,NC_002505,1164222,1164289
VC0251,VC0251,VC0249,VC0249,gene,gene,0.14728123874684912,0.611661807580175,9,1,34.33,0.0,1.37,2.69,NC_002505,257804,257898,NC_002505,255932,255973
U5.VC0487 -> U3.VC0486,VC0486,VC0487,VC0487,gene,gene,0.6691312384473198,0.5558161350844277,9,1,39.02,0.0,3.7,1.95,NC_002505,517402,517467,NC_002505,518700,518779
secY,secY,U3.rpmD,rpmD,gene,gene,0.5563035495716034,0.2647058823529412,9,1,15.14,3.14e-8,1.23,0.91,NC_002505,-2754551,-2754512,NC_002505,-2755996,-2755909
IG.fre|murB,IG.fre|murB,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.30165289256198347,0.3836682705915652,9,1,4.93,0.0002483124,0.44,0.43,NC_002505,326000,326094,NC_002505,152915,152958
U5.VC0641 -> VC0641,VC0641,nusA,nusA,gene,gene,0.0,0.22887520984890877,9,1,20.53,2.3e-9,1.19,1.1,NC_002505,683302,683373,NC_002505,684376,684393
IG.fre|murB,IG.fre|murB,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.3028150826446281,0.5503537558332079,9,1,32.3,0.0,0.44,0.39,NC_002505,326036,326076,NC_002505,-2928054,-2928044
U5.VC0416 -> U3.VC0415,VC0415,VC0415,VC0415,gene,gene,0.7081161578555473,0.0,9,1,628.13,0.0,2.46,1.65,NC_002505,443227,443286,NC_002505,442168,442188
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.fre|murB,IG.fre|murB,igr,igr,0.18719878244694343,0.7006714876033058,9,1,32.12,0.0,0.42,0.4,NC_002505,-2679591,-2679522,NC_002505,329131,329143
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC1786|VC1803,IG.VC1786|VC1803,igr,igr,0.9485144860675402,0.6640213999108338,9,1,11.14,4.616e-7,1.44,3.58,NC_002505,58916,58938,NC_002505,1944193,1944195
VC2753 -> U3.VC2753,VC2753,VCA0025 -> U3.VCA0025,VCA0025,gene,gene,0.0,0.7239336492890995,9,1,9.42,1.6597e-6,0.31,128.82,NC_002505,-2939188,-2939156,NC_002506,31816,31895
U3.VC0428,VC0428,VC2326,VC2326,gene,gene,0.43419267299864317,0.15460526315789475,9,1,24.23,6.0e-10,3.29,2.74,NC_002505,-456834,-456819,NC_002505,2478525,2478599
VC2030,VC2030,VC2030,VC2030,gene,gene,0.7715442452284558,0.27299016772700985,9,1,53.49,0.0,1.59,2.64,NC_002505,2184229,2184294,NC_002505,2182507,2182570
rpoB,rpoB,rpoB,rpoB,gene,gene,0.5854335260115607,0.07583815028901734,9,1,79.89,0.0,1.66,1.1,NC_002505,343017,343095,NC_002505,340808,340896
VCA0059,VCA0059,acpP,acpP,gene,gene,0.11313868613138686,0.07649253731343283,9,1,2.5,0.0237570679,3.75,1.2,NC_002506,-66590,-66535,NC_002505,-2174182,-2174124
VC1043,VC1043,Vcr076,Vcr076,gene,srna,0.0,-1.0,9,"1,2",20.2,2.8e-9,1.6,1.74,NC_002505,-1112791,-1112762,NC_002505,-2266077,-2266028
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.10768227206583371,0.9123454511902565,9,1,32.0,1.0e-10,0.44,0.46,NC_002505,-2936891,-2936851,NC_002505,58706,58756
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.25957147874956094,0.30451527224435593,9,1,30.89,1.0e-10,0.19,0.41,NC_002505,-2933888,-2933801,NC_002505,403602,403697
U3.clpS -> clpA,clpA,clpA,clpA,gene,gene,0.0,0.5828793774319067,9,1,579.6,0.0,4.08,3.64,NC_002505,1213101,1213187,NC_002505,1214664,1214690
dnaA,dnaA,U3.VC0013,VC0013,gene,gene,0.0005820721769499418,0.7207142857142858,9,1,21.33,1.7e-9,1.25,9.44,NC_002505,7512,7585,NC_002505,10029,10035
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.29212031740173466,0.2678257472162532,9,1,212.57,0.0,0.53,0.59,NC_002505,55360,55379,NC_002505,764312,764328
VC0162,VC0162,U5.VC0162 -> VC0162,VC0162,gene,gene,0.648542600896861,0.0,9,1,134.79,0.0,1.37,1.23,NC_002505,158709,158786,NC_002505,157405,157491
infB,infB,VqmR,VqmR,gene,srna,0.12783711615487317,-1.0,9,1,2.74,0.0136235965,1.34,1.32,NC_002505,685846,685895,NC_002506,1031502,1031553
pheT,pheT,pheT -> U3.pheT,Vcr050,gene,srna,0.24116114625976925,-1.0,9,1,363.33,0.0,3.58,2.06,NC_002505,1298200,1298295,NC_002505,1299811,1299862
IG.fre|murB,IG.fre|murB,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.30333161157024796,0.26117717898539816,9,1,39.62,0.0,0.44,0.22,NC_002505,326024,326096,NC_002505,-2933823,-2933802
VC0651,VC0651,U5.eno,pyrG,gene,gene,0.5178268251273345,0.7831698502839443,9,1,85.85,0.0,3.09,0.9,NC_002505,-695482,-695441,NC_002505,-2627968,-2627963
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.9494371655286953,0.972064856417269,9,1,288.3,0.0,1.44,3.11,NC_002505,58928,58937,NC_002505,767906,767944
VC1343 -> U3.VC1343,VC1343,U3.VCA0201,VCA0201,gene,gene,0.670697012802276,0.6307300509337861,9,"1,2",8185.22,0.0,0.67,0.28,NC_002505,-1429985,-1429909,NC_002506,219759,219785
U3.hisS -> VC0761,VC0761,VC0762,VC0762,gene,gene,0.0,0.35753424657534244,9,"1,2",58.33,1.0e-10,2.79,3.2,NC_002505,813545,813684,NC_002505,814804,814893
VC2033,VC2033,VC2033,VC2033,gene,gene,0.10120643431635389,0.46648793565683644,9,2,6.47,3.14633e-5,1.5,1.42,NC_002505,-2189887,-2189813,NC_002505,-2188786,-2188734
U3.VC0575 -> sspA,Vcr203,VC0577 -> U3.VC0577,VC0577,srna,gene,-1.0,0.43556701030927836,9,2,51.55,0.0,1.21,1.13,NC_002505,606920,606998,NC_002505,608003,608065
engA,engA,U3.VC2699,VC2699,gene,gene,0.47533632286995514,0.7237087741132545,9,2,18.48,5.7e-9,1.93,3.32,NC_002505,816504,816550,NC_002505,2867849,2867850
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.1038687340057203,0.3058432934926959,9,2,5.26,0.0001541149,0.51,0.44,NC_002505,-2936974,-2936920,NC_002505,403623,403697
VC0242,VC0242,VC0243,VC0243,gene,gene,0.4050857480780603,0.5432793807178043,9,2,105.96,0.0,1.37,1.5,NC_002505,248736,248791,NC_002505,250225,250265
IG.VC0386|metH,IG.VC0386|metH,IG.fre|murB,IG.fre|murB,igr,igr,0.024302788844621514,0.26097623966942146,9,2,20.6,2.4e-9,0.29,0.98,NC_002505,401528,401553,NC_002505,325721,325743
IG.VC2753|VC2745,IG.VC2753|VC2745,U3.VC0059,VC0059,igr,gene,0.07903055848261328,0.22045454545454546,9,2,15.34,2.96e-8,0.3,0.25,NC_002505,-2937459,-2937424,NC_002505,53705,53783
IG.VC1927|tig -> U5.tig,tig,U5.clpP,tig,gene,gene,0.0,0.7682698313554028,9,2,63.5,0.0,0.74,0.53,NC_002505,-2075394,-2075360,NC_002505,-2073864,-2073861
VC0998 -> U5.truA,VC0998,VC0998,VC0998,gene,gene,0.9101645692158761,0.5835430784123911,9,2,144.23,0.0,5.31,7.54,NC_002505,1069802,1069856,NC_002505,1068101,1068184
VC0329,VC0329,VC0329,VC0329,gene,gene,0.4816870144284129,0.7280799112097669,9,2,46.5,0.0,1.75,1.38,NC_002505,346802,346847,NC_002505,347901,347968
U3.VC2603 -> VC2602,VC2602,VC2602 -> U3.VC2602,VC2602,gene,gene,0.0,0.72090112640801,9,2,65.31,0.0,0.97,1.38,NC_002505,-2772634,-2772623,NC_002505,-2771378,-2771314
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.8116331729408435,0.9176969920649566,9,2,155.69,0.0,0.22,0.38,NC_002505,155933,155987,NC_002505,58724,58797
U3.rplF,rplF,U5.rplE -> U3.rplX,rplX,gene,gene,0.5450180072028812,0.31118314424635335,9,2,4.93,0.0002478382,0.75,0.93,NC_002505,-2757082,-2757008,NC_002505,-2758963,-2758932
pgk,pgk,VC0478,VC0478,gene,gene,0.3565629228687415,0.36046511627906974,9,2,32.06,0.0,1.22,1.29,NC_002505,508710,508787,NC_002505,510016,510086
IG.VC0386|metH,IG.VC0386|metH,U3.VCA0025,VCA0025,igr,gene,0.02642762284196547,0.7440758293838863,9,2,23.78,7.0e-10,0.29,40.82,NC_002505,401539,401572,NC_002506,31889,31891
VC2033,VC2033,U3.VC0428,VC0428,gene,gene,0.7928954423592494,0.4206241519674355,9,2,3.01,0.0075916091,5.06,1.38,NC_002505,-2187794,-2187778,NC_002505,-456852,-456820
VC2342,VC2342,VC2342,VC2342,gene,gene,0.5768747381650607,0.036447423544197735,9,2,9.13,2.0548e-6,1.08,1.45,NC_002505,-2495982,-2495930,NC_002505,-2497288,-2497203
Vcr043,Vcr043,VC0731,VC0731,srna,gene,-1.0,0.2199349945828819,9,2,8.45,3.9373e-6,1.5,2.06,NC_002505,1114608,1114687,NC_002505,-786972,-786901
infB,infB,VqmR,VqmR,gene,srna,0.15387182910547398,-1.0,9,2,2.29,0.0389119824,1.67,0.9,NC_002505,685902,685994,NC_002506,1031509,1031553
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.341206864735191,0.9132681306514117,9,2,38.23,0.0,0.42,0.38,NC_002505,55611,55662,NC_002505,58724,58748
VC0409,VC0409,IG.VC0037|VC0036,IG.VC0037|VC0036,gene,igr,0.2236842105263158,0.42735042735042733,9,2,104.31,0.0,1.24,2.79,NC_002505,435784,435788,NC_002505,-35958,-35947
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.0791309147473531,0.36645090069747605,8,"1,2",618.09,0.0,0.35,0.2,NC_002505,-2937447,-2937421,NC_002505,-2931724,-2931704
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.3731955844891027,0.8112086045853383,8,"1,2",14.52,9.9992e-6,0.5,0.28,NC_002505,152828,152899,NC_002505,155929,155977
IG.fre|murB,IG.fre|murB,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.7008006198347108,0.9149289536814911,8,"1,2",219.7,0.0,0.3,0.46,NC_002505,329101,329176,NC_002505,58716,58785
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.fre|murB,IG.fre|murB,igr,igr,0.3445285107953497,0.6997675619834711,8,"1,2",25.42,4.07e-7,0.5,0.4,NC_002505,55614,55674,NC_002505,329108,329159
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2497|VC2489,IG.VC2497|VC2489,igr,igr,0.3663003663003663,0.16259406442884924,8,"1,2",325.48,0.0,0.34,0.22,NC_002505,-2931743,-2931710,NC_002505,-2679861,-2679833
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.9718695057628443,0.5632495358522756,8,"1,2",32.03,1.0e-10,1.68,1.17,NC_002505,767901,767947,NC_002505,-2927795,-2927789
VC0405,VC0405,VC0405,VC0405,gene,gene,0.015786877158362113,0.5643808584114455,8,"1,2",170.93,0.0,7.67,6.16,NC_002505,431511,431592,NC_002505,432624,432692
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.fre|murB,IG.fre|murB,igr,igr,0.5488985899944804,0.7018336776859504,8,"1,2",186.17,0.0,0.26,0.4,NC_002505,-2928099,-2928039,NC_002505,329110,329158
VC2723,VC2723,VC2725,VC2725,gene,gene,0.0500945179584121,0.1963230466185161,8,1,196.75,0.0,6.68,11.16,NC_002505,-2897481,-2897442,NC_002505,-2898990,-2898905
U3.secG,secG,IG.VC0341|VC0343,IG.VC0341|VC0343,gene,igr,0.48976377952755906,0.1607204710772428,8,1,607.81,0.0,1.35,0.57,NC_002505,683034,683059,NC_002505,362315,362317
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC2497|VC2489,IG.VC2497|VC2489,igr,igr,0.37673365411831305,0.45556776866491927,8,1,42.87,1.0e-10,0.5,0.48,NC_002505,152875,152899,NC_002505,-2676399,-2676364
rpsA,rpsA,U5.VC1317,VC1318,gene,gene,0.5096446700507614,0.6244175209692451,8,1,3.56,0.0045413964,0.93,2.95,NC_002505,-2064341,-2064317,NC_002505,-1401296,-1401288
U5.VC1866 -> VC1866,VC1866,U5.VC2262,VC2261,gene,gene,0.0,0.6182136602451839,8,1,24.24,5.8e-9,2.04,7.38,NC_002505,2006900,2006978,NC_002505,2417305,2417327
IG.VC2497|VC2489,IG.VC2497|VC2489,U3.pgi,pgi,igr,gene,0.015050308615878921,0.7807377049180327,8,1,5.01,0.0005308297,0.29,1.21,NC_002505,-2681597,-2681587,NC_002505,391559,391560
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.9106846281601771,0.7151394422310757,8,"1,2",256.61,0.0,0.25,0.41,NC_002505,58700,58745,NC_002505,406716,406749
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.07938180540920267,0.29212031740173466,8,1,269.62,0.0,0.35,0.74,NC_002505,-2937449,-2937421,NC_002505,55358,55381
VC0651 -> U3.VC0651,VC0651,VC0652,VC0652,gene,gene,0.6146010186757216,0.49124143183549124,8,1,116.81,0.0,5.7,3.83,NC_002505,-695390,-695305,NC_002505,-696486,-696418
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC2497|VC2489,IG.VC2497|VC2489,igr,igr,0.10317011038777243,0.16301682590682337,8,1,9.0,9.2968e-6,0.24,0.22,NC_002505,150914,150994,NC_002505,-2679852,-2679832
IG.fre|murB,IG.fre|murB,VC0637,VC0637,igr,gene,0.028021694214876033,0.564079822616408,8,1,5.26,0.0003846802,0.27,1.72,NC_002505,323917,323938,NC_002505,679512,679541
IG.VC0386|metH,IG.VC0386|metH,IG.VC2497|VC2489,IG.VC2497|VC2489,igr,igr,0.3037184594953519,0.19649953496237424,8,1,7.3,4.01384e-5,0.5,0.52,NC_002505,403613,403675,NC_002505,-2679483,-2679409
U3.VC2033,VC2033,ccrB,ccrB,gene,gene,0.8646112600536193,0.0,8,1,8.86,1.04303e-5,11.15,2.8,NC_002505,-2187580,-2187564,NC_002505,59437,59491
